family,block,type,layout,base_address,#,confidence,basis
CH32V006,I2C1,I2C,ba82e042,0x40005400,#,confirmed,evt(ch32v00X.h)+rm-address(CH32V00XRM.PDF)
CH32V006,PWR,PWR,b5f1ddb3,0x40007000,#,confirmed,evt(ch32v00X.h)+rm-address(CH32V00XRM.PDF)
CH32V006,AFIO,AFIO,42a2190f,0x40010000,#,reference,evt(ch32v00X.h)
CH32V006,EXTI,EXTI,da6247ab,0x40010400,#,confirmed,evt(ch32v00X.h)+rm-address(CH32V00XRM.PDF)
CH32V006,GPIOA,GPIO,00e355ac,0x40010800,#,confirmed,evt(ch32v00X.h)+rm-address(CH32V00XRM.PDF)
CH32V006,GPIOB,GPIO,00e355ac,0x40010c00,#,confirmed,evt(ch32v00X.h)+rm-address(CH32V00XRM.PDF)
CH32V006,GPIOC,GPIO,00e355ac,0x40011000,#,confirmed,evt(ch32v00X.h)+rm-address(CH32V00XRM.PDF)
CH32V006,GPIOD,GPIO,00e355ac,0x40011400,#,confirmed,evt(ch32v00X.h)+rm-address(CH32V00XRM.PDF)
CH32V006,ADC1,ADC,799d5ffe,0x40012400,#,confirmed,evt(ch32v00X.h)+rm-address(CH32V00XRM.PDF)
CH32V006,TKey1,ADC,799d5ffe,0x40012400,#,reference,evt(ch32v00X.h)
CH32V006,TIM1,TIM,6456f62d,0x40012c00,#,confirmed,evt(ch32v00X.h)+rm-address(CH32V00XRM.PDF)
CH32V006,SPI1,SPI,6846d9a8,0x40013000,#,confirmed,evt(ch32v00X.h)+rm-address(CH32V00XRM.PDF)
CH32V006,USART1,USART,cb103e5f,0x40013800,#,confirmed,evt(ch32v00X.h)+rm-address(CH32V00XRM.PDF)
CH32V006,DMA1,DMA,c541fd6a,0x40020000,#,confirmed,evt(ch32v00X.h)+rm-address(CH32V00XRM.PDF)
CH32V006,DMA1_Channel1,DMA_Channel,e9e3c3dd,0x40020008,#,confirmed,evt(ch32v00X.h)+rm-address(CH32V00XRM.PDF)
CH32V006,DMA1_Channel2,DMA_Channel,e9e3c3dd,0x4002001c,#,confirmed,evt(ch32v00X.h)+rm-address(CH32V00XRM.PDF)
CH32V006,DMA1_Channel3,DMA_Channel,e9e3c3dd,0x40020030,#,confirmed,evt(ch32v00X.h)+rm-address(CH32V00XRM.PDF)
CH32V006,DMA1_Channel4,DMA_Channel,e9e3c3dd,0x40020044,#,confirmed,evt(ch32v00X.h)+rm-address(CH32V00XRM.PDF)
CH32V006,DMA1_Channel5,DMA_Channel,e9e3c3dd,0x40020058,#,confirmed,evt(ch32v00X.h)+rm-address(CH32V00XRM.PDF)
CH32V006,DMA1_Channel6,DMA_Channel,e9e3c3dd,0x4002006c,#,confirmed,evt(ch32v00X.h)+rm-address(CH32V00XRM.PDF)
CH32V006,DMA1_Channel7,DMA_Channel,e9e3c3dd,0x40020080,#,confirmed,evt(ch32v00X.h)+rm-address(CH32V00XRM.PDF)
CH32V006,RCC,RCC,bc1c50f0,0x40021000,#,confirmed,evt(ch32v00X.h)+rm-address(CH32V00XRM.PDF)
CH32V006,FLASH,FLASH,2e1c9433,0x40022000,#,confirmed,evt(ch32v00X.h)+rm-address(CH32V00XRM.PDF)
CH32V006,EXTEN,EXTEN,e897340c,0x40023800,#,confirmed,evt(ch32v00X.h)+rm-address(CH32V00XRM.PDF)
CH32V006,OPA,OPA,77a3eeda,0x40024000,#,confirmed,evt(ch32v00X.h)+rm-address(CH32V00XRM.PDF)
CH32V103,OB,OB,4e4eca95,0x1ffff800,#,reference,evt(ch32v10x.h)
CH32V103,TIM2,TIM,cf791e3f,0x40000000,#,confirmed,evt(ch32v10x.h)+rm-address(CH32xRM.PDF)
CH32V103,TIM3,TIM,cf791e3f,0x40000400,#,confirmed,evt(ch32v10x.h)+rm-address(CH32xRM.PDF)
CH32V103,TIM4,TIM,cf791e3f,0x40000800,#,confirmed,evt(ch32v10x.h)+rm-address(CH32xRM.PDF)
CH32V103,TIM5,TIM,cf791e3f,0x40000c00,#,reference,evt(ch32v10x.h)
CH32V103,TIM6,TIM,cf791e3f,0x40001000,#,reference,evt(ch32v10x.h)
CH32V103,TIM7,TIM,cf791e3f,0x40001400,#,reference,evt(ch32v10x.h)
CH32V103,TIM12,TIM,cf791e3f,0x40001800,#,reference,evt(ch32v10x.h)
CH32V103,TIM13,TIM,cf791e3f,0x40001c00,#,reference,evt(ch32v10x.h)
CH32V103,TIM14,TIM,cf791e3f,0x40002000,#,reference,evt(ch32v10x.h)
CH32V103,RTC,RTC,3c4fe669,0x40002800,#,confirmed,evt(ch32v10x.h)+rm-address(CH32xRM.PDF)
CH32V103,WWDG,WWDG,2755624d,0x40002c00,#,confirmed,evt(ch32v10x.h)+rm-address(CH32xRM.PDF)
CH32V103,IWDG,IWDG,f3da205e,0x40003000,#,confirmed,evt(ch32v10x.h)+rm-address(CH32xRM.PDF)
CH32V103,SPI2,SPI,75434a27,0x40003800,#,confirmed,evt(ch32v10x.h)+rm-address(CH32xRM.PDF)
CH32V103,USART2,USART,430bc430,0x40004400,#,confirmed,evt(ch32v10x.h)+rm-address(CH32xRM.PDF)
CH32V103,USART3,USART,430bc430,0x40004800,#,confirmed,evt(ch32v10x.h)+rm-address(CH32xRM.PDF)
CH32V103,UART4,USART,430bc430,0x40004c00,#,reference,evt(ch32v10x.h)
CH32V103,UART5,USART,430bc430,0x40005000,#,reference,evt(ch32v10x.h)
CH32V103,I2C1,I2C,0aa4d341,0x40005400,#,confirmed,evt(ch32v10x.h)+rm-address(CH32xRM.PDF)
CH32V103,I2C2,I2C,0aa4d341,0x40005800,#,confirmed,evt(ch32v10x.h)+rm-address(CH32xRM.PDF)
CH32V103,BKP,BKP,e5fedf4e,0x40006c00,#,confirmed,evt(ch32v10x.h)+rm-address(CH32xRM.PDF)
CH32V103,PWR,PWR,5884d21a,0x40007000,#,confirmed,evt(ch32v10x.h)+rm-address(CH32xRM.PDF)
CH32V103,DAC,DAC,60d5cc90,0x40007400,#,confirmed,evt(ch32v10x.h)+rm-address(CH32xRM.PDF)
CH32V103,AFIO,AFIO,7d97878c,0x40010000,#,confirmed,evt(ch32v10x.h)+rm-address(CH32xRM.PDF)
CH32V103,EXTI,EXTI,aa6f826f,0x40010400,#,confirmed,evt(ch32v10x.h)+rm-address(CH32xRM.PDF)
CH32V103,GPIOA,GPIO,4b3fb060,0x40010800,#,confirmed,evt(ch32v10x.h)+rm-address(CH32xRM.PDF)
CH32V103,GPIOB,GPIO,4b3fb060,0x40010c00,#,confirmed,evt(ch32v10x.h)+rm-address(CH32xRM.PDF)
CH32V103,GPIOC,GPIO,4b3fb060,0x40011000,#,confirmed,evt(ch32v10x.h)+rm-address(CH32xRM.PDF)
CH32V103,GPIOD,GPIO,4b3fb060,0x40011400,#,confirmed,evt(ch32v10x.h)+rm-address(CH32xRM.PDF)
CH32V103,GPIOE,GPIO,4b3fb060,0x40011800,#,reference,evt(ch32v10x.h)
CH32V103,GPIOF,GPIO,4b3fb060,0x40011c00,#,reference,evt(ch32v10x.h)
CH32V103,GPIOG,GPIO,4b3fb060,0x40012000,#,reference,evt(ch32v10x.h)
CH32V103,ADC1,ADC,bbbfbf6f,0x40012400,#,confirmed,evt(ch32v10x.h)+rm-address(CH32xRM.PDF)
CH32V103,ADC2,ADC,bbbfbf6f,0x40012800,#,reference,evt(ch32v10x.h)
CH32V103,TIM1,TIM,cf791e3f,0x40012c00,#,confirmed,evt(ch32v10x.h)+rm-address(CH32xRM.PDF)
CH32V103,SPI1,SPI,75434a27,0x40013000,#,confirmed,evt(ch32v10x.h)+rm-address(CH32xRM.PDF)
CH32V103,TIM8,TIM,cf791e3f,0x40013400,#,reference,evt(ch32v10x.h)
CH32V103,USART1,USART,430bc430,0x40013800,#,confirmed,evt(ch32v10x.h)+rm-address(CH32xRM.PDF)
CH32V103,ADC3,ADC,bbbfbf6f,0x40013c00,#,reference,evt(ch32v10x.h)
CH32V103,TIM15,TIM,cf791e3f,0x40014000,#,reference,evt(ch32v10x.h)
CH32V103,TIM16,TIM,cf791e3f,0x40014400,#,reference,evt(ch32v10x.h)
CH32V103,TIM17,TIM,cf791e3f,0x40014800,#,reference,evt(ch32v10x.h)
CH32V103,TIM9,TIM,cf791e3f,0x40014c00,#,reference,evt(ch32v10x.h)
CH32V103,TIM10,TIM,cf791e3f,0x40015000,#,reference,evt(ch32v10x.h)
CH32V103,TIM11,TIM,cf791e3f,0x40015400,#,reference,evt(ch32v10x.h)
CH32V103,DMA1,DMA,c541fd6a,0x40020000,#,confirmed,evt(ch32v10x.h)+rm-address(CH32xRM.PDF)
CH32V103,DMA1_Channel1,DMA_Channel,e9e3c3dd,0x40020008,#,confirmed,evt(ch32v10x.h)+rm-address(CH32xRM.PDF)
CH32V103,DMA1_Channel2,DMA_Channel,e9e3c3dd,0x4002001c,#,confirmed,evt(ch32v10x.h)+rm-address(CH32xRM.PDF)
CH32V103,DMA1_Channel3,DMA_Channel,e9e3c3dd,0x40020030,#,confirmed,evt(ch32v10x.h)+rm-address(CH32xRM.PDF)
CH32V103,DMA1_Channel4,DMA_Channel,e9e3c3dd,0x40020044,#,confirmed,evt(ch32v10x.h)+rm-address(CH32xRM.PDF)
CH32V103,DMA1_Channel5,DMA_Channel,e9e3c3dd,0x40020058,#,confirmed,evt(ch32v10x.h)+rm-address(CH32xRM.PDF)
CH32V103,DMA1_Channel6,DMA_Channel,e9e3c3dd,0x4002006c,#,confirmed,evt(ch32v10x.h)+rm-address(CH32xRM.PDF)
CH32V103,DMA1_Channel7,DMA_Channel,e9e3c3dd,0x40020080,#,confirmed,evt(ch32v10x.h)+rm-address(CH32xRM.PDF)
CH32V103,DMA2,DMA,c541fd6a,0x40020400,#,reference,evt(ch32v10x.h)
CH32V103,DMA2_Channel1,DMA_Channel,e9e3c3dd,0x40020408,#,reference,evt(ch32v10x.h)
CH32V103,DMA2_Channel2,DMA_Channel,e9e3c3dd,0x4002041c,#,reference,evt(ch32v10x.h)
CH32V103,DMA2_Channel3,DMA_Channel,e9e3c3dd,0x40020430,#,reference,evt(ch32v10x.h)
CH32V103,DMA2_Channel4,DMA_Channel,e9e3c3dd,0x40020444,#,reference,evt(ch32v10x.h)
CH32V103,DMA2_Channel5,DMA_Channel,e9e3c3dd,0x40020458,#,reference,evt(ch32v10x.h)
CH32V103,RCC,RCC,0ea5dee4,0x40021000,#,confirmed,evt(ch32v10x.h)+rm-address(CH32xRM.PDF)
CH32V103,FLASH,FLASH,0d00c8ce,0x40022000,#,confirmed,evt(ch32v10x.h)+rm-address(CH32xRM.PDF)
CH32V103,CRC,CRC,9197c827,0x40023000,#,reference,evt(ch32v10x.h)
CH32V103,EXTEN,EXTEN,e897340c,0x40023800,#,confirmed,evt(ch32v10x.h)+rm-address(CH32xRM.PDF)
CH32V103,DBGMCU,DBGMCU,abeebbbc,0xe000d000,#,reference,evt(ch32v10x.h)
CH32V205,OB,OB,4e4eca95,0x1ffff800,#,reference,evt(ch32v205.h)
CH32V205,TIM2,TIM,d10ac7f7,0x40000000,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,TIM3,TIM,d10ac7f7,0x40000400,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,TIM4,TIM,d10ac7f7,0x40000800,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,USART6,USART,f06ba25a,0x40001800,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,USART7,USART,f06ba25a,0x40001c00,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,USART8,USART,f06ba25a,0x40002000,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,RTC,RTC,26876c35,0x40002800,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,WWDG,WWDG,86a61c3e,0x40002c00,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,IWDG,IWDG,f3da205e,0x40003000,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,SPI2,SPI,1671f236,0x40003800,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,USART2,USART,f06ba25a,0x40004400,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,USART3,USART,f06ba25a,0x40004800,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,USART4,USART,f06ba25a,0x40004c00,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,USART5,USART,f06ba25a,0x40005000,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,I2C1,I2C,0aa4d341,0x40005400,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,I2C2,I2C,0aa4d341,0x40005800,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,CAN1,CAN,d5965e0c,0x40006400,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,BKP,BKP,d16522a5,0x40006c00,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,PWR,PWR,e275db13,0x40007000,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,AFIO,AFIO,6cbfe8ae,0x40010000,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,EXTI,EXTI,15eb8289,0x40010400,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,GPIOA,GPIO,4b3fb060,0x40010800,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,GPIOB,GPIO,4b3fb060,0x40010c00,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,GPIOC,GPIO,4b3fb060,0x40011000,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,GPIOD,GPIO,4b3fb060,0x40011400,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,GPIOE,GPIO,4b3fb060,0x40011800,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,ADC1,ADC,1433cb5a,0x40012400,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,TKEY1,TKEY,52156e02,0x40012458,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,TIM1,TIM,d10ac7f7,0x40012c00,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,SPI1,SPI,1671f236,0x40013000,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,USART1,USART,f06ba25a,0x40013800,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,DMA1,DMA,04c29165,0x40020000,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,DMA1_Channel1,DMA_Channel,fed9e4b0,0x40020008,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,DMA1_Channel2,DMA_Channel,fed9e4b0,0x4002001c,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,DMA1_Channel3,DMA_Channel,fed9e4b0,0x40020030,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,DMA1_Channel4,DMA_Channel,fed9e4b0,0x40020044,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,DMA1_Channel5,DMA_Channel,fed9e4b0,0x40020058,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,DMA1_Channel6,DMA_Channel,fed9e4b0,0x4002006c,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,DMA1_Channel7,DMA_Channel,fed9e4b0,0x40020080,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,DMA1_Channel8,DMA_Channel,fed9e4b0,0x40020094,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,DMA2,DMA,04c29165,0x40020400,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,DMA2_Channel1,DMA_Channel,fed9e4b0,0x40020408,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,DMA2_Channel2,DMA_Channel,fed9e4b0,0x4002041c,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,DMA2_Channel3,DMA_Channel,fed9e4b0,0x40020430,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,DMA2_Channel4,DMA_Channel,fed9e4b0,0x40020444,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,DMA2_Channel5,DMA_Channel,fed9e4b0,0x40020458,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,DMA2_Channel6,DMA_Channel,fed9e4b0,0x4002046c,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,DMA2_Channel7,DMA_Channel,fed9e4b0,0x40020480,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,DMA2_Channel8,DMA_Channel,fed9e4b0,0x40020494,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,RCC,RCC,fdd21d0a,0x40021000,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,FLASH,FLASH,9d9d62e8,0x40022000,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,CRC,CRC,9197c827,0x40023000,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,USBHSD,USBHSD,62bd91e7,0x40023400,#,reference,evt(ch32v205.h)
CH32V205,USBHSH,USBHSH,cf8325ec,0x40023500,#,reference,evt(ch32v205.h)
CH32V205,EXTEN,EXTEN,1c214808,0x40023800,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,QSPI1,QSPI,2cf0097b,0x40024c00,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,OPA,OPA,92bf97e4,0x40026000,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,USBPD,USBPD,ebc31998,0x40027000,#,confirmed,evt(ch32v205.h)+rm-address(CH32V205RM.PDF)
CH32V205,LVDS,LVDS,59d552e1,0x40027c00,#,reference,evt(ch32v205.h)
CH32V205,USBFSD,USBFSD,e9592c2e,0x50000000,#,reference,evt(ch32v205.h)
CH32V205,USBFSH,USBFSH,d86c1afb,0x50000000,#,reference,evt(ch32v205.h)
CH32V205,FSMC_Bank1,FSMC_Bank1,1e621401,0xa0000000,#,reference,evt(ch32v205.h)
CH32V205,FSMC_Bank2,FSMC_Bank2,cf4ec663,0xa0000060,#,reference,evt(ch32v205.h)
CH32V205,FSMC_Bank1E,FSMC_Bank1E,75ce6129,0xa0000104,#,reference,evt(ch32v205.h)
CH32V20x,OB,OB,4e4eca95,0x1ffff800,#,reference,evt(ch32v20x.h)
CH32V20x,TIM2,TIM,317e475f,0x40000000,#,confirmed,evt(ch32v20x.h)+rm-address(CH32FV2x_V3xRM.PDF)
CH32V20x,TIM3,TIM,317e475f,0x40000400,#,confirmed,evt(ch32v20x.h)+rm-address(CH32FV2x_V3xRM.PDF)
CH32V20x,TIM4,TIM,317e475f,0x40000800,#,confirmed,evt(ch32v20x.h)+rm-address(CH32FV2x_V3xRM.PDF)
CH32V20x,TIM5,TIM,317e475f,0x40000c00,#,confirmed,evt(ch32v20x.h)+rm-address(CH32FV2x_V3xRM.PDF)
CH32V20x,RTC,RTC,3c4fe669,0x40002800,#,confirmed,evt(ch32v20x.h)+rm-address(CH32FV2x_V3xRM.PDF)
CH32V20x,WWDG,WWDG,249bd347,0x40002c00,#,confirmed,evt(ch32v20x.h)+rm-address(CH32FV2x_V3xRM.PDF)
CH32V20x,IWDG,IWDG,f3da205e,0x40003000,#,confirmed,evt(ch32v20x.h)+rm-address(CH32FV2x_V3xRM.PDF)
CH32V20x,SPI2,SPI,69fc1c3f,0x40003800,#,confirmed,evt(ch32v20x.h)+rm-address(CH32FV2x_V3xRM.PDF)
CH32V20x,USART2,USART,430bc430,0x40004400,#,confirmed,evt(ch32v20x.h)+rm-address(CH32FV2x_V3xRM.PDF)
CH32V20x,USART3,USART,430bc430,0x40004800,#,confirmed,evt(ch32v20x.h)+rm-address(CH32FV2x_V3xRM.PDF)
CH32V20x,UART4,USART,430bc430,0x40004c00,#,reference,evt(ch32v20x.h)
CH32V20x,I2C1,I2C,0aa4d341,0x40005400,#,confirmed,evt(ch32v20x.h)+rm-address(CH32FV2x_V3xRM.PDF)
CH32V20x,I2C2,I2C,0aa4d341,0x40005800,#,confirmed,evt(ch32v20x.h)+rm-address(CH32FV2x_V3xRM.PDF)
CH32V20x,CAN1,CAN,e437fe53,0x40006400,#,confirmed,evt(ch32v20x.h)+rm-address(CH32FV2x_V3xRM.PDF)
CH32V20x,BKP,BKP,e5fedf4e,0x40006c00,#,confirmed,evt(ch32v20x.h)+rm-address(CH32FV2x_V3xRM.PDF)
CH32V20x,PWR,PWR,5884d21a,0x40007000,#,confirmed,evt(ch32v20x.h)+rm-address(CH32FV2x_V3xRM.PDF)
CH32V20x,AFIO,AFIO,1f1136ae,0x40010000,#,confirmed,evt(ch32v20x.h)+rm-address(CH32FV2x_V3xRM.PDF)
CH32V20x,EXTI,EXTI,aa6f826f,0x40010400,#,confirmed,evt(ch32v20x.h)+rm-address(CH32FV2x_V3xRM.PDF)
CH32V20x,GPIOA,GPIO,4b3fb060,0x40010800,#,confirmed,evt(ch32v20x.h)+rm-address(CH32FV2x_V3xRM.PDF)
CH32V20x,GPIOB,GPIO,4b3fb060,0x40010c00,#,confirmed,evt(ch32v20x.h)+rm-address(CH32FV2x_V3xRM.PDF)
CH32V20x,GPIOC,GPIO,4b3fb060,0x40011000,#,confirmed,evt(ch32v20x.h)+rm-address(CH32FV2x_V3xRM.PDF)
CH32V20x,GPIOD,GPIO,4b3fb060,0x40011400,#,confirmed,evt(ch32v20x.h)+rm-address(CH32FV2x_V3xRM.PDF)
CH32V20x,ADC1,ADC,bbbfbf6f,0x40012400,#,confirmed,evt(ch32v20x.h)+rm-address(CH32FV2x_V3xRM.PDF)
CH32V20x,TKey1,ADC,bbbfbf6f,0x40012400,#,reference,evt(ch32v20x.h)
CH32V20x,ADC2,ADC,bbbfbf6f,0x40012800,#,confirmed,evt(ch32v20x.h)+rm-address(CH32FV2x_V3xRM.PDF)
CH32V20x,TKey2,ADC,bbbfbf6f,0x40012800,#,reference,evt(ch32v20x.h)
CH32V20x,TIM1,TIM,317e475f,0x40012c00,#,confirmed,evt(ch32v20x.h)+rm-address(CH32FV2x_V3xRM.PDF)
CH32V20x,SPI1,SPI,69fc1c3f,0x40013000,#,confirmed,evt(ch32v20x.h)+rm-address(CH32FV2x_V3xRM.PDF)
CH32V20x,USART1,USART,430bc430,0x40013800,#,confirmed,evt(ch32v20x.h)+rm-address(CH32FV2x_V3xRM.PDF)
CH32V20x,DMA1,DMA,4f46dcf7,0x40020000,#,confirmed,evt(ch32v20x.h)+rm-address(CH32FV2x_V3xRM.PDF)
CH32V20x,DMA1_Channel1,DMA_Channel,e9e3c3dd,0x40020008,#,confirmed,evt(ch32v20x.h)+rm-address(CH32FV2x_V3xRM.PDF)
CH32V20x,DMA1_Channel2,DMA_Channel,e9e3c3dd,0x4002001c,#,confirmed,evt(ch32v20x.h)+rm-address(CH32FV2x_V3xRM.PDF)
CH32V20x,DMA1_Channel3,DMA_Channel,e9e3c3dd,0x40020030,#,confirmed,evt(ch32v20x.h)+rm-address(CH32FV2x_V3xRM.PDF)
CH32V20x,DMA1_Channel4,DMA_Channel,e9e3c3dd,0x40020044,#,confirmed,evt(ch32v20x.h)+rm-address(CH32FV2x_V3xRM.PDF)
CH32V20x,DMA1_Channel5,DMA_Channel,e9e3c3dd,0x40020058,#,confirmed,evt(ch32v20x.h)+rm-address(CH32FV2x_V3xRM.PDF)
CH32V20x,DMA1_Channel6,DMA_Channel,e9e3c3dd,0x4002006c,#,confirmed,evt(ch32v20x.h)+rm-address(CH32FV2x_V3xRM.PDF)
CH32V20x,DMA1_Channel7,DMA_Channel,e9e3c3dd,0x40020080,#,confirmed,evt(ch32v20x.h)+rm-address(CH32FV2x_V3xRM.PDF)
CH32V20x,DMA1_Channel8,DMA_Channel,e9e3c3dd,0x40020094,#,confirmed,evt(ch32v20x.h)+rm-address(CH32FV2x_V3xRM.PDF)
