family,peripheral,bus,register,offset,address,bit,mask,macro,#,confidence,basis
CH32V006,TIM2,PB1,PB1PCENR,0x1c,0x4002101c,0,0x1,RCC_PB1Periph_TIM2,#,confirmed,evt(ch32v00X_rcc.h+ch32v00X.h)+rm(CH32V00XRM.PDF)
CH32V006,TIM3,PB1,PB1PCENR,0x1c,0x4002101c,2,0x4,RCC_PB1Periph_TIM3,#,confirmed,evt(ch32v00X_rcc.h+ch32v00X.h)+rm(CH32V00XRM.PDF)
CH32V006,WWDG,PB1,PB1PCENR,0x1c,0x4002101c,11,0x800,RCC_PB1Periph_WWDG,#,confirmed,evt(ch32v00X_rcc.h+ch32v00X.h)+rm(CH32V00XRM.PDF)
CH32V006,I2C1,PB1,PB1PCENR,0x1c,0x4002101c,21,0x200000,RCC_PB1Periph_I2C1,#,confirmed,evt(ch32v00X_rcc.h+ch32v00X.h)+rm(CH32V00XRM.PDF)
CH32V006,PWR,PB1,PB1PCENR,0x1c,0x4002101c,28,0x10000000,RCC_PB1Periph_PWR,#,confirmed,evt(ch32v00X_rcc.h+ch32v00X.h)+rm(CH32V00XRM.PDF)
CH32V006,AFIO,PB2,PB2PCENR,0x18,0x40021018,0,0x1,RCC_PB2Periph_AFIO,#,confirmed,evt(ch32v00X_rcc.h+ch32v00X.h)+rm(CH32V00XRM.PDF)
CH32V006,GPIOA,PB2,PB2PCENR,0x18,0x40021018,2,0x4,RCC_PB2Periph_GPIOA,#,confirmed,evt(ch32v00X_rcc.h+ch32v00X.h)+rm(CH32V00XRM.PDF)
CH32V006,GPIOB,PB2,PB2PCENR,0x18,0x40021018,3,0x8,RCC_PB2Periph_GPIOB,#,confirmed,evt(ch32v00X_rcc.h+ch32v00X.h)+rm(CH32V00XRM.PDF)
CH32V006,GPIOC,PB2,PB2PCENR,0x18,0x40021018,4,0x10,RCC_PB2Periph_GPIOC,#,confirmed,evt(ch32v00X_rcc.h+ch32v00X.h)+rm(CH32V00XRM.PDF)
CH32V006,GPIOD,PB2,PB2PCENR,0x18,0x40021018,5,0x20,RCC_PB2Periph_GPIOD,#,confirmed,evt(ch32v00X_rcc.h+ch32v00X.h)+rm(CH32V00XRM.PDF)
CH32V006,ADC1,PB2,PB2PCENR,0x18,0x40021018,9,0x200,RCC_PB2Periph_ADC1,#,reference,evt(ch32v00X_rcc.h+ch32v00X.h)
CH32V006,TIM1,PB2,PB2PCENR,0x18,0x40021018,11,0x800,RCC_PB2Periph_TIM1,#,confirmed,evt(ch32v00X_rcc.h+ch32v00X.h)+rm(CH32V00XRM.PDF)
CH32V006,SPI1,PB2,PB2PCENR,0x18,0x40021018,12,0x1000,RCC_PB2Periph_SPI1,#,confirmed,evt(ch32v00X_rcc.h+ch32v00X.h)+rm(CH32V00XRM.PDF)
CH32V006,USART2,PB2,PB2PCENR,0x18,0x40021018,13,0x2000,RCC_PB2Periph_USART2,#,confirmed,evt(ch32v00X_rcc.h+ch32v00X.h)+rm(CH32V00XRM.PDF)
CH32V006,USART1,PB2,PB2PCENR,0x18,0x40021018,14,0x4000,RCC_PB2Periph_USART1,#,confirmed,evt(ch32v00X_rcc.h+ch32v00X.h)+rm(CH32V00XRM.PDF)
CH32V103,DMA1,AHB,AHBPCENR,0x14,0x40021014,0,0x1,RCC_AHBPeriph_DMA1,#,reference,evt(ch32v10x_rcc.h+ch32v10x.h)
CH32V103,DMA2,AHB,AHBPCENR,0x14,0x40021014,1,0x2,RCC_AHBPeriph_DMA2,#,reference,evt(ch32v10x_rcc.h+ch32v10x.h)
CH32V103,SRAM,AHB,AHBPCENR,0x14,0x40021014,2,0x4,RCC_AHBPeriph_SRAM,#,confirmed,evt(ch32v10x_rcc.h+ch32v10x.h)+rm(CH32xRM.PDF)
CH32V103,FLITF,AHB,AHBPCENR,0x14,0x40021014,4,0x10,RCC_AHBPeriph_FLITF,#,confirmed,evt(ch32v10x_rcc.h+ch32v10x.h)+rm(CH32xRM.PDF)
CH32V103,CRC,AHB,AHBPCENR,0x14,0x40021014,6,0x40,RCC_AHBPeriph_CRC,#,confirmed,evt(ch32v10x_rcc.h+ch32v10x.h)+rm(CH32xRM.PDF)
CH32V103,FSMC,AHB,AHBPCENR,0x14,0x40021014,8,0x100,RCC_AHBPeriph_FSMC,#,reference,evt(ch32v10x_rcc.h+ch32v10x.h)
CH32V103,SDIO,AHB,AHBPCENR,0x14,0x40021014,10,0x400,RCC_AHBPeriph_SDIO,#,reference,evt(ch32v10x_rcc.h+ch32v10x.h)
CH32V103,USBFS,AHB,AHBPCENR,0x14,0x40021014,12,0x1000,RCC_AHBPeriph_USBFS,#,confirmed,evt(ch32v10x_rcc.h+ch32v10x.h)+rm(CH32xRM.PDF)
CH32V103,TIM2,APB1,APB1PCENR,0x1c,0x4002101c,0,0x1,RCC_APB1Periph_TIM2,#,confirmed,evt(ch32v10x_rcc.h+ch32v10x.h)+rm(CH32xRM.PDF)
CH32V103,TIM3,APB1,APB1PCENR,0x1c,0x4002101c,1,0x2,RCC_APB1Periph_TIM3,#,confirmed,evt(ch32v10x_rcc.h+ch32v10x.h)+rm(CH32xRM.PDF)
CH32V103,TIM4,APB1,APB1PCENR,0x1c,0x4002101c,2,0x4,RCC_APB1Periph_TIM4,#,confirmed,evt(ch32v10x_rcc.h+ch32v10x.h)+rm(CH32xRM.PDF)
CH32V103,TIM5,APB1,APB1PCENR,0x1c,0x4002101c,3,0x8,RCC_APB1Periph_TIM5,#,reference,evt(ch32v10x_rcc.h+ch32v10x.h)
CH32V103,TIM6,APB1,APB1PCENR,0x1c,0x4002101c,4,0x10,RCC_APB1Periph_TIM6,#,reference,evt(ch32v10x_rcc.h+ch32v10x.h)
CH32V103,TIM7,APB1,APB1PCENR,0x1c,0x4002101c,5,0x20,RCC_APB1Periph_TIM7,#,reference,evt(ch32v10x_rcc.h+ch32v10x.h)
CH32V103,TIM12,APB1,APB1PCENR,0x1c,0x4002101c,6,0x40,RCC_APB1Periph_TIM12,#,reference,evt(ch32v10x_rcc.h+ch32v10x.h)
CH32V103,TIM13,APB1,APB1PCENR,0x1c,0x4002101c,7,0x80,RCC_APB1Periph_TIM13,#,reference,evt(ch32v10x_rcc.h+ch32v10x.h)
CH32V103,TIM14,APB1,APB1PCENR,0x1c,0x4002101c,8,0x100,RCC_APB1Periph_TIM14,#,reference,evt(ch32v10x_rcc.h+ch32v10x.h)
CH32V103,WWDG,APB1,APB1PCENR,0x1c,0x4002101c,11,0x800,RCC_APB1Periph_WWDG,#,confirmed,evt(ch32v10x_rcc.h+ch32v10x.h)+rm(CH32xRM.PDF)
CH32V103,SPI2,APB1,APB1PCENR,0x1c,0x4002101c,14,0x4000,RCC_APB1Periph_SPI2,#,confirmed,evt(ch32v10x_rcc.h+ch32v10x.h)+rm(CH32xRM.PDF)
CH32V103,USART2,APB1,APB1PCENR,0x1c,0x4002101c,17,0x20000,RCC_APB1Periph_USART2,#,confirmed,evt(ch32v10x_rcc.h+ch32v10x.h)+rm(CH32xRM.PDF)
CH32V103,USART3,APB1,APB1PCENR,0x1c,0x4002101c,18,0x40000,RCC_APB1Periph_USART3,#,confirmed,evt(ch32v10x_rcc.h+ch32v10x.h)+rm(CH32xRM.PDF)
CH32V103,UART4,APB1,APB1PCENR,0x1c,0x4002101c,19,0x80000,RCC_APB1Periph_UART4,#,reference,evt(ch32v10x_rcc.h+ch32v10x.h)
CH32V103,UART5,APB1,APB1PCENR,0x1c,0x4002101c,20,0x100000,RCC_APB1Periph_UART5,#,reference,evt(ch32v10x_rcc.h+ch32v10x.h)
CH32V103,I2C1,APB1,APB1PCENR,0x1c,0x4002101c,21,0x200000,RCC_APB1Periph_I2C1,#,confirmed,evt(ch32v10x_rcc.h+ch32v10x.h)+rm(CH32xRM.PDF)
CH32V103,I2C2,APB1,APB1PCENR,0x1c,0x4002101c,22,0x400000,RCC_APB1Periph_I2C2,#,confirmed,evt(ch32v10x_rcc.h+ch32v10x.h)+rm(CH32xRM.PDF)
CH32V103,USB,APB1,APB1PCENR,0x1c,0x4002101c,23,0x800000,RCC_APB1Periph_USB,#,reference,evt(ch32v10x_rcc.h+ch32v10x.h)
CH32V103,CAN1,APB1,APB1PCENR,0x1c,0x4002101c,25,0x2000000,RCC_APB1Periph_CAN1,#,reference,evt(ch32v10x_rcc.h+ch32v10x.h)
CH32V103,CAN2,APB1,APB1PCENR,0x1c,0x4002101c,26,0x4000000,RCC_APB1Periph_CAN2,#,reference,evt(ch32v10x_rcc.h+ch32v10x.h)
CH32V103,BKP,APB1,APB1PCENR,0x1c,0x4002101c,27,0x8000000,RCC_APB1Periph_BKP,#,confirmed,evt(ch32v10x_rcc.h+ch32v10x.h)+rm(CH32xRM.PDF)
CH32V103,PWR,APB1,APB1PCENR,0x1c,0x4002101c,28,0x10000000,RCC_APB1Periph_PWR,#,confirmed,evt(ch32v10x_rcc.h+ch32v10x.h)+rm(CH32xRM.PDF)
CH32V103,DAC,APB1,APB1PCENR,0x1c,0x4002101c,29,0x20000000,RCC_APB1Periph_DAC,#,confirmed,evt(ch32v10x_rcc.h+ch32v10x.h)+rm(CH32xRM.PDF)
CH32V103,CEC,APB1,APB1PCENR,0x1c,0x4002101c,30,0x40000000,RCC_APB1Periph_CEC,#,reference,evt(ch32v10x_rcc.h+ch32v10x.h)
CH32V103,AFIO,APB2,APB2PCENR,0x18,0x40021018,0,0x1,RCC_APB2Periph_AFIO,#,confirmed,evt(ch32v10x_rcc.h+ch32v10x.h)+rm(CH32xRM.PDF)
CH32V103,GPIOA,APB2,APB2PCENR,0x18,0x40021018,2,0x4,RCC_APB2Periph_GPIOA,#,confirmed,evt(ch32v10x_rcc.h+ch32v10x.h)+rm(CH32xRM.PDF)
CH32V103,GPIOB,APB2,APB2PCENR,0x18,0x40021018,3,0x8,RCC_APB2Periph_GPIOB,#,confirmed,evt(ch32v10x_rcc.h+ch32v10x.h)+rm(CH32xRM.PDF)
CH32V103,GPIOC,APB2,APB2PCENR,0x18,0x40021018,4,0x10,RCC_APB2Periph_GPIOC,#,confirmed,evt(ch32v10x_rcc.h+ch32v10x.h)+rm(CH32xRM.PDF)
CH32V103,GPIOD,APB2,APB2PCENR,0x18,0x40021018,5,0x20,RCC_APB2Periph_GPIOD,#,confirmed,evt(ch32v10x_rcc.h+ch32v10x.h)+rm(CH32xRM.PDF)
CH32V103,GPIOE,APB2,APB2PCENR,0x18,0x40021018,6,0x40,RCC_APB2Periph_GPIOE,#,reference,evt(ch32v10x_rcc.h+ch32v10x.h)
CH32V103,GPIOF,APB2,APB2PCENR,0x18,0x40021018,7,0x80,RCC_APB2Periph_GPIOF,#,reference,evt(ch32v10x_rcc.h+ch32v10x.h)
CH32V103,GPIOG,APB2,APB2PCENR,0x18,0x40021018,8,0x100,RCC_APB2Periph_GPIOG,#,reference,evt(ch32v10x_rcc.h+ch32v10x.h)
CH32V103,ADC1,APB2,APB2PCENR,0x18,0x40021018,9,0x200,RCC_APB2Periph_ADC1,#,reference,evt(ch32v10x_rcc.h+ch32v10x.h)
CH32V103,ADC2,APB2,APB2PCENR,0x18,0x40021018,10,0x400,RCC_APB2Periph_ADC2,#,reference,evt(ch32v10x_rcc.h+ch32v10x.h)
CH32V103,TIM1,APB2,APB2PCENR,0x18,0x40021018,11,0x800,RCC_APB2Periph_TIM1,#,confirmed,evt(ch32v10x_rcc.h+ch32v10x.h)+rm(CH32xRM.PDF)
CH32V103,SPI1,APB2,APB2PCENR,0x18,0x40021018,12,0x1000,RCC_APB2Periph_SPI1,#,confirmed,evt(ch32v10x_rcc.h+ch32v10x.h)+rm(CH32xRM.PDF)
CH32V103,TIM8,APB2,APB2PCENR,0x18,0x40021018,13,0x2000,RCC_APB2Periph_TIM8,#,reference,evt(ch32v10x_rcc.h+ch32v10x.h)
CH32V103,USART1,APB2,APB2PCENR,0x18,0x40021018,14,0x4000,RCC_APB2Periph_USART1,#,confirmed,evt(ch32v10x_rcc.h+ch32v10x.h)+rm(CH32xRM.PDF)
CH32V103,ADC3,APB2,APB2PCENR,0x18,0x40021018,15,0x8000,RCC_APB2Periph_ADC3,#,reference,evt(ch32v10x_rcc.h+ch32v10x.h)
CH32V103,TIM15,APB2,APB2PCENR,0x18,0x40021018,16,0x10000,RCC_APB2Periph_TIM15,#,reference,evt(ch32v10x_rcc.h+ch32v10x.h)
CH32V103,TIM16,APB2,APB2PCENR,0x18,0x40021018,17,0x20000,RCC_APB2Periph_TIM16,#,reference,evt(ch32v10x_rcc.h+ch32v10x.h)
CH32V103,TIM17,APB2,APB2PCENR,0x18,0x40021018,18,0x40000,RCC_APB2Periph_TIM17,#,reference,evt(ch32v10x_rcc.h+ch32v10x.h)
CH32V103,TIM9,APB2,APB2PCENR,0x18,0x40021018,19,0x80000,RCC_APB2Periph_TIM9,#,reference,evt(ch32v10x_rcc.h+ch32v10x.h)
CH32V103,TIM10,APB2,APB2PCENR,0x18,0x40021018,20,0x100000,RCC_APB2Periph_TIM10,#,reference,evt(ch32v10x_rcc.h+ch32v10x.h)
CH32V103,TIM11,APB2,APB2PCENR,0x18,0x40021018,21,0x200000,RCC_APB2Periph_TIM11,#,reference,evt(ch32v10x_rcc.h+ch32v10x.h)
CH32V205,DMA1,HB,HBPCENR,0x14,0x40021014,0,0x1,RCC_HBPeriph_DMA1,#,confirmed,evt(ch32v205_rcc.h+ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,DMA2,HB,HBPCENR,0x14,0x40021014,1,0x2,RCC_HBPeriph_DMA2,#,confirmed,evt(ch32v205_rcc.h+ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,SRAM,HB,HBPCENR,0x14,0x40021014,2,0x4,RCC_HBPeriph_SRAM,#,confirmed,evt(ch32v205_rcc.h+ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,QSPI1,HB,HBPCENR,0x14,0x40021014,5,0x20,RCC_HBPeriph_QSPI1,#,confirmed,evt(ch32v205_rcc.h+ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,CRC,HB,HBPCENR,0x14,0x40021014,6,0x40,RCC_HBPeriph_CRC,#,confirmed,evt(ch32v205_rcc.h+ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,PIOC,HB,HBPCENR,0x14,0x40021014,7,0x80,RCC_HBPeriph_PIOC,#,confirmed,evt(ch32v205_rcc.h+ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,FSMC,HB,HBPCENR,0x14,0x40021014,8,0x100,RCC_HBPeriph_FSMC,#,confirmed,evt(ch32v205_rcc.h+ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,USBHS,HB,HBPCENR,0x14,0x40021014,11,0x800,RCC_HBPeriph_USBHS,#,confirmed,evt(ch32v205_rcc.h+ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,USBFS,HB,HBPCENR,0x14,0x40021014,12,0x1000,RCC_HBPeriph_USBFS,#,confirmed,evt(ch32v205_rcc.h+ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,USBPD,HB,HBPCENR,0x14,0x40021014,17,0x20000,RCC_HBPeriph_USBPD,#,confirmed,evt(ch32v205_rcc.h+ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,TIM2,PB1,PB1PCENR,0x1c,0x4002101c,0,0x1,RCC_PB1Periph_TIM2,#,confirmed,evt(ch32v205_rcc.h+ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,TIM3,PB1,PB1PCENR,0x1c,0x4002101c,1,0x2,RCC_PB1Periph_TIM3,#,confirmed,evt(ch32v205_rcc.h+ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,TIM4,PB1,PB1PCENR,0x1c,0x4002101c,2,0x4,RCC_PB1Periph_TIM4,#,confirmed,evt(ch32v205_rcc.h+ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,USART6,PB1,PB1PCENR,0x1c,0x4002101c,6,0x40,RCC_PB1Periph_USART6,#,confirmed,evt(ch32v205_rcc.h+ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,USART7,PB1,PB1PCENR,0x1c,0x4002101c,7,0x80,RCC_PB1Periph_USART7,#,confirmed,evt(ch32v205_rcc.h+ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,USART8,PB1,PB1PCENR,0x1c,0x4002101c,8,0x100,RCC_PB1Periph_USART8,#,confirmed,evt(ch32v205_rcc.h+ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,WWDG,PB1,PB1PCENR,0x1c,0x4002101c,11,0x800,RCC_PB1Periph_WWDG,#,confirmed,evt(ch32v205_rcc.h+ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,SPI2,PB1,PB1PCENR,0x1c,0x4002101c,14,0x4000,RCC_PB1Periph_SPI2,#,confirmed,evt(ch32v205_rcc.h+ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,USART2,PB1,PB1PCENR,0x1c,0x4002101c,17,0x20000,RCC_PB1Periph_USART2,#,confirmed,evt(ch32v205_rcc.h+ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,USART3,PB1,PB1PCENR,0x1c,0x4002101c,18,0x40000,RCC_PB1Periph_USART3,#,confirmed,evt(ch32v205_rcc.h+ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,USART4,PB1,PB1PCENR,0x1c,0x4002101c,19,0x80000,RCC_PB1Periph_USART4,#,confirmed,evt(ch32v205_rcc.h+ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,USART5,PB1,PB1PCENR,0x1c,0x4002101c,20,0x100000,RCC_PB1Periph_USART5,#,confirmed,evt(ch32v205_rcc.h+ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,I2C1,PB1,PB1PCENR,0x1c,0x4002101c,21,0x200000,RCC_PB1Periph_I2C1,#,confirmed,evt(ch32v205_rcc.h+ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,I2C2,PB1,PB1PCENR,0x1c,0x4002101c,22,0x400000,RCC_PB1Periph_I2C2,#,confirmed,evt(ch32v205_rcc.h+ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,CAN1,PB1,PB1PCENR,0x1c,0x4002101c,25,0x2000000,RCC_PB1Periph_CAN1,#,reference,evt(ch32v205_rcc.h+ch32v205.h)
CH32V205,BKP,PB1,PB1PCENR,0x1c,0x4002101c,27,0x8000000,RCC_PB1Periph_BKP,#,confirmed,evt(ch32v205_rcc.h+ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,PWR,PB1,PB1PCENR,0x1c,0x4002101c,28,0x10000000,RCC_PB1Periph_PWR,#,confirmed,evt(ch32v205_rcc.h+ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,AFIO,PB2,PB2PCENR,0x18,0x40021018,0,0x1,RCC_PB2Periph_AFIO,#,confirmed,evt(ch32v205_rcc.h+ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,GPIOA,PB2,PB2PCENR,0x18,0x40021018,2,0x4,RCC_PB2Periph_GPIOA,#,confirmed,evt(ch32v205_rcc.h+ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,GPIOB,PB2,PB2PCENR,0x18,0x40021018,3,0x8,RCC_PB2Periph_GPIOB,#,confirmed,evt(ch32v205_rcc.h+ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,GPIOC,PB2,PB2PCENR,0x18,0x40021018,4,0x10,RCC_PB2Periph_GPIOC,#,confirmed,evt(ch32v205_rcc.h+ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,GPIOD,PB2,PB2PCENR,0x18,0x40021018,5,0x20,RCC_PB2Periph_GPIOD,#,confirmed,evt(ch32v205_rcc.h+ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,GPIOE,PB2,PB2PCENR,0x18,0x40021018,6,0x40,RCC_PB2Periph_GPIOE,#,confirmed,evt(ch32v205_rcc.h+ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,ADC1,PB2,PB2PCENR,0x18,0x40021018,9,0x200,RCC_PB2Periph_ADC1,#,reference,evt(ch32v205_rcc.h+ch32v205.h)
CH32V205,TIM1,PB2,PB2PCENR,0x18,0x40021018,11,0x800,RCC_PB2Periph_TIM1,#,confirmed,evt(ch32v205_rcc.h+ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,SPI1,PB2,PB2PCENR,0x18,0x40021018,12,0x1000,RCC_PB2Periph_SPI1,#,confirmed,evt(ch32v205_rcc.h+ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,USART1,PB2,PB2PCENR,0x18,0x40021018,14,0x4000,RCC_PB2Periph_USART1,#,confirmed,evt(ch32v205_rcc.h+ch32v205.h)+rm(CH32V205RM.PDF)
CH32V20x,DMA1,AHB,AHBPCENR,0x14,0x40021014,0,0x1,RCC_AHBPeriph_DMA1,#,confirmed,evt(ch32v20x_rcc.h+ch32v20x.h)+rm(CH32FV2x_V3xRM.PDF)
CH32V20x,DMA2,AHB,AHBPCENR,0x14,0x40021014,1,0x2,RCC_AHBPeriph_DMA2,#,confirmed,evt(ch32v20x_rcc.h+ch32v20x.h)+rm(CH32FV2x_V3xRM.PDF)
CH32V20x,SRAM,AHB,AHBPCENR,0x14,0x40021014,2,0x4,RCC_AHBPeriph_SRAM,#,confirmed,evt(ch32v20x_rcc.h+ch32v20x.h)+rm(CH32FV2x_V3xRM.PDF)
CH32V20x,CRC,AHB,AHBPCENR,0x14,0x40021014,6,0x40,RCC_AHBPeriph_CRC,#,confirmed,evt(ch32v20x_rcc.h+ch32v20x.h)+rm(CH32FV2x_V3xRM.PDF)
CH32V20x,FSMC,AHB,AHBPCENR,0x14,0x40021014,8,0x100,RCC_AHBPeriph_FSMC,#,confirmed,evt(ch32v20x_rcc.h+ch32v20x.h)+rm(CH32FV2x_V3xRM.PDF)
CH32V20x,RNG,AHB,AHBPCENR,0x14,0x40021014,9,0x200,RCC_AHBPeriph_RNG,#,confirmed,evt(ch32v20x_rcc.h+ch32v20x.h)+rm(CH32FV2x_V3xRM.PDF)
CH32V20x,SDIO,AHB,AHBPCENR,0x14,0x40021014,10,0x400,RCC_AHBPeriph_SDIO,#,confirmed,evt(ch32v20x_rcc.h+ch32v20x.h)+rm(CH32FV2x_V3xRM.PDF)
CH32V20x,USBHS,AHB,AHBPCENR,0x14,0x40021014,11,0x800,RCC_AHBPeriph_USBHS,#,confirmed,evt(ch32v20x_rcc.h+ch32v20x.h)+rm(CH32FV2x_V3xRM.PDF)
CH32V20x,USBFS,AHB,AHBPCENR,0x14,0x40021014,12,0x1000,RCC_AHBPeriph_USBFS,#,reference,evt(ch32v20x_rcc.h+ch32v20x.h)
CH32V20x,BLE_CRC,AHB,AHBPCENR,0x14,0x40021014,17:6,0x30040,RCC_AHBPeriph_BLE_CRC,#,reference,evt(ch32v20x_rcc.h+ch32v20x.h)
CH32V20x,TIM2,APB1,APB1PCENR,0x1c,0x4002101c,0,0x1,RCC_APB1Periph_TIM2,#,confirmed,evt(ch32v20x_rcc.h+ch32v20x.h)+rm(CH32FV2x_V3xRM.PDF)
CH32V20x,TIM3,APB1,APB1PCENR,0x1c,0x4002101c,1,0x2,RCC_APB1Periph_TIM3,#,confirmed,evt(ch32v20x_rcc.h+ch32v20x.h)+rm(CH32FV2x_V3xRM.PDF)
CH32V20x,TIM4,APB1,APB1PCENR,0x1c,0x4002101c,2,0x4,RCC_APB1Periph_TIM4,#,confirmed,evt(ch32v20x_rcc.h+ch32v20x.h)+rm(CH32FV2x_V3xRM.PDF)
CH32V20x,TIM5,APB1,APB1PCENR,0x1c,0x4002101c,3,0x8,RCC_APB1Periph_TIM5,#,confirmed,evt(ch32v20x_rcc.h+ch32v20x.h)+rm(CH32FV2x_V3xRM.PDF)
CH32V20x,WWDG,APB1,APB1PCENR,0x1c,0x4002101c,11,0x800,RCC_APB1Periph_WWDG,#,confirmed,evt(ch32v20x_rcc.h+ch32v20x.h)+rm(CH32FV2x_V3xRM.PDF)
CH32V20x,SPI2,APB1,APB1PCENR,0x1c,0x4002101c,14,0x4000,RCC_APB1Periph_SPI2,#,confirmed,evt(ch32v20x_rcc.h+ch32v20x.h)+rm(CH32FV2x_V3xRM.PDF)
CH32V20x,USART2,APB1,APB1PCENR,0x1c,0x4002101c,17,0x20000,RCC_APB1Periph_USART2,#,confirmed,evt(ch32v20x_rcc.h+ch32v20x.h)+rm(CH32FV2x_V3xRM.PDF)
CH32V20x,USART3,APB1,APB1PCENR,0x1c,0x4002101c,18,0x40000,RCC_APB1Periph_USART3,#,confirmed,evt(ch32v20x_rcc.h+ch32v20x.h)+rm(CH32FV2x_V3xRM.PDF)
CH32V20x,UART4,APB1,APB1PCENR,0x1c,0x4002101c,19,0x80000,RCC_APB1Periph_UART4,#,reference,evt(ch32v20x_rcc.h+ch32v20x.h)
CH32V20x,I2C1,APB1,APB1PCENR,0x1c,0x4002101c,21,0x200000,RCC_APB1Periph_I2C1,#,confirmed,evt(ch32v20x_rcc.h+ch32v20x.h)+rm(CH32FV2x_V3xRM.PDF)
CH32V20x,I2C2,APB1,APB1PCENR,0x1c,0x4002101c,22,0x400000,RCC_APB1Periph_I2C2,#,confirmed,evt(ch32v20x_rcc.h+ch32v20x.h)+rm(CH32FV2x_V3xRM.PDF)
CH32V20x,USB,APB1,APB1PCENR,0x1c,0x4002101c,23,0x800000,RCC_APB1Periph_USB,#,reference,evt(ch32v20x_rcc.h+ch32v20x.h)
CH32V20x,CAN1,APB1,APB1PCENR,0x1c,0x4002101c,25,0x2000000,RCC_APB1Periph_CAN1,#,confirmed,evt(ch32v20x_rcc.h+ch32v20x.h)+rm(CH32FV2x_V3xRM.PDF)
CH32V20x,BKP,APB1,APB1PCENR,0x1c,0x4002101c,27,0x8000000,RCC_APB1Periph_BKP,#,confirmed,evt(ch32v20x_rcc.h+ch32v20x.h)+rm(CH32FV2x_V3xRM.PDF)
CH32V20x,PWR,APB1,APB1PCENR,0x1c,0x4002101c,28,0x10000000,RCC_APB1Periph_PWR,#,confirmed,evt(ch32v20x_rcc.h+ch32v20x.h)+rm(CH32FV2x_V3xRM.PDF)
CH32V20x,DAC,APB1,APB1PCENR,0x1c,0x4002101c,29,0x20000000,RCC_APB1Periph_DAC,#,confirmed,evt(ch32v20x_rcc.h+ch32v20x.h)+rm(CH32FV2x_V3xRM.PDF)
CH32V20x,AFIO,APB2,APB2PCENR,0x18,0x40021018,0,0x1,RCC_APB2Periph_AFIO,#,confirmed,evt(ch32v20x_rcc.h+ch32v20x.h)+rm(CH32FV2x_V3xRM.PDF)
CH32V20x,GPIOA,APB2,APB2PCENR,0x18,0x40021018,2,0x4,RCC_APB2Periph_GPIOA,#,confirmed,evt(ch32v20x_rcc.h+ch32v20x.h)+rm(CH32FV2x_V3xRM.PDF)
CH32V20x,GPIOB,APB2,APB2PCENR,0x18,0x40021018,3,0x8,RCC_APB2Periph_GPIOB,#,confirmed,evt(ch32v20x_rcc.h+ch32v20x.h)+rm(CH32FV2x_V3xRM.PDF)
CH32V20x,GPIOC,APB2,APB2PCENR,0x18,0x40021018,4,0x10,RCC_APB2Periph_GPIOC,#,confirmed,evt(ch32v20x_rcc.h+ch32v20x.h)+rm(CH32FV2x_V3xRM.PDF)
CH32V20x,GPIOD,APB2,APB2PCENR,0x18,0x40021018,5,0x20,RCC_APB2Periph_GPIOD,#,confirmed,evt(ch32v20x_rcc.h+ch32v20x.h)+rm(CH32FV2x_V3xRM.PDF)
CH32V20x,ADC1,APB2,APB2PCENR,0x18,0x40021018,9,0x200,RCC_APB2Periph_ADC1,#,confirmed,evt(ch32v20x_rcc.h+ch32v20x.h)+rm(CH32FV2x_V3xRM.PDF)
