family,register,type,member,field,define,kind,of_field,bits,mask,value,description,rm_access,rm_reset,#,confidence,basis
CH32V205,GPIO_CFGHR,GPIO,GPIO.CFGHR,CNF15_0,GPIO_CFGHR_CNF15_0,value,CNF15,30,0x40000000,1,Bit 0,,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_CFGHR,GPIO,GPIO.CFGHR,CNF15_1,GPIO_CFGHR_CNF15_1,value,CNF15,31,0x80000000,2,Bit 1,,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_CFGHR,GPIO,GPIO.CFGHR,CNF15,GPIO_CFGHR_CNF15,field,,31:30,0xc0000000,,"CNF15[1:0] bits (Port x configuration bits, pin 15)",,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_CFGHR,GPIO,GPIO.CFGHR,CNF,GPIO_CFGHR_CNF,field,,,0xcccccccc,,Port x configuration bits,,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_CFGLR,GPIO,GPIO.CFGLR,MODE0_0,GPIO_CFGLR_MODE0_0,value,MODE0,0,0x1,1,Bit 0,,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_CFGLR,GPIO,GPIO.CFGLR,MODE0_1,GPIO_CFGLR_MODE0_1,value,MODE0,1,0x2,2,Bit 1,,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_CFGLR,GPIO,GPIO.CFGLR,MODE0,GPIO_CFGLR_MODE0,field,,1:0,0x3,,"MODE0[1:0] bits (Port x mode bits, pin 0)",,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_CFGLR,GPIO,GPIO.CFGLR,CNF0_0,GPIO_CFGLR_CNF0_0,value,CNF0,2,0x4,1,Bit 0,,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_CFGLR,GPIO,GPIO.CFGLR,CNF0_1,GPIO_CFGLR_CNF0_1,value,CNF0,3,0x8,2,Bit 1,,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_CFGLR,GPIO,GPIO.CFGLR,CNF0,GPIO_CFGLR_CNF0,field,,3:2,0xc,,"CNF0[1:0] bits (Port x configuration bits, pin 0)",,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_CFGLR,GPIO,GPIO.CFGLR,MODE1_0,GPIO_CFGLR_MODE1_0,value,MODE1,4,0x10,1,Bit 0,,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_CFGLR,GPIO,GPIO.CFGLR,MODE1_1,GPIO_CFGLR_MODE1_1,value,MODE1,5,0x20,2,Bit 1,,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_CFGLR,GPIO,GPIO.CFGLR,MODE1,GPIO_CFGLR_MODE1,field,,5:4,0x30,,"MODE1[1:0] bits (Port x mode bits, pin 1)",,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_CFGLR,GPIO,GPIO.CFGLR,CNF1_0,GPIO_CFGLR_CNF1_0,value,CNF1,6,0x40,1,Bit 0,,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_CFGLR,GPIO,GPIO.CFGLR,CNF1_1,GPIO_CFGLR_CNF1_1,value,CNF1,7,0x80,2,Bit 1,,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_CFGLR,GPIO,GPIO.CFGLR,CNF1,GPIO_CFGLR_CNF1,field,,7:6,0xc0,,"CNF1[1:0] bits (Port x configuration bits, pin 1)",,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_CFGLR,GPIO,GPIO.CFGLR,MODE2_0,GPIO_CFGLR_MODE2_0,value,MODE2,8,0x100,1,Bit 0,,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_CFGLR,GPIO,GPIO.CFGLR,MODE2_1,GPIO_CFGLR_MODE2_1,value,MODE2,9,0x200,2,Bit 1,,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_CFGLR,GPIO,GPIO.CFGLR,MODE2,GPIO_CFGLR_MODE2,field,,9:8,0x300,,"MODE2[1:0] bits (Port x mode bits, pin 2)",,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_CFGLR,GPIO,GPIO.CFGLR,CNF2_0,GPIO_CFGLR_CNF2_0,value,CNF2,10,0x400,1,Bit 0,,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_CFGLR,GPIO,GPIO.CFGLR,CNF2_1,GPIO_CFGLR_CNF2_1,value,CNF2,11,0x800,2,Bit 1,,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_CFGLR,GPIO,GPIO.CFGLR,CNF2,GPIO_CFGLR_CNF2,field,,11:10,0xc00,,"CNF2[1:0] bits (Port x configuration bits, pin 2)",,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_CFGLR,GPIO,GPIO.CFGLR,MODE3_0,GPIO_CFGLR_MODE3_0,value,MODE3,12,0x1000,1,Bit 0,,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_CFGLR,GPIO,GPIO.CFGLR,MODE3_1,GPIO_CFGLR_MODE3_1,value,MODE3,13,0x2000,2,Bit 1,,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_CFGLR,GPIO,GPIO.CFGLR,MODE3,GPIO_CFGLR_MODE3,field,,13:12,0x3000,,"MODE3[1:0] bits (Port x mode bits, pin 3)",,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_CFGLR,GPIO,GPIO.CFGLR,CNF3_0,GPIO_CFGLR_CNF3_0,value,CNF3,14,0x4000,1,Bit 0,,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_CFGLR,GPIO,GPIO.CFGLR,CNF3_1,GPIO_CFGLR_CNF3_1,value,CNF3,15,0x8000,2,Bit 1,,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_CFGLR,GPIO,GPIO.CFGLR,CNF3,GPIO_CFGLR_CNF3,field,,15:14,0xc000,,"CNF3[1:0] bits (Port x configuration bits, pin 3)",,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_CFGLR,GPIO,GPIO.CFGLR,MODE4_0,GPIO_CFGLR_MODE4_0,value,MODE4,16,0x10000,1,Bit 0,,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_CFGLR,GPIO,GPIO.CFGLR,MODE4_1,GPIO_CFGLR_MODE4_1,value,MODE4,17,0x20000,2,Bit 1,,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_CFGLR,GPIO,GPIO.CFGLR,MODE4,GPIO_CFGLR_MODE4,field,,17:16,0x30000,,"MODE4[1:0] bits (Port x mode bits, pin 4)",,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_CFGLR,GPIO,GPIO.CFGLR,CNF4_0,GPIO_CFGLR_CNF4_0,value,CNF4,18,0x40000,1,Bit 0,,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_CFGLR,GPIO,GPIO.CFGLR,CNF4_1,GPIO_CFGLR_CNF4_1,value,CNF4,19,0x80000,2,Bit 1,,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_CFGLR,GPIO,GPIO.CFGLR,CNF4,GPIO_CFGLR_CNF4,field,,19:18,0xc0000,,"CNF4[1:0] bits (Port x configuration bits, pin 4)",,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_CFGLR,GPIO,GPIO.CFGLR,MODE5_0,GPIO_CFGLR_MODE5_0,value,MODE5,20,0x100000,1,Bit 0,,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_CFGLR,GPIO,GPIO.CFGLR,MODE5_1,GPIO_CFGLR_MODE5_1,value,MODE5,21,0x200000,2,Bit 1,,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_CFGLR,GPIO,GPIO.CFGLR,MODE5,GPIO_CFGLR_MODE5,field,,21:20,0x300000,,"MODE5[1:0] bits (Port x mode bits, pin 5)",,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_CFGLR,GPIO,GPIO.CFGLR,CNF5_0,GPIO_CFGLR_CNF5_0,value,CNF5,22,0x400000,1,Bit 0,,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_CFGLR,GPIO,GPIO.CFGLR,CNF5_1,GPIO_CFGLR_CNF5_1,value,CNF5,23,0x800000,2,Bit 1,,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_CFGLR,GPIO,GPIO.CFGLR,CNF5,GPIO_CFGLR_CNF5,field,,23:22,0xc00000,,"CNF5[1:0] bits (Port x configuration bits, pin 5)",,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_CFGLR,GPIO,GPIO.CFGLR,MODE6_0,GPIO_CFGLR_MODE6_0,value,MODE6,24,0x1000000,1,Bit 0,,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_CFGLR,GPIO,GPIO.CFGLR,MODE6_1,GPIO_CFGLR_MODE6_1,value,MODE6,25,0x2000000,2,Bit 1,,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_CFGLR,GPIO,GPIO.CFGLR,MODE6,GPIO_CFGLR_MODE6,field,,25:24,0x3000000,,"MODE6[1:0] bits (Port x mode bits, pin 6)",,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_CFGLR,GPIO,GPIO.CFGLR,CNF6_0,GPIO_CFGLR_CNF6_0,value,CNF6,26,0x4000000,1,Bit 0,,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_CFGLR,GPIO,GPIO.CFGLR,CNF6_1,GPIO_CFGLR_CNF6_1,value,CNF6,27,0x8000000,2,Bit 1,,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_CFGLR,GPIO,GPIO.CFGLR,CNF6,GPIO_CFGLR_CNF6,field,,27:26,0xc000000,,"CNF6[1:0] bits (Port x configuration bits, pin 6)",,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_CFGLR,GPIO,GPIO.CFGLR,MODE7_0,GPIO_CFGLR_MODE7_0,value,MODE7,28,0x10000000,1,Bit 0,,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_CFGLR,GPIO,GPIO.CFGLR,MODE7_1,GPIO_CFGLR_MODE7_1,value,MODE7,29,0x20000000,2,Bit 1,,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_CFGLR,GPIO,GPIO.CFGLR,MODE7,GPIO_CFGLR_MODE7,field,,29:28,0x30000000,,"MODE7[1:0] bits (Port x mode bits, pin 7)",,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_CFGLR,GPIO,GPIO.CFGLR,MODE,GPIO_CFGLR_MODE,field,,,0x33333333,,Port x mode bits,,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_CFGLR,GPIO,GPIO.CFGLR,CNF7_0,GPIO_CFGLR_CNF7_0,value,CNF7,30,0x40000000,1,Bit 0,,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_CFGLR,GPIO,GPIO.CFGLR,CNF7_1,GPIO_CFGLR_CNF7_1,value,CNF7,31,0x80000000,2,Bit 1,,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_CFGLR,GPIO,GPIO.CFGLR,CNF7,GPIO_CFGLR_CNF7,field,,31:30,0xc0000000,,"CNF7[1:0] bits (Port x configuration bits, pin 7)",,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_CFGLR,GPIO,GPIO.CFGLR,CNF,GPIO_CFGLR_CNF,field,,,0xcccccccc,,Port x configuration bits,,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_INDR,GPIO,GPIO.INDR,IDR0,GPIO_INDR_IDR0,field,,0,0x1,,"Port input data, bit 0",,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_INDR,GPIO,GPIO.INDR,IDR1,GPIO_INDR_IDR1,field,,1,0x2,,"Port input data, bit 1",,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_INDR,GPIO,GPIO.INDR,IDR2,GPIO_INDR_IDR2,field,,2,0x4,,"Port input data, bit 2",,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_INDR,GPIO,GPIO.INDR,IDR3,GPIO_INDR_IDR3,field,,3,0x8,,"Port input data, bit 3",,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_INDR,GPIO,GPIO.INDR,IDR4,GPIO_INDR_IDR4,field,,4,0x10,,"Port input data, bit 4",,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_INDR,GPIO,GPIO.INDR,IDR5,GPIO_INDR_IDR5,field,,5,0x20,,"Port input data, bit 5",,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_INDR,GPIO,GPIO.INDR,IDR6,GPIO_INDR_IDR6,field,,6,0x40,,"Port input data, bit 6",,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_INDR,GPIO,GPIO.INDR,IDR7,GPIO_INDR_IDR7,field,,7,0x80,,"Port input data, bit 7",,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_INDR,GPIO,GPIO.INDR,IDR8,GPIO_INDR_IDR8,field,,8,0x100,,"Port input data, bit 8",,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_INDR,GPIO,GPIO.INDR,IDR9,GPIO_INDR_IDR9,field,,9,0x200,,"Port input data, bit 9",,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_INDR,GPIO,GPIO.INDR,IDR10,GPIO_INDR_IDR10,field,,10,0x400,,"Port input data, bit 10",,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_INDR,GPIO,GPIO.INDR,IDR11,GPIO_INDR_IDR11,field,,11,0x800,,"Port input data, bit 11",,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_INDR,GPIO,GPIO.INDR,IDR12,GPIO_INDR_IDR12,field,,12,0x1000,,"Port input data, bit 12",,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_INDR,GPIO,GPIO.INDR,IDR13,GPIO_INDR_IDR13,field,,13,0x2000,,"Port input data, bit 13",,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_INDR,GPIO,GPIO.INDR,IDR14,GPIO_INDR_IDR14,field,,14,0x4000,,"Port input data, bit 14",,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_INDR,GPIO,GPIO.INDR,IDR15,GPIO_INDR_IDR15,field,,15,0x8000,,"Port input data, bit 15",,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_LCKR,GPIO,GPIO.LCKR,LCK0,GPIO_LCK0,field,,0,0x1,,Port x Lock bit 0,,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_LCKR,GPIO,GPIO.LCKR,LCK1,GPIO_LCK1,field,,1,0x2,,Port x Lock bit 1,,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_LCKR,GPIO,GPIO.LCKR,LCK2,GPIO_LCK2,field,,2,0x4,,Port x Lock bit 2,,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_LCKR,GPIO,GPIO.LCKR,LCK3,GPIO_LCK3,field,,3,0x8,,Port x Lock bit 3,,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_LCKR,GPIO,GPIO.LCKR,LCK4,GPIO_LCK4,field,,4,0x10,,Port x Lock bit 4,,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_LCKR,GPIO,GPIO.LCKR,LCK5,GPIO_LCK5,field,,5,0x20,,Port x Lock bit 5,,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_LCKR,GPIO,GPIO.LCKR,LCK6,GPIO_LCK6,field,,6,0x40,,Port x Lock bit 6,,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_LCKR,GPIO,GPIO.LCKR,LCK7,GPIO_LCK7,field,,7,0x80,,Port x Lock bit 7,,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_LCKR,GPIO,GPIO.LCKR,LCK8,GPIO_LCK8,field,,8,0x100,,Port x Lock bit 8,,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_LCKR,GPIO,GPIO.LCKR,LCK9,GPIO_LCK9,field,,9,0x200,,Port x Lock bit 9,,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_LCKR,GPIO,GPIO.LCKR,LCK10,GPIO_LCK10,field,,10,0x400,,Port x Lock bit 10,,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_LCKR,GPIO,GPIO.LCKR,LCK11,GPIO_LCK11,field,,11,0x800,,Port x Lock bit 11,,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_LCKR,GPIO,GPIO.LCKR,LCK12,GPIO_LCK12,field,,12,0x1000,,Port x Lock bit 12,,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_LCKR,GPIO,GPIO.LCKR,LCK13,GPIO_LCK13,field,,13,0x2000,,Port x Lock bit 13,,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_LCKR,GPIO,GPIO.LCKR,LCK14,GPIO_LCK14,field,,14,0x4000,,Port x Lock bit 14,,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_LCKR,GPIO,GPIO.LCKR,LCK15,GPIO_LCK15,field,,15,0x8000,,Port x Lock bit 15,,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_LCKR,GPIO,GPIO.LCKR,LCKK,GPIO_LCKK,field,,16,0x10000,,Lock key,RW,0,#,confirmed,evt(ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,GPIO_OUTDR,GPIO,GPIO.OUTDR,ODR0,GPIO_OUTDR_ODR0,field,,0,0x1,,"Port output data, bit 0",,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_OUTDR,GPIO,GPIO.OUTDR,ODR1,GPIO_OUTDR_ODR1,field,,1,0x2,,"Port output data, bit 1",,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_OUTDR,GPIO,GPIO.OUTDR,ODR2,GPIO_OUTDR_ODR2,field,,2,0x4,,"Port output data, bit 2",,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_OUTDR,GPIO,GPIO.OUTDR,ODR3,GPIO_OUTDR_ODR3,field,,3,0x8,,"Port output data, bit 3",,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_OUTDR,GPIO,GPIO.OUTDR,ODR4,GPIO_OUTDR_ODR4,field,,4,0x10,,"Port output data, bit 4",,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_OUTDR,GPIO,GPIO.OUTDR,ODR5,GPIO_OUTDR_ODR5,field,,5,0x20,,"Port output data, bit 5",,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_OUTDR,GPIO,GPIO.OUTDR,ODR6,GPIO_OUTDR_ODR6,field,,6,0x40,,"Port output data, bit 6",,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_OUTDR,GPIO,GPIO.OUTDR,ODR7,GPIO_OUTDR_ODR7,field,,7,0x80,,"Port output data, bit 7",,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_OUTDR,GPIO,GPIO.OUTDR,ODR8,GPIO_OUTDR_ODR8,field,,8,0x100,,"Port output data, bit 8",,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_OUTDR,GPIO,GPIO.OUTDR,ODR9,GPIO_OUTDR_ODR9,field,,9,0x200,,"Port output data, bit 9",,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_OUTDR,GPIO,GPIO.OUTDR,ODR10,GPIO_OUTDR_ODR10,field,,10,0x400,,"Port output data, bit 10",,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_OUTDR,GPIO,GPIO.OUTDR,ODR11,GPIO_OUTDR_ODR11,field,,11,0x800,,"Port output data, bit 11",,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_OUTDR,GPIO,GPIO.OUTDR,ODR12,GPIO_OUTDR_ODR12,field,,12,0x1000,,"Port output data, bit 12",,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_OUTDR,GPIO,GPIO.OUTDR,ODR13,GPIO_OUTDR_ODR13,field,,13,0x2000,,"Port output data, bit 13",,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_OUTDR,GPIO,GPIO.OUTDR,ODR14,GPIO_OUTDR_ODR14,field,,14,0x4000,,"Port output data, bit 14",,,#,reference,evt(ch32v205.h)
CH32V205,GPIO_OUTDR,GPIO,GPIO.OUTDR,ODR15,GPIO_OUTDR_ODR15,field,,15,0x8000,,"Port output data, bit 15",,,#,reference,evt(ch32v205.h)
CH32V205,I2C_CKCFGR,I2C,I2C.CKCFGR,CCR,I2C_CKCFGR_CCR,field,,11:0,0xfff,,Clock Control Register in Fast/Standard mode (Master mode),RW,0,#,confirmed,evt(ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,I2C_CKCFGR,I2C,I2C.CKCFGR,DUTY,I2C_CKCFGR_DUTY,field,,14,0x4000,,Fast Mode Duty Cycle,RW,0,#,confirmed,evt(ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,I2C_CKCFGR,I2C,I2C.CKCFGR,FS,I2C_CKCFGR_FS,field,,15,0x8000,,I2C Master Mode Selection,,,#,reference,evt(ch32v205.h)
CH32V205,I2C_CTLR1,I2C,I2C.CTLR1,PE,I2C_CTLR1_PE,field,,0,0x1,,Peripheral Enable,RW,0,#,confirmed,evt(ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,I2C_CTLR1,I2C,I2C.CTLR1,SMBUS,I2C_CTLR1_SMBUS,field,,1,0x2,,SMBus Mode,RW,0,#,confirmed,evt(ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,I2C_CTLR1,I2C,I2C.CTLR1,SMBTYPE,I2C_CTLR1_SMBTYPE,field,,3,0x8,,SMBus Type,RW,0,#,confirmed,evt(ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,I2C_CTLR1,I2C,I2C.CTLR1,ENARP,I2C_CTLR1_ENARP,field,,4,0x10,,ARP Enable,RW,0,#,confirmed,evt(ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,I2C_CTLR1,I2C,I2C.CTLR1,ENPEC,I2C_CTLR1_ENPEC,field,,5,0x20,,PEC Enable,RW,0,#,confirmed,evt(ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,I2C_CTLR1,I2C,I2C.CTLR1,ENGC,I2C_CTLR1_ENGC,field,,6,0x40,,General Call Enable,RW,0,#,confirmed,evt(ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,I2C_CTLR1,I2C,I2C.CTLR1,NOSTRETCH,I2C_CTLR1_NOSTRETCH,field,,7,0x80,,Clock Stretching Disable (Slave mode),RW,0,#,confirmed,evt(ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,I2C_CTLR1,I2C,I2C.CTLR1,START,I2C_CTLR1_START,field,,8,0x100,,Start Generation,RW,0,#,confirmed,evt(ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,I2C_CTLR1,I2C,I2C.CTLR1,STOP,I2C_CTLR1_STOP,field,,9,0x200,,Stop Generation,RW,0,#,confirmed,evt(ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,I2C_CTLR1,I2C,I2C.CTLR1,ACK,I2C_CTLR1_ACK,field,,10,0x400,,Acknowledge Enable,RW,0,#,confirmed,evt(ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,I2C_CTLR1,I2C,I2C.CTLR1,POS,I2C_CTLR1_POS,field,,11,0x800,,Acknowledge/PEC Position (for data reception),RW,0,#,confirmed,evt(ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,I2C_CTLR1,I2C,I2C.CTLR1,PEC,I2C_CTLR1_PEC,field,,12,0x1000,,Packet Error Checking,RW,0,#,confirmed,evt(ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,I2C_CTLR1,I2C,I2C.CTLR1,ALERT,I2C_CTLR1_ALERT,field,,13,0x2000,,SMBus Alert,RW,0,#,confirmed,evt(ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,I2C_CTLR1,I2C,I2C.CTLR1,SWRST,I2C_CTLR1_SWRST,field,,15,0x8000,,Software Reset,RW,0,#,confirmed,evt(ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,I2C_CTLR2,I2C,I2C.CTLR2,FREQ_0,I2C_CTLR2_FREQ_0,value,FREQ,0,0x1,1,Bit 0,,,#,reference,evt(ch32v205.h)
CH32V205,I2C_CTLR2,I2C,I2C.CTLR2,FREQ_1,I2C_CTLR2_FREQ_1,value,FREQ,1,0x2,2,Bit 1,,,#,reference,evt(ch32v205.h)
CH32V205,I2C_CTLR2,I2C,I2C.CTLR2,FREQ_2,I2C_CTLR2_FREQ_2,value,FREQ,2,0x4,4,Bit 2,,,#,reference,evt(ch32v205.h)
CH32V205,I2C_CTLR2,I2C,I2C.CTLR2,FREQ_3,I2C_CTLR2_FREQ_3,value,FREQ,3,0x8,8,Bit 3,,,#,reference,evt(ch32v205.h)
CH32V205,I2C_CTLR2,I2C,I2C.CTLR2,FREQ_4,I2C_CTLR2_FREQ_4,value,FREQ,4,0x10,16,Bit 4,,,#,reference,evt(ch32v205.h)
CH32V205,I2C_CTLR2,I2C,I2C.CTLR2,FREQ_5,I2C_CTLR2_FREQ_5,value,FREQ,5,0x20,32,Bit 5,,,#,reference,evt(ch32v205.h)
CH32V205,I2C_CTLR2,I2C,I2C.CTLR2,FREQ,I2C_CTLR2_FREQ,field,,5:0,0x3f,,FREQ[5:0] bits (Peripheral Clock Frequency),RW,0,#,confirmed,evt(ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,I2C_CTLR2,I2C,I2C.CTLR2,ITERREN,I2C_CTLR2_ITERREN,field,,8,0x100,,Error Interrupt Enable,RW,0,#,confirmed,evt(ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,I2C_CTLR2,I2C,I2C.CTLR2,ITEVTEN,I2C_CTLR2_ITEVTEN,field,,9,0x200,,Event Interrupt Enable,RW,0,#,confirmed,evt(ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,I2C_CTLR2,I2C,I2C.CTLR2,ITBUFEN,I2C_CTLR2_ITBUFEN,field,,10,0x400,,Buffer Interrupt Enable,RW,0,#,confirmed,evt(ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,I2C_CTLR2,I2C,I2C.CTLR2,DMAEN,I2C_CTLR2_DMAEN,field,,11,0x800,,DMA Requests Enable,RW,0,#,confirmed,evt(ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,I2C_CTLR2,I2C,I2C.CTLR2,LAST,I2C_CTLR2_LAST,field,,12,0x1000,,DMA Last Transfer,RW,0,#,confirmed,evt(ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,I2C_DATAR,I2C,I2C.DATAR,DR_DATAR,I2C_DR_DATAR,field,,7:0,0xff,,8-bit Data Register,,,#,reference,evt(ch32v205.h)
CH32V205,I2C_OADDR1,I2C,I2C.OADDR1,ADD0,I2C_OADDR1_ADD0,field,,0,0x1,,Bit 0,RW,0,#,confirmed,evt(ch32v205.h)+rm(CH32V205RM.PDF)
CH32V205,I2C_OADDR1,I2C,I2C.OADDR1,ADD1,I2C_OADDR1_ADD1,field,,1,0x2,,Bit 1,,,#,reference,evt(ch32v205.h)
CH32V205,I2C_OADDR1,I2C,I2C.OADDR1,ADD2,I2C_OADDR1_ADD2,field,,2,0x4,,Bit 2,,,#,reference,evt(ch32v205.h)
CH32V205,I2C_OADDR1,I2C,I2C.OADDR1,ADD3,I2C_OADDR1_ADD3,field,,3,0x8,,Bit 3,,,#,reference,evt(ch32v205.h)
CH32V205,I2C_OADDR1,I2C,I2C.OADDR1,ADD4,I2C_OADDR1_ADD4,field,,4,0x10,,Bit 4,,,#,reference,evt(ch32v205.h)
CH32V205,I2C_OADDR1,I2C,I2C.OADDR1,ADD5,I2C_OADDR1_ADD5,field,,5,0x20,,Bit 5,,,#,reference,evt(ch32v205.h)
CH32V205,I2C_OADDR1,I2C,I2C.OADDR1,ADD6,I2C_OADDR1_ADD6,field,,6,0x40,,Bit 6,,,#,reference,evt(ch32v205.h)
CH32V205,I2C_OADDR1,I2C,I2C.OADDR1,ADD7,I2C_OADDR1_ADD7,field,,7,0x80,,Bit 7,,,#,reference,evt(ch32v205.h)
