family,register,type,member,field,define,kind,of_field,bits,mask,value,description,rm_access,rm_reset,#,confidence,basis
CH32H417,ADC_CTLR1,ADC,ADC.CTLR1,PGA,ADC_PGA,field,,28:27,0x18000000,,,RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_CTLR1,ADC,ADC.CTLR1,ANA_RST,ADC_ANA_RST,field,,30,0x40000000,,,RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_CTLR1,ADC,ADC.CTLR1,SW_PRE,ADC_SW_PRE,field,,31,0x80000000,,,RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_CTLR2,ADC,ADC.CTLR2,ADON,ADC_ADON,field,,0,0x1,,A/D Converter ON / OFF,RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_CTLR2,ADC,ADC.CTLR2,CONT,ADC_CONT,field,,1,0x2,,Continuous Conversion,RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_CTLR2,ADC,ADC.CTLR2,CAL,ADC_CAL,field,,2,0x4,,A/D Calibration,RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_CTLR2,ADC,ADC.CTLR2,RSTCAL,ADC_RSTCAL,field,,3,0x8,,Reset Calibration,RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_CTLR2,ADC,ADC.CTLR2,DMA,ADC_DMA,field,,8,0x100,,Direct Memory access mode,RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_CTLR2,ADC,ADC.CTLR2,ALIGN,ADC_ALIGN,field,,11,0x800,,Data Alignment,RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_CTLR2,ADC,ADC.CTLR2,JEXTSEL_0,ADC_JEXTSEL_0,value,JEXTSEL,12,0x1000,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_CTLR2,ADC,ADC.CTLR2,JEXTSEL_1,ADC_JEXTSEL_1,value,JEXTSEL,13,0x2000,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_CTLR2,ADC,ADC.CTLR2,JEXTSEL_2,ADC_JEXTSEL_2,value,JEXTSEL,14,0x4000,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_CTLR2,ADC,ADC.CTLR2,JEXTSEL,ADC_JEXTSEL,field,,14:12,0x7000,,JEXTSEL[2:0] bits (External event select for injected group),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_CTLR2,ADC,ADC.CTLR2,JEXTTRIG,ADC_JEXTTRIG,field,,15,0x8000,,External Trigger Conversion mode for injected channels,RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_CTLR2,ADC,ADC.CTLR2,EXTSEL_0,ADC_EXTSEL_0,value,EXTSEL,17,0x20000,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_CTLR2,ADC,ADC.CTLR2,EXTSEL_1,ADC_EXTSEL_1,value,EXTSEL,18,0x40000,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_CTLR2,ADC,ADC.CTLR2,EXTSEL_2,ADC_EXTSEL_2,value,EXTSEL,19,0x80000,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_CTLR2,ADC,ADC.CTLR2,EXTSEL,ADC_EXTSEL,field,,19:17,0xe0000,,EXTSEL[2:0] bits (External Event Select for regular group),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_CTLR2,ADC,ADC.CTLR2,EXTTRIG,ADC_EXTTRIG,field,,20,0x100000,,External Trigger Conversion mode for regular channels,RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_CTLR2,ADC,ADC.CTLR2,JSWSTART,ADC_JSWSTART,field,,21,0x200000,,Start Conversion of injected channels,RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_CTLR2,ADC,ADC.CTLR2,SWSTART,ADC_SWSTART,field,,22,0x400000,,Start Conversion of regular channels,RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_CTLR2,ADC,ADC.CTLR2,TSVREFE,ADC_TSVREFE,field,,23,0x800000,,Temperature Sensor and VREFINT Enable,RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_DRV,ADC,ADC.DRV,TKEY_OUTEN,ADC_DRV_TKEY_OUTEN,field,,15:0,0xffff,,Touchkey enables multi-channel shielding of each channel,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_DRV,ADC,ADC.DRV,TKEY_EN,ADC_DRV_TKEY_EN,field,,16,0x10000,,Touchkey Multi Channel Shielding Enable,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_IDATAR1,ADC,ADC.IDATAR1,JDATA,ADC_IDATAR1_JDATA,field,,15:0,0xffff,,Injected data,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_IDATAR2,ADC,ADC.IDATAR2,JDATA,ADC_IDATAR2_JDATA,field,,15:0,0xffff,,Injected data,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_IDATAR3,ADC,ADC.IDATAR3,JDATA,ADC_IDATAR3_JDATA,field,,15:0,0xffff,,Injected data,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_IDATAR4,ADC,ADC.IDATAR4,JDATA,ADC_IDATAR4_JDATA,field,,15:0,0xffff,,Injected data,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_IOFR1,ADC,ADC.IOFR1,JOFFSET1,ADC_JOFFSET1,field,,11:0,0xfff,,Data offset for injected channel 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_IOFR2,ADC,ADC.IOFR2,JOFFSET2,ADC_JOFFSET2,field,,11:0,0xfff,,Data offset for injected channel 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_IOFR3,ADC,ADC.IOFR3,JOFFSET3,ADC_JOFFSET3,field,,11:0,0xfff,,Data offset for injected channel 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_IOFR4,ADC,ADC.IOFR4,JOFFSET4,ADC_JOFFSET4,field,,11:0,0xfff,,Data offset for injected channel 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_ISQR,ADC,ADC.ISQR,JSQ1_0,ADC_JSQ1_0,value,JSQ1,0,0x1,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_ISQR,ADC,ADC.ISQR,JSQ1_1,ADC_JSQ1_1,value,JSQ1,1,0x2,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_ISQR,ADC,ADC.ISQR,JSQ1_2,ADC_JSQ1_2,value,JSQ1,2,0x4,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_ISQR,ADC,ADC.ISQR,JSQ1_3,ADC_JSQ1_3,value,JSQ1,3,0x8,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_ISQR,ADC,ADC.ISQR,JSQ1_4,ADC_JSQ1_4,value,JSQ1,4,0x10,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_ISQR,ADC,ADC.ISQR,JSQ1,ADC_JSQ1,field,,4:0,0x1f,,JSQ1[4:0] bits (1st conversion in injected sequence),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_ISQR,ADC,ADC.ISQR,JSQ2_0,ADC_JSQ2_0,value,JSQ2,5,0x20,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_ISQR,ADC,ADC.ISQR,JSQ2_1,ADC_JSQ2_1,value,JSQ2,6,0x40,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_ISQR,ADC,ADC.ISQR,JSQ2_2,ADC_JSQ2_2,value,JSQ2,7,0x80,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_ISQR,ADC,ADC.ISQR,JSQ2_3,ADC_JSQ2_3,value,JSQ2,8,0x100,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_ISQR,ADC,ADC.ISQR,JSQ2_4,ADC_JSQ2_4,value,JSQ2,9,0x200,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_ISQR,ADC,ADC.ISQR,JSQ2,ADC_JSQ2,field,,9:5,0x3e0,,JSQ2[4:0] bits (2nd conversion in injected sequence),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_ISQR,ADC,ADC.ISQR,JSQ3_0,ADC_JSQ3_0,value,JSQ3,10,0x400,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_ISQR,ADC,ADC.ISQR,JSQ3_1,ADC_JSQ3_1,value,JSQ3,11,0x800,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_ISQR,ADC,ADC.ISQR,JSQ3_2,ADC_JSQ3_2,value,JSQ3,12,0x1000,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_ISQR,ADC,ADC.ISQR,JSQ3_3,ADC_JSQ3_3,value,JSQ3,13,0x2000,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_ISQR,ADC,ADC.ISQR,JSQ3_4,ADC_JSQ3_4,value,JSQ3,14,0x4000,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_ISQR,ADC,ADC.ISQR,JSQ3,ADC_JSQ3,field,,14:10,0x7c00,,JSQ3[4:0] bits (3rd conversion in injected sequence),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_ISQR,ADC,ADC.ISQR,JSQ4_0,ADC_JSQ4_0,value,JSQ4,15,0x8000,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_ISQR,ADC,ADC.ISQR,JSQ4_1,ADC_JSQ4_1,value,JSQ4,16,0x10000,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_ISQR,ADC,ADC.ISQR,JSQ4_2,ADC_JSQ4_2,value,JSQ4,17,0x20000,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_ISQR,ADC,ADC.ISQR,JSQ4_3,ADC_JSQ4_3,value,JSQ4,18,0x40000,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_ISQR,ADC,ADC.ISQR,JSQ4_4,ADC_JSQ4_4,value,JSQ4,19,0x80000,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_ISQR,ADC,ADC.ISQR,JSQ4,ADC_JSQ4,field,,19:15,0xf8000,,JSQ4[4:0] bits (4th conversion in injected sequence),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_ISQR,ADC,ADC.ISQR,JL_0,ADC_JL_0,value,JL,20,0x100000,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_ISQR,ADC,ADC.ISQR,JL_1,ADC_JL_1,value,JL,21,0x200000,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_ISQR,ADC,ADC.ISQR,JL,ADC_JL,field,,21:20,0x300000,,JL[1:0] bits (Injected Sequence length),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_RDATAR,ADC,ADC.RDATAR,DATA,ADC_RDATAR_DATA,field,,15:0,0xffff,,Regular data,RO,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_RDATAR,ADC,ADC.RDATAR,ADC2DATA,ADC_RDATAR_ADC2DATA,field,,31:16,0xffff0000,,ADC2 data,RO,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,SQ13_0,ADC_SQ13_0,value,SQ13,0,0x1,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,SQ13_1,ADC_SQ13_1,value,SQ13,1,0x2,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,SQ13_2,ADC_SQ13_2,value,SQ13,2,0x4,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,SQ13_3,ADC_SQ13_3,value,SQ13,3,0x8,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,SQ13_4,ADC_SQ13_4,value,SQ13,4,0x10,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,SQ13,ADC_SQ13,field,,4:0,0x1f,,SQ13[4:0] bits (13th conversion in regular sequence),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,SQ14_0,ADC_SQ14_0,value,SQ14,5,0x20,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,SQ14_1,ADC_SQ14_1,value,SQ14,6,0x40,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,SQ14_2,ADC_SQ14_2,value,SQ14,7,0x80,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,SQ14_3,ADC_SQ14_3,value,SQ14,8,0x100,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,SQ14_4,ADC_SQ14_4,value,SQ14,9,0x200,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,SQ14,ADC_SQ14,field,,9:5,0x3e0,,SQ14[4:0] bits (14th conversion in regular sequence),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,SQ15_0,ADC_SQ15_0,value,SQ15,10,0x400,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,SQ15_1,ADC_SQ15_1,value,SQ15,11,0x800,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,SQ15_2,ADC_SQ15_2,value,SQ15,12,0x1000,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,SQ15_3,ADC_SQ15_3,value,SQ15,13,0x2000,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,SQ15_4,ADC_SQ15_4,value,SQ15,14,0x4000,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,SQ15,ADC_SQ15,field,,14:10,0x7c00,,SQ15[4:0] bits (15th conversion in regular sequence),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,SQ16_0,ADC_SQ16_0,value,SQ16,15,0x8000,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,SQ16_1,ADC_SQ16_1,value,SQ16,16,0x10000,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,SQ16_2,ADC_SQ16_2,value,SQ16,17,0x20000,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,SQ16_3,ADC_SQ16_3,value,SQ16,18,0x40000,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,SQ16_4,ADC_SQ16_4,value,SQ16,19,0x80000,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,SQ16,ADC_SQ16,field,,19:15,0xf8000,,SQ16[4:0] bits (16th conversion in regular sequence),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,L_0,ADC_L_0,value,L,20,0x100000,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,L_1,ADC_L_1,value,L,21,0x200000,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,L_2,ADC_L_2,value,L,22,0x400000,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,L_3,ADC_L_3,value,L,23,0x800000,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,L,ADC_L,field,,23:20,0xf00000,,L[3:0] bits (Regular channel sequence length),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ7_0,ADC_SQ7_0,value,SQ7,0,0x1,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ7_1,ADC_SQ7_1,value,SQ7,1,0x2,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ7_2,ADC_SQ7_2,value,SQ7,2,0x4,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ7_3,ADC_SQ7_3,value,SQ7,3,0x8,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ7_4,ADC_SQ7_4,value,SQ7,4,0x10,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ7,ADC_SQ7,field,,4:0,0x1f,,SQ7[4:0] bits (7th conversion in regular sequence),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ8_0,ADC_SQ8_0,value,SQ8,5,0x20,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ8_1,ADC_SQ8_1,value,SQ8,6,0x40,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ8_2,ADC_SQ8_2,value,SQ8,7,0x80,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ8_3,ADC_SQ8_3,value,SQ8,8,0x100,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ8_4,ADC_SQ8_4,value,SQ8,9,0x200,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ8,ADC_SQ8,field,,9:5,0x3e0,,SQ8[4:0] bits (8th conversion in regular sequence),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ9_0,ADC_SQ9_0,value,SQ9,10,0x400,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ9_1,ADC_SQ9_1,value,SQ9,11,0x800,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ9_2,ADC_SQ9_2,value,SQ9,12,0x1000,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ9_3,ADC_SQ9_3,value,SQ9,13,0x2000,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ9_4,ADC_SQ9_4,value,SQ9,14,0x4000,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ9,ADC_SQ9,field,,14:10,0x7c00,,SQ9[4:0] bits (9th conversion in regular sequence),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ10_0,ADC_SQ10_0,value,SQ10,15,0x8000,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ10_1,ADC_SQ10_1,value,SQ10,16,0x10000,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ10_2,ADC_SQ10_2,value,SQ10,17,0x20000,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ10_3,ADC_SQ10_3,value,SQ10,18,0x40000,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ10_4,ADC_SQ10_4,value,SQ10,19,0x80000,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ10,ADC_SQ10,field,,19:15,0xf8000,,SQ10[4:0] bits (10th conversion in regular sequence),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ11_0,ADC_SQ11_0,value,SQ11,20,0x100000,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ11_1,ADC_SQ11_1,value,SQ11,21,0x200000,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ11_2,ADC_SQ11_2,value,SQ11,22,0x400000,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ11_3,ADC_SQ11_3,value,SQ11,23,0x800000,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ11_4,ADC_SQ11_4,value,SQ11,24,0x1000000,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ11,ADC_SQ11,field,,24:20,0x1f00000,,SQ11[4:0] bits (11th conversion in regular sequence),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ12_0,ADC_SQ12_0,value,SQ12,25,0x2000000,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ12_1,ADC_SQ12_1,value,SQ12,26,0x4000000,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ12_2,ADC_SQ12_2,value,SQ12,27,0x8000000,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ12_3,ADC_SQ12_3,value,SQ12,28,0x10000000,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ12_4,ADC_SQ12_4,value,SQ12,29,0x20000000,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ12,ADC_SQ12,field,,29:25,0x3e000000,,SQ12[4:0] bits (12th conversion in regular sequence),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_RSQR3,ADC,ADC.RSQR3,SQ1_0,ADC_SQ1_0,value,SQ1,0,0x1,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR3,ADC,ADC.RSQR3,SQ1_1,ADC_SQ1_1,value,SQ1,1,0x2,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR3,ADC,ADC.RSQR3,SQ1_2,ADC_SQ1_2,value,SQ1,2,0x4,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR3,ADC,ADC.RSQR3,SQ1_3,ADC_SQ1_3,value,SQ1,3,0x8,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR3,ADC,ADC.RSQR3,SQ1_4,ADC_SQ1_4,value,SQ1,4,0x10,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR3,ADC,ADC.RSQR3,SQ1,ADC_SQ1,field,,4:0,0x1f,,SQ1[4:0] bits (1st conversion in regular sequence),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_RSQR3,ADC,ADC.RSQR3,SQ2_0,ADC_SQ2_0,value,SQ2,5,0x20,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR3,ADC,ADC.RSQR3,SQ2_1,ADC_SQ2_1,value,SQ2,6,0x40,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR3,ADC,ADC.RSQR3,SQ2_2,ADC_SQ2_2,value,SQ2,7,0x80,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR3,ADC,ADC.RSQR3,SQ2_3,ADC_SQ2_3,value,SQ2,8,0x100,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR3,ADC,ADC.RSQR3,SQ2_4,ADC_SQ2_4,value,SQ2,9,0x200,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR3,ADC,ADC.RSQR3,SQ2,ADC_SQ2,field,,9:5,0x3e0,,SQ2[4:0] bits (2nd conversion in regular sequence),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_RSQR3,ADC,ADC.RSQR3,SQ3_0,ADC_SQ3_0,value,SQ3,10,0x400,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR3,ADC,ADC.RSQR3,SQ3_1,ADC_SQ3_1,value,SQ3,11,0x800,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR3,ADC,ADC.RSQR3,SQ3_2,ADC_SQ3_2,value,SQ3,12,0x1000,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR3,ADC,ADC.RSQR3,SQ3_3,ADC_SQ3_3,value,SQ3,13,0x2000,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR3,ADC,ADC.RSQR3,SQ3_4,ADC_SQ3_4,value,SQ3,14,0x4000,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR3,ADC,ADC.RSQR3,SQ3,ADC_SQ3,field,,14:10,0x7c00,,SQ3[4:0] bits (3rd conversion in regular sequence),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_RSQR3,ADC,ADC.RSQR3,SQ4_0,ADC_SQ4_0,value,SQ4,15,0x8000,1,Bit 0,,,#,reference,evt(ch32h417.h)
