family,region,base_address,kind,condition,#,confidence,basis
CH32H417,HBPERIPH,0x40000000,bus,,#,reference,evt(ch32h417.h)
CH32H417,PERIPH,0x40000000,bus,,#,reference,evt(ch32h417.h)
CH32H417,FLASH,0x00000000,link-origin,V3F,#,reference,evt(Link.ld)
CH32H417,FLASH,0x00010000,link-origin,V5F,#,reference,evt(Link.ld)
CH32H417,RAM,0x200c0300,link-origin,V5F,#,reference,evt(Link.ld)
CH32H417,RAM,0x20110100,link-origin,V3F,#,reference,evt(Link.ld)
CH32H417,FLASH,0x08000000,memory,,#,reference,evt(ch32h417.h)
CH32H417,OB,0x1ffff800,memory,,#,reference,evt(ch32h417.h)
CH32H417,SRAM,0x20100000,memory,,#,reference,evt(ch32h417.h)
CH32H417,ITCM,0x200a0000,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,DTCM,0x200c0000,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,TIM2,0x40000000,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,TIM3,0x40000400,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,TIM4,0x40000800,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,TIM5,0x40000c00,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,TIM6,0x40001000,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,TIM7,0x40001400,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,USART6,0x40001800,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,USART7,0x40001c00,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,USART8,0x40002000,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,LPTIM1,0x40002400,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,RTC,0x40002800,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,WWDG,0x40002c00,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,IWDG,0x40003000,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,LPTIM2,0x40003400,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,SPI2,0x40003800,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,SPI3,0x40003c00,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,SPI4,0x40004000,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,USART2,0x40004400,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,USART3,0x40004800,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,USART4,0x40004c00,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,USART5,0x40005000,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,I2C1,0x40005400,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,I2C2,0x40005800,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,I2C3,0x40005c00,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,CAN1,0x40006400,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,CAN2,0x40006800,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,PWR,0x40007000,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,DAC,0x40007400,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,CAN3,0x40007800,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,SWPMI,0x40008400,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,AFIO,0x40010000,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,EXTI,0x40010400,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,GPIOA,0x40010800,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,GPIOB,0x40010c00,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,GPIOC,0x40011000,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,GPIOD,0x40011400,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,GPIOE,0x40011800,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,GPIOF,0x40011c00,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,ADC1,0x40012400,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,ADC2,0x40012800,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,TIM1,0x40012c00,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,SPI1,0x40013000,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,TIM8,0x40013400,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,USART1,0x40013800,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,TIM12,0x40013c00,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,I2C4,0x40014000,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,I3C,0x40014400,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,LTDC,0x40014800,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,LTDC_L1,0x40014834,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,LTDC_L2,0x40014864,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,TIM9,0x40014c00,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,TIM10,0x40015000,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,TIM11,0x40015400,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,SAI,0x40015800,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,SAI_Block_A,0x40015804,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,SAI_Block_B,0x40015824,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,GPHA,0x40016800,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,ECDC,0x40016c00,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,DFSDM,0x40017000,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,DFSDM_Channel0,0x40017000,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,DFSDM_Channel1,0x40017004,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,DFSDM_FLT0,0x40017028,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,DFSDM_FLT1,0x4001702c,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,HSADC,0x40017400,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,OPA,0x40017800,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,SDIO,0x40018000,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,DMA1,0x40020000,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,DMA1_Channel1,0x40020008,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,DMA1_Channel2,0x4002001c,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,DMA1_Channel3,0x40020030,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,DMA1_Channel4,0x40020044,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,DMA1_Channel5,0x40020058,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,DMA1_Channel6,0x4002006c,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,DMA1_Channel7,0x40020080,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,DMA1_Channel8,0x40020094,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,DMA2,0x40020400,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,DMA2_Channel1,0x40020408,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,DMA2_Channel2,0x4002041c,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,DMA2_Channel3,0x40020430,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,DMA2_Channel4,0x40020444,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,DMA2_Channel5,0x40020458,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,DMA2_Channel6,0x4002046c,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,DMA2_Channel7,0x40020480,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,DMA2_Channel8,0x40020494,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,DMAMUX,0x40020800,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,RCC,0x40021000,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,FLASH_R,0x40022000,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,FLASH_CFGR0,0x4002202c,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,CRC,0x40023000,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,USBFS,0x40023400,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,RNG,0x40023c00,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,SDMMC,0x40024000,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,USBPD,0x40024400,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,QSPI1,0x40024c00,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,QSPI2,0x40025000,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,FMC_Bank1_R,0x40025400,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,FMC_R,0x40025400,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,FMC_Bank3_R,0x40025480,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,FMC_Bank1E_R,0x40025504,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,FMC_Bank5_6_R,0x40025540,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,DVP,0x40025800,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,PIOC,0x40025c00,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,SERDES,0x40027c00,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,SERDES1,0x40027c00,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,SERDES2,0x40027c40,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,ETH,0x40028000,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,ETH_MAC,0x40028000,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,ETH_MMC,0x40028100,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,ETH_PTP,0x40028700,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,ETH_DMA,0x40029000,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,USBHS,0x40030000,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,USBHSD,0x40030000,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,USBHSH,0x40030100,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,USBSS,0x40034000,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,UHSIF,0x40038000,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,SYS_CFGR0,0x5003c000,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,SYS_CFGR4,0x5003c010,peripheral,,#,reference,evt(ch32h417.h)
CH32H417,OPA_CMP_CTLR_FILT,0x70000000,peripheral,,#,reference,evt(ch32h417.h)
CH32L103,PERIPH,0x40000000,bus,,#,reference,evt(ch32l103.h)
CH32L103,HBPERIPH,0x40020000,bus,,#,reference,evt(ch32l103.h)
CH32L103,FLASH,0x00000000,link-origin,,#,reference,evt(Link.ld)
CH32L103,RAM,0x20000000,link-origin,,#,reference,evt(Link.ld)
CH32L103,FLASH,0x08000000,memory,,#,reference,evt(ch32l103.h)
CH32L103,OB,0x1ffff800,memory,,#,reference,evt(ch32l103.h)
CH32L103,SRAM,0x20000000,memory,,#,reference,evt(ch32l103.h)
CH32L103,CHIPID,0x1ffff704,peripheral,,#,reference,evt(ch32l103.h)
CH32L103,TS,0x1ffff720,peripheral,,#,reference,evt(ch32l103.h)
CH32L103,OPA_TRIM,0x1ffff724,peripheral,,#,reference,evt(ch32l103.h)
CH32L103,ADC_TRIM,0x1ffff728,peripheral,,#,reference,evt(ch32l103.h)
CH32L103,HSI_LP_TRIM,0x1ffff72a,peripheral,,#,reference,evt(ch32l103.h)
CH32L103,USBPD_CFG,0x1ffff730,peripheral,,#,reference,evt(ch32l103.h)
CH32L103,PB1PERIPH,0x40000000,peripheral,,#,reference,evt(ch32l103.h)
CH32L103,TIM2,0x40000000,peripheral,,#,reference,evt(ch32l103.h)
CH32L103,TIM3,0x40000400,peripheral,,#,reference,evt(ch32l103.h)
CH32L103,TIM4,0x40000800,peripheral,,#,reference,evt(ch32l103.h)
CH32L103,RTC,0x40002800,peripheral,,#,reference,evt(ch32l103.h)
CH32L103,WWDG,0x40002c00,peripheral,,#,reference,evt(ch32l103.h)
CH32L103,IWDG,0x40003000,peripheral,,#,reference,evt(ch32l103.h)
CH32L103,SPI2,0x40003800,peripheral,,#,reference,evt(ch32l103.h)
CH32L103,USART2,0x40004400,peripheral,,#,reference,evt(ch32l103.h)
CH32L103,USART3,0x40004800,peripheral,,#,reference,evt(ch32l103.h)
CH32L103,USART4,0x40004c00,peripheral,,#,reference,evt(ch32l103.h)
CH32L103,I2C1,0x40005400,peripheral,,#,reference,evt(ch32l103.h)
CH32L103,I2C2,0x40005800,peripheral,,#,reference,evt(ch32l103.h)
CH32L103,CAN1,0x40006400,peripheral,,#,reference,evt(ch32l103.h)
CH32L103,BKP,0x40006c00,peripheral,,#,reference,evt(ch32l103.h)
CH32L103,PWR,0x40007000,peripheral,,#,reference,evt(ch32l103.h)
CH32L103,LPTIM,0x40007c00,peripheral,,#,reference,evt(ch32l103.h)
CH32L103,AFIO,0x40010000,peripheral,,#,reference,evt(ch32l103.h)
CH32L103,PB2PERIPH,0x40010000,peripheral,,#,reference,evt(ch32l103.h)
CH32L103,EXTI,0x40010400,peripheral,,#,reference,evt(ch32l103.h)
CH32L103,GPIOA,0x40010800,peripheral,,#,reference,evt(ch32l103.h)
CH32L103,GPIOB,0x40010c00,peripheral,,#,reference,evt(ch32l103.h)
CH32L103,GPIOC,0x40011000,peripheral,,#,reference,evt(ch32l103.h)
CH32L103,GPIOD,0x40011400,peripheral,,#,reference,evt(ch32l103.h)
CH32L103,ADC1,0x40012400,peripheral,,#,reference,evt(ch32l103.h)
CH32L103,TIM1,0x40012c00,peripheral,,#,reference,evt(ch32l103.h)
CH32L103,SPI1,0x40013000,peripheral,,#,reference,evt(ch32l103.h)
CH32L103,USART1,0x40013800,peripheral,,#,reference,evt(ch32l103.h)
CH32L103,DMA1,0x40020000,peripheral,,#,reference,evt(ch32l103.h)
CH32L103,DMA1_Channel1,0x40020008,peripheral,,#,reference,evt(ch32l103.h)
CH32L103,DMA1_Channel2,0x4002001c,peripheral,,#,reference,evt(ch32l103.h)
CH32L103,DMA1_Channel3,0x40020030,peripheral,,#,reference,evt(ch32l103.h)
CH32L103,DMA1_Channel4,0x40020044,peripheral,,#,reference,evt(ch32l103.h)
CH32L103,DMA1_Channel5,0x40020058,peripheral,,#,reference,evt(ch32l103.h)
CH32L103,DMA1_Channel6,0x4002006c,peripheral,,#,reference,evt(ch32l103.h)
CH32L103,DMA1_Channel7,0x40020080,peripheral,,#,reference,evt(ch32l103.h)
CH32L103,DMA1_Channel8,0x40020094,peripheral,,#,reference,evt(ch32l103.h)
CH32L103,RCC,0x40021000,peripheral,,#,reference,evt(ch32l103.h)
CH32L103,FLASH_R,0x40022000,peripheral,,#,reference,evt(ch32l103.h)
CH32L103,CRC,0x40023000,peripheral,,#,reference,evt(ch32l103.h)
CH32L103,EXTEN,0x40023800,peripheral,,#,reference,evt(ch32l103.h)
CH32L103,OPA,0x40026000,peripheral,,#,reference,evt(ch32l103.h)
CH32L103,USBPD,0x40027000,peripheral,,#,reference,evt(ch32l103.h)
CH32L103,USBFS,0x50000000,peripheral,,#,reference,evt(ch32l103.h)
CH32M030,PERIPH,0x40000000,bus,,#,reference,evt(ch32m030.h)
CH32M030,HBPERIPH,0x40020000,bus,,#,reference,evt(ch32m030.h)
CH32M030,FLASH,0x00000000,link-origin,,#,reference,evt(Link.ld)
CH32M030,RAM,0x20000000,link-origin,,#,reference,evt(Link.ld)
CH32M030,FLASH,0x08000000,memory,,#,reference,evt(ch32m030.h)
CH32M030,OB,0x1ffff300,memory,,#,reference,evt(ch32m030.h)
CH32M030,SRAM,0x20000000,memory,,#,reference,evt(ch32m030.h)
CH32M030,VENDOR_CFG0,0x1ffff390,peripheral,,#,reference,evt(ch32m030.h)
CH32M030,VENDOR_CFG1,0x1ffff394,peripheral,,#,reference,evt(ch32m030.h)
CH32M030,PB1PERIPH,0x40000000,peripheral,,#,reference,evt(ch32m030.h)
CH32M030,TIM2,0x40000000,peripheral,,#,reference,evt(ch32m030.h)
CH32M030,TIM3,0x40000400,peripheral,,#,reference,evt(ch32m030.h)
CH32M030,WWDG,0x40002c00,peripheral,,#,reference,evt(ch32m030.h)
CH32M030,I2C1,0x40005400,peripheral,,#,reference,evt(ch32m030.h)
CH32M030,PWR,0x40007000,peripheral,,#,reference,evt(ch32m030.h)
CH32M030,AFIO,0x40010000,peripheral,,#,reference,evt(ch32m030.h)
CH32M030,PB2PERIPH,0x40010000,peripheral,,#,reference,evt(ch32m030.h)
CH32M030,EXTI,0x40010400,peripheral,,#,reference,evt(ch32m030.h)
CH32M030,GPIOA,0x40010800,peripheral,,#,reference,evt(ch32m030.h)
CH32M030,GPIOB,0x40010c00,peripheral,,#,reference,evt(ch32m030.h)
CH32M030,GPIOC,0x40011000,peripheral,,#,reference,evt(ch32m030.h)
CH32M030,ADC1,0x40012400,peripheral,,#,reference,evt(ch32m030.h)
CH32M030,TIM1,0x40012c00,peripheral,,#,reference,evt(ch32m030.h)
CH32M030,SPI1,0x40013000,peripheral,,#,reference,evt(ch32m030.h)
CH32M030,USART1,0x40013800,peripheral,,#,reference,evt(ch32m030.h)
CH32M030,DMA1,0x40020000,peripheral,,#,reference,evt(ch32m030.h)
CH32M030,DMA1_Channel1,0x40020008,peripheral,,#,reference,evt(ch32m030.h)
CH32M030,DMA1_Channel2,0x4002001c,peripheral,,#,reference,evt(ch32m030.h)
CH32M030,DMA1_Channel3,0x40020030,peripheral,,#,reference,evt(ch32m030.h)
CH32M030,DMA1_Channel4,0x40020044,peripheral,,#,reference,evt(ch32m030.h)
CH32M030,DMA1_Channel5,0x40020058,peripheral,,#,reference,evt(ch32m030.h)
CH32M030,DMA1_Channel6,0x4002006c,peripheral,,#,reference,evt(ch32m030.h)
CH32M030,DMA1_Channel7,0x40020080,peripheral,,#,reference,evt(ch32m030.h)
CH32M030,RCC,0x40021000,peripheral,,#,reference,evt(ch32m030.h)
CH32M030,FLASH_R,0x40022000,peripheral,,#,reference,evt(ch32m030.h)
CH32M030,USBFS,0x40023400,peripheral,,#,reference,evt(ch32m030.h)
CH32M030,EXTEN,0x40023800,peripheral,,#,reference,evt(ch32m030.h)
CH32M030,USBPD0,0x40024000,peripheral,,#,reference,evt(ch32m030.h)
CH32M030,USBPD1,0x40024400,peripheral,,#,reference,evt(ch32m030.h)
CH32M030,OPA,0x40024800,peripheral,,#,reference,evt(ch32m030.h)
CH32M030,DBGMCU,0xe000d000,peripheral,,#,reference,evt(ch32m030.h)
CH32V003,APB1PERIPH,0x40000000,bus,,#,reference,evt(ch32v00x.h)
CH32V003,PERIPH,0x40000000,bus,,#,reference,evt(ch32v00x.h)
CH32V003,APB2PERIPH,0x40010000,bus,,#,reference,evt(ch32v00x.h)
CH32V003,AHBPERIPH,0x40020000,bus,,#,reference,evt(ch32v00x.h)
CH32V003,FLASH,0x00000000,link-origin,,#,reference,evt(Link.ld)
CH32V003,RAM,0x20000000,link-origin,,#,reference,evt(Link.ld)
CH32V003,FLASH,0x08000000,memory,,#,reference,evt(ch32v00x.h)
CH32V003,OB,0x1ffff800,memory,,#,reference,evt(ch32v00x.h)
CH32V003,SRAM,0x20000000,memory,,#,reference,evt(ch32v00x.h)
CH32V003,VENDOR_CFG0,0x1ffff7d4,peripheral,,#,reference,evt(ch32v00x.h)
CH32V003,TIM2,0x40000000,peripheral,,#,reference,evt(ch32v00x.h)
CH32V003,WWDG,0x40002c00,peripheral,,#,reference,evt(ch32v00x.h)
CH32V003,IWDG,0x40003000,peripheral,,#,reference,evt(ch32v00x.h)
CH32V003,I2C1,0x40005400,peripheral,,#,reference,evt(ch32v00x.h)
CH32V003,PWR,0x40007000,peripheral,,#,reference,evt(ch32v00x.h)
CH32V003,AFIO,0x40010000,peripheral,,#,reference,evt(ch32v00x.h)
CH32V003,EXTI,0x40010400,peripheral,,#,reference,evt(ch32v00x.h)
CH32V003,GPIOA,0x40010800,peripheral,,#,reference,evt(ch32v00x.h)
CH32V003,GPIOC,0x40011000,peripheral,,#,reference,evt(ch32v00x.h)
CH32V003,GPIOD,0x40011400,peripheral,,#,reference,evt(ch32v00x.h)
CH32V003,ADC1,0x40012400,peripheral,,#,reference,evt(ch32v00x.h)
CH32V003,TIM1,0x40012c00,peripheral,,#,reference,evt(ch32v00x.h)
CH32V003,SPI1,0x40013000,peripheral,,#,reference,evt(ch32v00x.h)
CH32V003,USART1,0x40013800,peripheral,,#,reference,evt(ch32v00x.h)
CH32V003,DMA1,0x40020000,peripheral,,#,reference,evt(ch32v00x.h)
CH32V003,DMA1_Channel1,0x40020008,peripheral,,#,reference,evt(ch32v00x.h)
CH32V003,DMA1_Channel2,0x4002001c,peripheral,,#,reference,evt(ch32v00x.h)
CH32V003,DMA1_Channel3,0x40020030,peripheral,,#,reference,evt(ch32v00x.h)
CH32V003,DMA1_Channel4,0x40020044,peripheral,,#,reference,evt(ch32v00x.h)
CH32V003,DMA1_Channel5,0x40020058,peripheral,,#,reference,evt(ch32v00x.h)
CH32V003,DMA1_Channel6,0x4002006c,peripheral,,#,reference,evt(ch32v00x.h)
CH32V003,DMA1_Channel7,0x40020080,peripheral,,#,reference,evt(ch32v00x.h)
CH32V003,RCC,0x40021000,peripheral,,#,reference,evt(ch32v00x.h)
CH32V003,FLASH_R,0x40022000,peripheral,,#,reference,evt(ch32v00x.h)
CH32V003,EXTEN,0x40023800,peripheral,,#,reference,evt(ch32v00x.h)
CH32V006,PERIPH,0x40000000,bus,,#,reference,evt(ch32v00X.h)
CH32V006,HBPERIPH,0x40020000,bus,,#,reference,evt(ch32v00X.h)
CH32V006,FLASH,0x00000000,link-origin,,#,reference,evt(Link.ld)
CH32V006,RAM,0x20000000,link-origin,,#,reference,evt(Link.ld)
CH32V006,FLASH,0x08000000,memory,,#,reference,evt(ch32v00X.h)
CH32V006,OB,0x1ffff800,memory,,#,reference,evt(ch32v00X.h)
CH32V006,SRAM,0x20000000,memory,,#,reference,evt(ch32v00X.h)
CH32V006,PB1PERIPH,0x40000000,peripheral,,#,reference,evt(ch32v00X.h)
CH32V006,TIM2,0x40000000,peripheral,,#,reference,evt(ch32v00X.h)
CH32V006,TIM3,0x40000800,peripheral,,#,reference,evt(ch32v00X.h)
CH32V006,WWDG,0x40002c00,peripheral,,#,reference,evt(ch32v00X.h)
CH32V006,IWDG,0x40003000,peripheral,,#,reference,evt(ch32v00X.h)
CH32V006,USART2,0x40004400,peripheral,,#,reference,evt(ch32v00X.h)
CH32V006,I2C1,0x40005400,peripheral,,#,reference,evt(ch32v00X.h)
CH32V006,PWR,0x40007000,peripheral,,#,reference,evt(ch32v00X.h)
CH32V006,AFIO,0x40010000,peripheral,,#,reference,evt(ch32v00X.h)
CH32V006,PB2PERIPH,0x40010000,peripheral,,#,reference,evt(ch32v00X.h)
CH32V006,EXTI,0x40010400,peripheral,,#,reference,evt(ch32v00X.h)
CH32V006,GPIOA,0x40010800,peripheral,,#,reference,evt(ch32v00X.h)
CH32V006,GPIOB,0x40010c00,peripheral,,#,reference,evt(ch32v00X.h)
CH32V006,GPIOC,0x40011000,peripheral,,#,reference,evt(ch32v00X.h)
CH32V006,GPIOD,0x40011400,peripheral,,#,reference,evt(ch32v00X.h)
CH32V006,ADC1,0x40012400,peripheral,,#,reference,evt(ch32v00X.h)
CH32V006,TIM1,0x40012c00,peripheral,,#,reference,evt(ch32v00X.h)
CH32V006,SPI1,0x40013000,peripheral,,#,reference,evt(ch32v00X.h)
CH32V006,USART1,0x40013800,peripheral,,#,reference,evt(ch32v00X.h)
CH32V006,DMA1,0x40020000,peripheral,,#,reference,evt(ch32v00X.h)
CH32V006,DMA1_Channel1,0x40020008,peripheral,,#,reference,evt(ch32v00X.h)
CH32V006,DMA1_Channel2,0x4002001c,peripheral,,#,reference,evt(ch32v00X.h)
CH32V006,DMA1_Channel3,0x40020030,peripheral,,#,reference,evt(ch32v00X.h)
CH32V006,DMA1_Channel4,0x40020044,peripheral,,#,reference,evt(ch32v00X.h)
CH32V006,DMA1_Channel5,0x40020058,peripheral,,#,reference,evt(ch32v00X.h)
CH32V006,DMA1_Channel6,0x4002006c,peripheral,,#,reference,evt(ch32v00X.h)
CH32V006,DMA1_Channel7,0x40020080,peripheral,,#,reference,evt(ch32v00X.h)
CH32V006,RCC,0x40021000,peripheral,,#,reference,evt(ch32v00X.h)
CH32V006,FLASH_R,0x40022000,peripheral,,#,reference,evt(ch32v00X.h)
CH32V006,EXTEN,0x40023800,peripheral,,#,reference,evt(ch32v00X.h)
CH32V006,OPA,0x40024000,peripheral,,#,reference,evt(ch32v00X.h)
CH32V103,APB1PERIPH,0x40000000,bus,,#,reference,evt(ch32v10x.h)
CH32V103,PERIPH,0x40000000,bus,,#,reference,evt(ch32v10x.h)
CH32V103,APB2PERIPH,0x40010000,bus,,#,reference,evt(ch32v10x.h)
CH32V103,AHBPERIPH,0x40020000,bus,,#,reference,evt(ch32v10x.h)
CH32V103,FLASH,0x00000000,link-origin,,#,reference,evt(Link.ld)
CH32V103,RAM,0x20000000,link-origin,,#,reference,evt(Link.ld)
CH32V103,FLASH,0x08000000,memory,,#,reference,evt(ch32v10x.h)
CH32V103,OB,0x1ffff800,memory,,#,reference,evt(ch32v10x.h)
CH32V103,SRAM,0x20000000,memory,,#,reference,evt(ch32v10x.h)
CH32V103,TIM2,0x40000000,peripheral,,#,reference,evt(ch32v10x.h)
CH32V103,TIM3,0x40000400,peripheral,,#,reference,evt(ch32v10x.h)
CH32V103,TIM4,0x40000800,peripheral,,#,reference,evt(ch32v10x.h)
CH32V103,TIM5,0x40000c00,peripheral,,#,reference,evt(ch32v10x.h)
CH32V103,TIM6,0x40001000,peripheral,,#,reference,evt(ch32v10x.h)
CH32V103,TIM7,0x40001400,peripheral,,#,reference,evt(ch32v10x.h)
CH32V103,TIM12,0x40001800,peripheral,,#,reference,evt(ch32v10x.h)
CH32V103,TIM13,0x40001c00,peripheral,,#,reference,evt(ch32v10x.h)
CH32V103,TIM14,0x40002000,peripheral,,#,reference,evt(ch32v10x.h)
CH32V103,RTC,0x40002800,peripheral,,#,reference,evt(ch32v10x.h)
CH32V103,WWDG,0x40002c00,peripheral,,#,reference,evt(ch32v10x.h)
CH32V103,IWDG,0x40003000,peripheral,,#,reference,evt(ch32v10x.h)
CH32V103,SPI2,0x40003800,peripheral,,#,reference,evt(ch32v10x.h)
CH32V103,USART2,0x40004400,peripheral,,#,reference,evt(ch32v10x.h)
CH32V103,USART3,0x40004800,peripheral,,#,reference,evt(ch32v10x.h)
CH32V103,UART4,0x40004c00,peripheral,,#,reference,evt(ch32v10x.h)
CH32V103,UART5,0x40005000,peripheral,,#,reference,evt(ch32v10x.h)
CH32V103,I2C1,0x40005400,peripheral,,#,reference,evt(ch32v10x.h)
CH32V103,I2C2,0x40005800,peripheral,,#,reference,evt(ch32v10x.h)
CH32V103,BKP,0x40006c00,peripheral,,#,reference,evt(ch32v10x.h)
CH32V103,PWR,0x40007000,peripheral,,#,reference,evt(ch32v10x.h)
CH32V103,DAC,0x40007400,peripheral,,#,reference,evt(ch32v10x.h)
CH32V103,AFIO,0x40010000,peripheral,,#,reference,evt(ch32v10x.h)
CH32V103,EXTI,0x40010400,peripheral,,#,reference,evt(ch32v10x.h)
CH32V103,GPIOA,0x40010800,peripheral,,#,reference,evt(ch32v10x.h)
CH32V103,GPIOB,0x40010c00,peripheral,,#,reference,evt(ch32v10x.h)
CH32V103,GPIOC,0x40011000,peripheral,,#,reference,evt(ch32v10x.h)
