series,selector,value,signal,pad,#,confidence,basis
CH32V007,afio-usart2-remap,2,USART2_RX,PA3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V007,afio-usart2-remap,2,USART2_TX,PA2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V007,afio-usart2-remap,3,USART2_CTS,PA0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V007,afio-usart2-remap,3,USART2_RTS,PA1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V007,afio-usart2-remap,3,USART2_RX,PD3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V007,afio-usart2-remap,3,USART2_TX,PD2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V007,afio-usart2-remap,4,USART2_CTS,PB6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V007,afio-usart2-remap,4,USART2_RTS,PA1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V007,afio-usart2-remap,4,USART2_RX,PB1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V007,afio-usart2-remap,4,USART2_TX,PB0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V007,afio-usart2-remap,5,USART2_CTS,PA4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V007,afio-usart2-remap,5,USART2_RTS,PA1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V007,afio-usart2-remap,5,USART2_RX,PD1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V007,afio-usart2-remap,5,USART2_TX,PC4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V007,afio-usart2-remap,6,USART2_CTS,PA7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V007,afio-usart2-remap,6,USART2_RTS,PB3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V007,afio-usart2-remap,6,USART2_RX,PA5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V007,afio-usart2-remap,6,USART2_TX,PA6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V103,afio-i2c1-remap,0,I2C1_SCL,PB6,#,reference,candidates(datasheet-pin-table-default:en)
CH32V103,afio-i2c1-remap,0,I2C1_SDA,PB7,#,reference,candidates(datasheet-pin-table-default:en)
CH32V103,afio-i2c1-remap,0,I2C1_SMBAI,PB5,#,reference,candidates(datasheet-pin-table-default:en)
CH32V103,afio-i2c1-remap,1,I2C1_SCL,PB8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V103,afio-i2c1-remap,1,I2C1_SDA,PB9,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V103,afio-spi1-remap,0,SPI1_MISO,PA6,#,reference,candidates(datasheet-pin-table-default:en)
CH32V103,afio-spi1-remap,0,SPI1_MOSI,PA7,#,reference,candidates(datasheet-pin-table-default:en)
CH32V103,afio-spi1-remap,0,SPI1_NSS,PA4,#,reference,candidates(datasheet-pin-table-default:en)
CH32V103,afio-spi1-remap,0,SPI1_SCK,PA5,#,reference,candidates(datasheet-pin-table-default:en)
CH32V103,afio-spi1-remap,1,SPI1_MISO,PB4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V103,afio-spi1-remap,1,SPI1_MOSI,PB5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V103,afio-spi1-remap,1,SPI1_NSS,PA15,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V103,afio-spi1-remap,1,SPI1_SCK,PB3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V103,afio-tim1-remap,0,TIM1_BKIN,PB12,#,reference,candidates(datasheet-pin-table-default:en)
CH32V103,afio-tim1-remap,0,TIM1_CH1,PA8,#,reference,candidates(datasheet-pin-table-default:en)
CH32V103,afio-tim1-remap,0,TIM1_CH1N,PB13,#,reference,candidates(datasheet-pin-table-default:en)
CH32V103,afio-tim1-remap,0,TIM1_CH2,PA9,#,reference,candidates(datasheet-pin-table-default:en)
CH32V103,afio-tim1-remap,0,TIM1_CH2N,PB14,#,reference,candidates(datasheet-pin-table-default:en)
CH32V103,afio-tim1-remap,0,TIM1_CH3,PA10,#,reference,candidates(datasheet-pin-table-default:en)
CH32V103,afio-tim1-remap,0,TIM1_CH3N,PB15,#,reference,candidates(datasheet-pin-table-default:en)
CH32V103,afio-tim1-remap,0,TIM1_CH4,PA11,#,reference,candidates(datasheet-pin-table-default:en)
CH32V103,afio-tim1-remap,0,TIM1_ETR,PA12,#,reference,candidates(datasheet-pin-table-default:en)
CH32V103,afio-tim1-remap,1,TIM1_BKIN,PA6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V103,afio-tim1-remap,1,TIM1_CH1N,PA7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V103,afio-tim1-remap,1,TIM1_CH2N,PB0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V103,afio-tim1-remap,1,TIM1_CH3N,PB1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V103,afio-tim2-remap,0,TIM2_CH1,PA0-WKUP,#,reference,candidates(datasheet-pin-table-default:en)
CH32V103,afio-tim2-remap,0,TIM2_CH2,PA1,#,reference,candidates(datasheet-pin-table-default:en)
CH32V103,afio-tim2-remap,0,TIM2_CH3,PA2,#,reference,candidates(datasheet-pin-table-default:en)
CH32V103,afio-tim2-remap,0,TIM2_CH4,PA3,#,reference,candidates(datasheet-pin-table-default:en)
CH32V103,afio-tim2-remap,0,TIM2_ETR,PA0-WKUP,#,reference,candidates(datasheet-pin-table-default:en)
CH32V103,afio-tim2-remap,1,TIM2_CH1,PA15,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V103,afio-tim2-remap,1,TIM2_CH2,PB3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V103,afio-tim2-remap,1,TIM2_CH3,PB10,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V103,afio-tim2-remap,1,TIM2_CH4,PB11,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V103,afio-tim2-remap,1,TIM2_ETR,PA15,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V103,afio-tim3-remap,0,TIM3_CH1,PA6,#,reference,candidates(datasheet-pin-table-default:en)
CH32V103,afio-tim3-remap,0,TIM3_CH2,PA7,#,reference,candidates(datasheet-pin-table-default:en)
CH32V103,afio-tim3-remap,0,TIM3_CH3,PB0,#,reference,candidates(datasheet-pin-table-default:en)
CH32V103,afio-tim3-remap,0,TIM3_CH4,PB1,#,reference,candidates(datasheet-pin-table-default:en)
CH32V103,afio-tim3-remap,0,TIM3_ETR,PD2,#,reference,candidates(datasheet-pin-table-default:en)
CH32V103,afio-tim3-remap,2,TIM3_CH1,PB4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V103,afio-tim3-remap,2,TIM3_CH2,PB5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V103,afio-tim3-remap,3,TIM3_CH1,PC6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V103,afio-tim3-remap,3,TIM3_CH2,PC7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V103,afio-tim3-remap,3,TIM3_CH3,PC8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V103,afio-tim3-remap,3,TIM3_CH4,PC9,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V103,afio-tim4-remap,0,TIM4_CH1,PB6,#,reference,candidates(datasheet-pin-table-default:en)
CH32V103,afio-tim4-remap,0,TIM4_CH2,PB7,#,reference,candidates(datasheet-pin-table-default:en)
CH32V103,afio-tim4-remap,0,TIM4_CH3,PB8,#,reference,candidates(datasheet-pin-table-default:en)
CH32V103,afio-tim4-remap,0,TIM4_CH4,PB9,#,reference,candidates(datasheet-pin-table-default:en)
CH32V103,afio-usart1-remap,0,USART1_CK,PA8,#,reference,candidates(datasheet-pin-table-default:en)
CH32V103,afio-usart1-remap,0,USART1_CTS,PA11,#,reference,candidates(datasheet-pin-table-default:en)
CH32V103,afio-usart1-remap,0,USART1_RTS,PA12,#,reference,candidates(datasheet-pin-table-default:en)
CH32V103,afio-usart1-remap,0,USART1_RX,PA10,#,reference,candidates(datasheet-pin-table-default:en)
CH32V103,afio-usart1-remap,0,USART1_TX,PA9,#,reference,candidates(datasheet-pin-table-default:en)
CH32V103,afio-usart1-remap,1,USART1_RX,PB7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V103,afio-usart1-remap,1,USART1_TX,PB6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V103,afio-usart2-remap,0,USART2_CK,PA4,#,reference,candidates(datasheet-pin-table-default:en)
CH32V103,afio-usart2-remap,0,USART2_CTS,PA0-WKUP,#,reference,candidates(datasheet-pin-table-default:en)
CH32V103,afio-usart2-remap,0,USART2_RTS,PA1,#,reference,candidates(datasheet-pin-table-default:en)
CH32V103,afio-usart2-remap,0,USART2_RX,PA3,#,reference,candidates(datasheet-pin-table-default:en)
CH32V103,afio-usart2-remap,0,USART2_TX,PA2,#,reference,candidates(datasheet-pin-table-default:en)
CH32V103,afio-usart3-remap,0,USART3_CK,PB12,#,reference,candidates(datasheet-pin-table-default:en)
CH32V103,afio-usart3-remap,0,USART3_CTS,PB13,#,reference,candidates(datasheet-pin-table-default:en)
CH32V103,afio-usart3-remap,0,USART3_RTS,PB14,#,reference,candidates(datasheet-pin-table-default:en)
CH32V103,afio-usart3-remap,0,USART3_RX,PB11,#,reference,candidates(datasheet-pin-table-default:en)
CH32V103,afio-usart3-remap,0,USART3_TX,PB10,#,reference,candidates(datasheet-pin-table-default:en)
CH32V103,afio-usart3-remap,1,USART3_CK,PC12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V103,afio-usart3-remap,1,USART3_RX,PC11,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V103,afio-usart3-remap,1,USART3_TX,PC10,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-can-remap,0,CAN1_RX,PA11,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,afio-can-remap,0,CAN1_TX,PA12,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,afio-can-remap,2,CAN1_RX,PB8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-can-remap,2,CAN1_TX,PB9,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-i2c1-remap,0,I2C1_SCL,PB6,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,afio-i2c1-remap,0,I2C1_SDA,PB7,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,afio-i2c1-remap,0,I2C1_SMBA,PB5,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,afio-i2c1-remap,1,I2C1_SCL,PB8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-i2c1-remap,1,I2C1_SDA,PB9,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-spi1-remap,0,SPI1_MISO,PA6,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,afio-spi1-remap,0,SPI1_MOSI,PA7,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,afio-spi1-remap,0,SPI1_NSS,PA4,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,afio-spi1-remap,0,SPI1_SCK,PA5,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,afio-spi1-remap,1,SPI1_MISO,PB4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-spi1-remap,1,SPI1_MOSI,PB5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-spi1-remap,1,SPI1_NSS,PA15,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-spi1-remap,1,SPI1_SCK,PB3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-tim1-remap,0,TIM1_BKIN,PB12,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,afio-tim1-remap,0,TIM1_CH1,PA8,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,afio-tim1-remap,0,TIM1_CH1N,PB13,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,afio-tim1-remap,0,TIM1_CH2,PA9,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,afio-tim1-remap,0,TIM1_CH2N,PB14,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,afio-tim1-remap,0,TIM1_CH3,PA10,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,afio-tim1-remap,0,TIM1_CH3N,PB15,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,afio-tim1-remap,0,TIM1_CH4,PA11,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,afio-tim1-remap,0,TIM1_ETR,PA12,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,afio-tim1-remap,1,TIM1_BKIN,PA6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-tim1-remap,1,TIM1_CH1,PA8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-tim1-remap,1,TIM1_CH1N,PA7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-tim1-remap,1,TIM1_CH2,PA9,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-tim1-remap,1,TIM1_CH2N,PB0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-tim1-remap,1,TIM1_CH3,PA10,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-tim1-remap,1,TIM1_CH3N,PB1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-tim1-remap,1,TIM1_CH4,PA11,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-tim1-remap,1,TIM1_ETR,PA12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-tim2-remap,0,TIM2_CH1,PA0-WKUP,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,afio-tim2-remap,0,TIM2_CH2,PA1,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,afio-tim2-remap,0,TIM2_CH3,PA2,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,afio-tim2-remap,0,TIM2_CH4,PA3,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,afio-tim2-remap,0,TIM2_ETR,PA0-WKUP,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,afio-tim2-remap,1,TIM2_CH1,PA15,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-tim2-remap,1,TIM2_CH2,PB3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-tim2-remap,1,TIM2_CH3,PA2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-tim2-remap,1,TIM2_CH4,PA3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-tim2-remap,1,TIM2_ETR,PA15,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-tim2-remap,2,TIM2_CH1,PA0-WKUP,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-tim2-remap,2,TIM2_CH2,PA1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-tim2-remap,2,TIM2_CH3,PB10,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-tim2-remap,2,TIM2_CH4,PB11,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-tim2-remap,2,TIM2_ETR,PA0-WKUP,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-tim2-remap,3,TIM2_CH1,PA15,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-tim2-remap,3,TIM2_CH2,PB3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-tim2-remap,3,TIM2_CH3,PB10,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-tim2-remap,3,TIM2_CH4,PB11,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-tim2-remap,3,TIM2_ETR,PA15,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-tim3-remap,0,TIM3_CH1,PA6,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,afio-tim3-remap,0,TIM3_CH2,PA7,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,afio-tim3-remap,0,TIM3_CH3,PB0,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,afio-tim3-remap,0,TIM3_CH4,PB1,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,afio-tim3-remap,0,TIM3_ETR,PD2,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,afio-tim3-remap,2,TIM3_CH1,PB4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-tim3-remap,2,TIM3_CH2,PB5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-tim3-remap,2,TIM3_CH3,PB0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-tim3-remap,2,TIM3_CH4,PB1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-tim3-remap,2,TIM3_ETR,PD2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-tim3-remap,3,TIM3_CH1,PC6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-tim3-remap,3,TIM3_CH2,PC7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-tim3-remap,3,TIM3_CH3,PC8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-tim3-remap,3,TIM3_CH4,PC9,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-tim3-remap,3,TIM3_ETR,PD2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-tim4-remap,0,TIM4_CH1,PB6,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,afio-tim4-remap,0,TIM4_CH2,PB7,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,afio-tim4-remap,0,TIM4_CH3,PB8,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,afio-tim4-remap,0,TIM4_CH4,PB9,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,afio-tim5ch4-rm,0,TIM5_CH4,PA3,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,afio-usart1-remap,0,USART1_CK,PA8,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,afio-usart1-remap,0,USART1_CTS,PA11,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,afio-usart1-remap,0,USART1_RTS,PA12,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,afio-usart1-remap,0,USART1_RX,PA10,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,afio-usart1-remap,0,USART1_TX,PA9,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,afio-usart1-remap,1,USART1_CK,PA8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-usart1-remap,1,USART1_CTS,PA11,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-usart1-remap,1,USART1_RTS,PA12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-usart1-remap,1,USART1_RX,PB7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-usart1-remap,1,USART1_TX,PB6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-usart2-remap,0,USART2_CK,PA4,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,afio-usart2-remap,0,USART2_CTS,PA0-WKUP,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,afio-usart2-remap,0,USART2_RTS,PA1,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,afio-usart2-remap,0,USART2_RX,PA3,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,afio-usart2-remap,0,USART2_TX,PA2,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,afio-usart3-remap,0,USART3_CK,PB12,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,afio-usart3-remap,0,USART3_CTS,PB13,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,afio-usart3-remap,0,USART3_RTS,PB14,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,afio-usart3-remap,0,USART3_RX,PB11,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,afio-usart3-remap,0,USART3_TX,PB10,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,afio-usart3-remap,1,USART3_CK,PC12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-usart3-remap,1,USART3_CTS,PB13,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-usart3-remap,1,USART3_RTS,PB14,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-usart3-remap,1,USART3_RX,PC11,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-usart3-remap,1,USART3_TX,PC10,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-usart4-rm,0,UART4_RX,PC11,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,afio-usart4-rm,0,UART4_TX,PC10,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,afio-usart4-rm,0,USART4_CK,PB2,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,afio-usart4-rm,0,USART4_CTS,PB3,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,afio-usart4-rm,0,USART4_RTS,PB4,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,afio-usart4-rm,0,USART4_RX,PB1,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,afio-usart4-rm,0,USART4_TX,PB0,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,afio-usart4-rm,1,UART4_RX,PB1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-usart4-rm,1,UART4_TX,PB0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-usart4-rm,1,USART4_CK,PA6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-usart4-rm,1,USART4_CTS,PA7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-usart4-rm,1,USART4_RTS,PA15,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-usart4-rm,1,USART4_RX,PB5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,afio-usart4-rm,1,USART4_TX,PA5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V203,extend-eth-10m-en,0,ETH_RXN,PC7,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,extend-eth-10m-en,0,ETH_RXP,PC6,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,extend-eth-10m-en,0,ETH_TXN,PC9,#,reference,candidates(datasheet-pin-table-default:en)
CH32V203,extend-eth-10m-en,0,ETH_TXP,PC8,#,reference,candidates(datasheet-pin-table-default:en)
CH32V208,afio-can-remap,0,CAN1_RX,PA11,#,reference,candidates(datasheet-pin-table-default:en)
CH32V208,afio-can-remap,0,CAN1_TX,PA12,#,reference,candidates(datasheet-pin-table-default:en)
CH32V208,afio-can-remap,2,CAN1_RX,PB8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V208,afio-can-remap,2,CAN1_TX,PB9,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V208,afio-i2c1-remap,0,I2C1_SCL,PB6,#,reference,candidates(datasheet-pin-table-default:en)
CH32V208,afio-i2c1-remap,0,I2C1_SDA,PB7,#,reference,candidates(datasheet-pin-table-default:en)
CH32V208,afio-i2c1-remap,0,I2C1_SMBA,PB5,#,reference,candidates(datasheet-pin-table-default:en)
CH32V208,afio-i2c1-remap,1,I2C1_SCL,PB8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V208,afio-i2c1-remap,1,I2C1_SDA,PB9,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V208,afio-spi1-remap,0,SPI1_MISO,PA6,#,reference,candidates(datasheet-pin-table-default:en)
CH32V208,afio-spi1-remap,0,SPI1_MOSI,PA7,#,reference,candidates(datasheet-pin-table-default:en)
CH32V208,afio-spi1-remap,0,SPI1_NSS,PA4,#,reference,candidates(datasheet-pin-table-default:en)
CH32V208,afio-spi1-remap,0,SPI1_SCK,PA5,#,reference,candidates(datasheet-pin-table-default:en)
CH32V208,afio-spi1-remap,1,SPI1_MISO,PB4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V208,afio-spi1-remap,1,SPI1_MOSI,PB5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V208,afio-spi1-remap,1,SPI1_NSS,PA15,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V208,afio-spi1-remap,1,SPI1_SCK,PB3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V208,afio-tim1-remap,0,TIM1_BKIN,PB12,#,reference,candidates(datasheet-pin-table-default:en)
CH32V208,afio-tim1-remap,0,TIM1_CH1,PA8,#,reference,candidates(datasheet-pin-table-default:en)
CH32V208,afio-tim1-remap,0,TIM1_CH1N,PB13,#,reference,candidates(datasheet-pin-table-default:en)
CH32V208,afio-tim1-remap,0,TIM1_CH2,PA9,#,reference,candidates(datasheet-pin-table-default:en)
CH32V208,afio-tim1-remap,0,TIM1_CH2N,PB14,#,reference,candidates(datasheet-pin-table-default:en)
CH32V208,afio-tim1-remap,0,TIM1_CH3,PA10,#,reference,candidates(datasheet-pin-table-default:en)
CH32V208,afio-tim1-remap,0,TIM1_CH3N,PB15,#,reference,candidates(datasheet-pin-table-default:en)
CH32V208,afio-tim1-remap,0,TIM1_CH4,PA11,#,reference,candidates(datasheet-pin-table-default:en)
CH32V208,afio-tim1-remap,0,TIM1_ETR,PA12,#,reference,candidates(datasheet-pin-table-default:en)
CH32V208,afio-tim1-remap,1,TIM1_BKIN,PA6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V208,afio-tim1-remap,1,TIM1_CH1,PA8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V208,afio-tim1-remap,1,TIM1_CH1N,PA7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V208,afio-tim1-remap,1,TIM1_CH2,PA9,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V208,afio-tim1-remap,1,TIM1_CH2N,PB0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V208,afio-tim1-remap,1,TIM1_CH3,PA10,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V208,afio-tim1-remap,1,TIM1_CH3N,PB1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
