series,selector,value,signal,pad,#,confidence,basis
CH32V208,afio-tim1-remap,1,TIM1_CH4,PA11,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V208,afio-tim1-remap,1,TIM1_ETR,PA12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V208,afio-tim2-remap,0,TIM2_CH1,PA0-WKUP,#,reference,candidates(datasheet-pin-table-default:en)
CH32V208,afio-tim2-remap,0,TIM2_CH2,PA1,#,reference,candidates(datasheet-pin-table-default:en)
CH32V208,afio-tim2-remap,0,TIM2_CH3,PA2,#,reference,candidates(datasheet-pin-table-default:en)
CH32V208,afio-tim2-remap,0,TIM2_CH4,PA3,#,reference,candidates(datasheet-pin-table-default:en)
CH32V208,afio-tim2-remap,0,TIM2_ETR,PA0-WKUP,#,reference,candidates(datasheet-pin-table-default:en)
CH32V208,afio-tim2-remap,1,TIM2_CH1,PA15,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V208,afio-tim2-remap,1,TIM2_CH2,PB3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V208,afio-tim2-remap,1,TIM2_CH3,PA2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V208,afio-tim2-remap,1,TIM2_CH4,PA3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V208,afio-tim2-remap,1,TIM2_ETR,PA15,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V208,afio-tim2-remap,2,TIM2_CH1,PA0-WKUP,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V208,afio-tim2-remap,2,TIM2_CH2,PA1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V208,afio-tim2-remap,2,TIM2_CH3,PB10,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V208,afio-tim2-remap,2,TIM2_CH4,PB11,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V208,afio-tim2-remap,2,TIM2_ETR,PA0-WKUP,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V208,afio-tim2-remap,3,TIM2_CH1,PA15,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V208,afio-tim2-remap,3,TIM2_CH2,PB3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V208,afio-tim2-remap,3,TIM2_CH3,PB10,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V208,afio-tim2-remap,3,TIM2_CH4,PB11,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V208,afio-tim2-remap,3,TIM2_ETR,PA15,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V208,afio-tim3-remap,0,TIM3_CH1,PA6,#,reference,candidates(datasheet-pin-table-default:en)
CH32V208,afio-tim3-remap,0,TIM3_CH2,PA7,#,reference,candidates(datasheet-pin-table-default:en)
CH32V208,afio-tim3-remap,0,TIM3_CH3,PB0,#,reference,candidates(datasheet-pin-table-default:en)
CH32V208,afio-tim3-remap,0,TIM3_CH4,PB1,#,reference,candidates(datasheet-pin-table-default:en)
CH32V208,afio-tim3-remap,0,TIM3_ETR,PD2,#,reference,candidates(datasheet-pin-table-default:en)
CH32V208,afio-tim3-remap,2,TIM3_CH1,PB4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V208,afio-tim3-remap,2,TIM3_CH2,PB5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V208,afio-tim3-remap,2,TIM3_CH3,PB0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V208,afio-tim3-remap,2,TIM3_CH4,PB1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V208,afio-tim3-remap,2,TIM3_ETR,PD2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V208,afio-tim3-remap,3,TIM3_CH1,PC6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V208,afio-tim3-remap,3,TIM3_CH2,PC7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V208,afio-tim3-remap,3,TIM3_CH3,PC8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V208,afio-tim3-remap,3,TIM3_CH4,PC9,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V208,afio-tim3-remap,3,TIM3_ETR,PD2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V208,afio-tim4-remap,0,TIM4_CH1,PB6,#,reference,candidates(datasheet-pin-table-default:en)
CH32V208,afio-tim4-remap,0,TIM4_CH2,PB7,#,reference,candidates(datasheet-pin-table-default:en)
CH32V208,afio-tim4-remap,0,TIM4_CH3,PB8,#,reference,candidates(datasheet-pin-table-default:en)
CH32V208,afio-tim4-remap,0,TIM4_CH4,PB9,#,reference,candidates(datasheet-pin-table-default:en)
CH32V208,afio-tim5ch4-rm,0,TIM5_CH4,PA3,#,reference,candidates(datasheet-pin-table-default:en)
CH32V208,afio-usart1-remap,0,USART1_CK,PA8,#,reference,candidates(datasheet-pin-table-default:en)
CH32V208,afio-usart1-remap,0,USART1_CTS,PA11,#,reference,candidates(datasheet-pin-table-default:en)
CH32V208,afio-usart1-remap,0,USART1_RTS,PA12,#,reference,candidates(datasheet-pin-table-default:en)
CH32V208,afio-usart1-remap,0,USART1_RX,PA10,#,reference,candidates(datasheet-pin-table-default:en)
CH32V208,afio-usart1-remap,0,USART1_TX,PA9,#,reference,candidates(datasheet-pin-table-default:en)
CH32V208,afio-usart1-remap,1,USART1_CK,PA8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V208,afio-usart1-remap,1,USART1_CTS,PA11,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V208,afio-usart1-remap,1,USART1_RTS,PA12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V208,afio-usart1-remap,1,USART1_RX,PB7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V208,afio-usart1-remap,1,USART1_TX,PB6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V208,afio-usart2-remap,0,USART2_CK,PA4,#,reference,candidates(datasheet-pin-table-default:en)
CH32V208,afio-usart2-remap,0,USART2_CTS,PA0-WKUP,#,reference,candidates(datasheet-pin-table-default:en)
CH32V208,afio-usart2-remap,0,USART2_RTS,PA1,#,reference,candidates(datasheet-pin-table-default:en)
CH32V208,afio-usart2-remap,0,USART2_RX,PA3,#,reference,candidates(datasheet-pin-table-default:en)
CH32V208,afio-usart2-remap,0,USART2_TX,PA2,#,reference,candidates(datasheet-pin-table-default:en)
CH32V208,afio-usart3-remap,0,USART3_CK,PB12,#,reference,candidates(datasheet-pin-table-default:en)
CH32V208,afio-usart3-remap,0,USART3_CTS,PB13,#,reference,candidates(datasheet-pin-table-default:en)
CH32V208,afio-usart3-remap,0,USART3_RTS,PB14,#,reference,candidates(datasheet-pin-table-default:en)
CH32V208,afio-usart3-remap,0,USART3_RX,PB11,#,reference,candidates(datasheet-pin-table-default:en)
CH32V208,afio-usart3-remap,0,USART3_TX,PB10,#,reference,candidates(datasheet-pin-table-default:en)
CH32V208,afio-usart3-remap,1,USART3_CK,PC12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V208,afio-usart3-remap,1,USART3_CTS,PB13,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V208,afio-usart3-remap,1,USART3_RTS,PB14,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V208,afio-usart3-remap,1,USART3_RX,PC11,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V208,afio-usart3-remap,1,USART3_TX,PC10,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V208,afio-usart4-rm,0,UART4_RX,PC11,#,reference,candidates(datasheet-pin-table-default:en)
CH32V208,afio-usart4-rm,0,UART4_TX,PC10,#,reference,candidates(datasheet-pin-table-default:en)
CH32V208,afio-usart4-rm,1,UART4_RX,PB1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V208,afio-usart4-rm,1,UART4_TX,PB0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V208,extend-eth-10m-en,0,ETH_RXN,PC7,#,reference,candidates(datasheet-pin-table-default:en)
CH32V208,extend-eth-10m-en,0,ETH_RXP,PC6,#,reference,candidates(datasheet-pin-table-default:en)
CH32V208,extend-eth-10m-en,0,ETH_TXN,PC9,#,reference,candidates(datasheet-pin-table-default:en)
CH32V208,extend-eth-10m-en,0,ETH_TXP,PC8,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-can-remap,0,CAN1_RX,PA11,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-can-remap,0,CAN1_TX,PA12,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-can-remap,2,CAN1_RX,PB8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-can-remap,2,CAN1_TX,PB9,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-can-remap,3,CAN1_RX,PD0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-can-remap,3,CAN1_TX,PD1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-can2-remap,0,CAN2_RX,PB12,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-can2-remap,0,CAN2_TX,PB13,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-can2-remap,1,CAN2_RX,PB5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-can2-remap,1,CAN2_TX,PB6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-eth-remap,0,ETH_MII_COL,PA3,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-eth-remap,0,ETH_MII_CRS,PA0-WKUP,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-eth-remap,0,ETH_MII_MDC,PC1,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-eth-remap,0,ETH_MII_MDIO,PA2,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-eth-remap,0,ETH_MII_PPS_OUT,PB5,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-eth-remap,0,ETH_MII_RXD0,PC4,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-eth-remap,0,ETH_MII_RXD1,PC5,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-eth-remap,0,ETH_MII_RXD2,PB0,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-eth-remap,0,ETH_MII_RXD3,PB1,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-eth-remap,0,ETH_MII_RX_CLK,PA1,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-eth-remap,0,ETH_MII_RX_DV,PA7,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-eth-remap,0,ETH_MII_RX_ER,PB10,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-eth-remap,0,ETH_MII_TXD0,PB12,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-eth-remap,0,ETH_MII_TXD1,PB13,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-eth-remap,0,ETH_MII_TXD2,PC2,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-eth-remap,0,ETH_MII_TXD3,PB8,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-eth-remap,0,ETH_MII_TX_CLK,PC3,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-eth-remap,0,ETH_MII_TX_EN,PB11,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-eth-remap,0,ETH_RGMII_125IN,PB1,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-eth-remap,0,ETH_RGMII_GTXC,PA2,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-eth-remap,0,ETH_RGMII_MDC,PB12,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-eth-remap,0,ETH_RGMII_MDIO,PB13,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-eth-remap,0,ETH_RGMII_RXC,PC0,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-eth-remap,0,ETH_RGMII_RXCTL,PC1,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-eth-remap,0,ETH_RGMII_RXD0,PC2,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-eth-remap,0,ETH_RGMII_RXD1,PC3,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-eth-remap,0,ETH_RGMII_RXD2,PA0-WKUP,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-eth-remap,0,ETH_RGMII_RXD3,PA1,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-eth-remap,0,ETH_RGMII_TXD0,PA7,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-eth-remap,0,ETH_RGMII_TXD1,PC4,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-eth-remap,0,ETH_RGMII_TXD2,PC5,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-eth-remap,0,ETH_RGMII_TXD3,PB0,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-eth-remap,0,ETH_RGMII_TXEN,PA3,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-eth-remap,0,ETH_RMII_CRS_DV,PA7,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-eth-remap,0,ETH_RMII_MDC,PC1,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-eth-remap,0,ETH_RMII_MDIO,PA2,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-eth-remap,0,ETH_RMII_PPS_OUT,PB5,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-eth-remap,0,ETH_RMII_REF_CLK,PA1,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-eth-remap,0,ETH_RMII_RXD0,PC4,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-eth-remap,0,ETH_RMII_RXD1,PC5,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-eth-remap,0,ETH_RMII_TXD0,PB12,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-eth-remap,0,ETH_RMII_TXD1,PB13,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-eth-remap,0,ETH_RMII_TX_EN,PB11,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-eth-remap,0,ETH_RXN,PC7,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-eth-remap,0,ETH_RXP,PC6,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-eth-remap,0,ETH_TXN,PC9,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-eth-remap,0,ETH_TXP,PC8,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-eth-remap,1,ETH_MII_RXD0,PD9,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-eth-remap,1,ETH_MII_RXD1,PD10,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-eth-remap,1,ETH_MII_RXD2,PD11,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-eth-remap,1,ETH_MII_RX_DV,PD8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-eth-remap,1,ETH_RMII_CRS_DV,PD8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-eth-remap,1,ETH_RMII_RXD0,PD9,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-eth-remap,1,ETH_RMII_RXD1,PD10,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-fsmc-nadv-remap,0,FSMC_A16,PD11,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-fsmc-nadv-remap,0,FSMC_A17,PD12,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-fsmc-nadv-remap,0,FSMC_A18,PD13,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-fsmc-nadv-remap,0,FSMC_A19,PE3,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-fsmc-nadv-remap,0,FSMC_A20,PE4,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-fsmc-nadv-remap,0,FSMC_A21,PE5,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-fsmc-nadv-remap,0,FSMC_A22,PE6,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-fsmc-nadv-remap,0,FSMC_A23,PE2,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-fsmc-nadv-remap,0,FSMC_CLK,PD3,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-fsmc-nadv-remap,0,FSMC_D0,PD14,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-fsmc-nadv-remap,0,FSMC_D1,PD15,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-fsmc-nadv-remap,0,FSMC_D10,PE13,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-fsmc-nadv-remap,0,FSMC_D11,PE14,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-fsmc-nadv-remap,0,FSMC_D12,PE15,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-fsmc-nadv-remap,0,FSMC_D13,PD8,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-fsmc-nadv-remap,0,FSMC_D14,PD9,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-fsmc-nadv-remap,0,FSMC_D15,PD10,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-fsmc-nadv-remap,0,FSMC_D2,PD0,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-fsmc-nadv-remap,0,FSMC_D3,PD1,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-fsmc-nadv-remap,0,FSMC_D4,PE7,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-fsmc-nadv-remap,0,FSMC_D5,PE8,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-fsmc-nadv-remap,0,FSMC_D6,PE9,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-fsmc-nadv-remap,0,FSMC_D7,PE10,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-fsmc-nadv-remap,0,FSMC_D8,PE11,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-fsmc-nadv-remap,0,FSMC_D9,PE12,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-fsmc-nadv-remap,0,FSMC_NADV,PB7,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-fsmc-nadv-remap,0,FSMC_NADV,PD2,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-fsmc-nadv-remap,0,FSMC_NBL0,PE0,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-fsmc-nadv-remap,0,FSMC_NBL1,PE1,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-fsmc-nadv-remap,0,FSMC_NCE2,PD7,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-fsmc-nadv-remap,0,FSMC_NE1,PD7,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-fsmc-nadv-remap,0,FSMC_NOE,PD4,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-fsmc-nadv-remap,0,FSMC_NWAIT,PD6,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-fsmc-nadv-remap,0,FSMC_NWE,PD5,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-i2c1-remap,0,I2C1_SCL,PB6,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-i2c1-remap,0,I2C1_SDA,PB7,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-i2c1-remap,0,I2C1_SMBA,PB5,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-i2c1-remap,1,I2C1_SCL,PB8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-i2c1-remap,1,I2C1_SDA,PB9,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-spi1-remap,0,SPI1_MISO,PA6,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-spi1-remap,0,SPI1_MOSI,PA7,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-spi1-remap,0,SPI1_NSS,PA4,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-spi1-remap,0,SPI1_SCK,PA5,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-spi1-remap,1,SPI1_MISO,PB4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-spi1-remap,1,SPI1_MOSI,PB5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-spi1-remap,1,SPI1_NSS,PA15,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-spi1-remap,1,SPI1_SCK,PB3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-spi3-remap,0,SPI3_MISO,PB4,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-spi3-remap,0,SPI3_MOSI,PA15,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-spi3-remap,0,SPI3_MOSI,PB5,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-spi3-remap,0,SPI3_NSS,PA15,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-spi3-remap,0,SPI3_SCK,PB3,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-spi3-remap,1,SPI3_MISO,PC11,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-spi3-remap,1,SPI3_MOSI,PC12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-spi3-remap,1,SPI3_NSS,PA4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-spi3-remap,1,SPI3_SCK,PC10,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim1-remap,0,TIM1_BKIN,PB12,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-tim1-remap,0,TIM1_CH1,PA8,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-tim1-remap,0,TIM1_CH1N,PB13,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-tim1-remap,0,TIM1_CH2,PA9,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-tim1-remap,0,TIM1_CH2N,PB14,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-tim1-remap,0,TIM1_CH3,PA10,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-tim1-remap,0,TIM1_CH3N,PB15,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-tim1-remap,0,TIM1_CH4,PA11,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-tim1-remap,0,TIM1_ETR,PA12,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-tim1-remap,1,TIM1_BKIN,PA6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim1-remap,1,TIM1_CH1,PA8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim1-remap,1,TIM1_CH1N,PA7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim1-remap,1,TIM1_CH2,PA9,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
