tag,parent,series,family,precision,features,features_zh,sections,#,confidence,basis
TIM,,CH32V007,CH32V006,datasheet,Timer and Watchdog,定时器及看门狗,1.4.12,#,confirmed,features(CH32V007DS0.PDF)
TIM,,CH32V103,CH32V103,datasheet,Advanced-control Timer (TIM1);General-purpose timer (TIM2/3/4);Timer,定时器;通用定时器（TIM2/3/4）;高级控制定时器（TIM1）,1.5.14;1.5.14.1;1.5.14.2,#,confirmed,features(CH32V103DS0.PDF)
TIM,,CH32V203,CH32V20x,datasheet,Timer and Watchdog,定时器及看门狗,1.4.15;2.5.14,#,confirmed,features(CH32V203DS0.PDF)+features(CH32V205DS0.PDF)
TIM,,CH32V205,CH32V205,datasheet,Timer and Watchdog,定时器及看门狗,1.4.15,#,confirmed,features(CH32V205DS0.PDF)
TIM,,CH32V208,CH32V20x,datasheet,Timer and watchdog,定时器及看门狗,2.5.14,#,confirmed,features(CH32V208DS0.PDF)
TIM,,CH32V303,CH32V307,datasheet,Timer and Watchdog,定时器及看门狗,2.5.15,#,confirmed,features(CH32V20x_30xDS0.PDF)
TIM,,CH32V305,CH32V307,datasheet,Timer and Watchdog,定时器及看门狗,2.5.15,#,confirmed,features(CH32V20x_30xDS0.PDF)
TIM,,CH32V307,CH32V307,datasheet,Timer and Watchdog,定时器及看门狗,2.5.15,#,confirmed,features(CH32V20x_30xDS0.PDF)
TIM,,CH32V317,CH32V307,datasheet,Timer and Watchdog,定时器及看门狗,2.5.15,#,confirmed,features(CH32V20x_30xDS0.PDF)
TIM,,CH32V407,CH32V407,datasheet,Timer and Watchdog,定时器及看门狗,1.4.15,#,confirmed,features(CH32V407DS0.PDF)
TIM,,CH32V467,CH32V407,datasheet,Timer and Watchdog,定时器及看门狗,1.4.15,#,confirmed,features(CH32V407DS0.PDF)
TIM,,CH32X033,CH32X035,datasheet,Timer and Watchdog,定时器及看门狗,1.4.13,#,confirmed,features(CH32X035DS0.PDF)
