family,register,type,member,field,kind,of_field,bits,mask,value,description,rm_access,rm_reset,#,confidence,basis
CH32V103,FLASH_WRPR0,FLASH,OB.WRPR0,nWRPR0,field,,15:8,0xff00,,Flash memory write protection complemented option bytes,,,#,reference,evt(ch32v10x.h)
CH32V103,FLASH_WRPR1,FLASH,OB.WRPR1,WRPR1,field,,23:16,0xff0000,,Flash memory write protection option bytes,,,#,reference,evt(ch32v10x.h)
CH32V103,FLASH_WRPR1,FLASH,OB.WRPR1,nWRPR1,field,,31:24,0xff000000,,Flash memory write protection complemented option bytes,,,#,reference,evt(ch32v10x.h)
CH32V103,FLASH_WRPR2,FLASH,OB.WRPR2,WRPR2,field,,7:0,0xff,,Flash memory write protection option bytes,,,#,reference,evt(ch32v10x.h)
CH32V103,FLASH_WRPR2,FLASH,OB.WRPR2,nWRPR2,field,,15:8,0xff00,,Flash memory write protection complemented option bytes,,,#,reference,evt(ch32v10x.h)
CH32V103,FLASH_WRPR3,FLASH,OB.WRPR3,WRPR3,field,,23:16,0xff0000,,Flash memory write protection option bytes,,,#,reference,evt(ch32v10x.h)
CH32V103,FLASH_WRPR3,FLASH,OB.WRPR3,nWRPR3,field,,31:24,0xff000000,,Flash memory write protection complemented option bytes,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_BCR,GPIO,GPIO.BCR,BR0,field,,0,0x1,,Port x Reset bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_BCR,GPIO,GPIO.BCR,BR1,field,,1,0x2,,Port x Reset bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_BCR,GPIO,GPIO.BCR,BR2,field,,2,0x4,,Port x Reset bit 2,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_BCR,GPIO,GPIO.BCR,BR3,field,,3,0x8,,Port x Reset bit 3,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_BCR,GPIO,GPIO.BCR,BR4,field,,4,0x10,,Port x Reset bit 4,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_BCR,GPIO,GPIO.BCR,BR5,field,,5,0x20,,Port x Reset bit 5,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_BCR,GPIO,GPIO.BCR,BR6,field,,6,0x40,,Port x Reset bit 6,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_BCR,GPIO,GPIO.BCR,BR7,field,,7,0x80,,Port x Reset bit 7,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_BCR,GPIO,GPIO.BCR,BR8,field,,8,0x100,,Port x Reset bit 8,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_BCR,GPIO,GPIO.BCR,BR9,field,,9,0x200,,Port x Reset bit 9,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_BCR,GPIO,GPIO.BCR,BR10,field,,10,0x400,,Port x Reset bit 10,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_BCR,GPIO,GPIO.BCR,BR11,field,,11,0x800,,Port x Reset bit 11,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_BCR,GPIO,GPIO.BCR,BR12,field,,12,0x1000,,Port x Reset bit 12,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_BCR,GPIO,GPIO.BCR,BR13,field,,13,0x2000,,Port x Reset bit 13,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_BCR,GPIO,GPIO.BCR,BR14,field,,14,0x4000,,Port x Reset bit 14,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_BCR,GPIO,GPIO.BCR,BR15,field,,15,0x8000,,Port x Reset bit 15,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_BSHR,GPIO,GPIO.BSHR,BS0,field,,0,0x1,,Port x Set bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_BSHR,GPIO,GPIO.BSHR,BS1,field,,1,0x2,,Port x Set bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_BSHR,GPIO,GPIO.BSHR,BS2,field,,2,0x4,,Port x Set bit 2,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_BSHR,GPIO,GPIO.BSHR,BS3,field,,3,0x8,,Port x Set bit 3,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_BSHR,GPIO,GPIO.BSHR,BS4,field,,4,0x10,,Port x Set bit 4,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_BSHR,GPIO,GPIO.BSHR,BS5,field,,5,0x20,,Port x Set bit 5,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_BSHR,GPIO,GPIO.BSHR,BS6,field,,6,0x40,,Port x Set bit 6,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_BSHR,GPIO,GPIO.BSHR,BS7,field,,7,0x80,,Port x Set bit 7,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_BSHR,GPIO,GPIO.BSHR,BS8,field,,8,0x100,,Port x Set bit 8,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_BSHR,GPIO,GPIO.BSHR,BS9,field,,9,0x200,,Port x Set bit 9,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_BSHR,GPIO,GPIO.BSHR,BS10,field,,10,0x400,,Port x Set bit 10,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_BSHR,GPIO,GPIO.BSHR,BS11,field,,11,0x800,,Port x Set bit 11,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_BSHR,GPIO,GPIO.BSHR,BS12,field,,12,0x1000,,Port x Set bit 12,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_BSHR,GPIO,GPIO.BSHR,BS13,field,,13,0x2000,,Port x Set bit 13,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_BSHR,GPIO,GPIO.BSHR,BS14,field,,14,0x4000,,Port x Set bit 14,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_BSHR,GPIO,GPIO.BSHR,BS15,field,,15,0x8000,,Port x Set bit 15,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_BSHR,GPIO,GPIO.BSHR,BR0,field,,16,0x10000,,Port x Reset bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_BSHR,GPIO,GPIO.BSHR,BR1,field,,17,0x20000,,Port x Reset bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_BSHR,GPIO,GPIO.BSHR,BR2,field,,18,0x40000,,Port x Reset bit 2,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_BSHR,GPIO,GPIO.BSHR,BR3,field,,19,0x80000,,Port x Reset bit 3,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_BSHR,GPIO,GPIO.BSHR,BR4,field,,20,0x100000,,Port x Reset bit 4,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_BSHR,GPIO,GPIO.BSHR,BR5,field,,21,0x200000,,Port x Reset bit 5,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_BSHR,GPIO,GPIO.BSHR,BR6,field,,22,0x400000,,Port x Reset bit 6,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_BSHR,GPIO,GPIO.BSHR,BR7,field,,23,0x800000,,Port x Reset bit 7,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_BSHR,GPIO,GPIO.BSHR,BR8,field,,24,0x1000000,,Port x Reset bit 8,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_BSHR,GPIO,GPIO.BSHR,BR9,field,,25,0x2000000,,Port x Reset bit 9,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_BSHR,GPIO,GPIO.BSHR,BR10,field,,26,0x4000000,,Port x Reset bit 10,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_BSHR,GPIO,GPIO.BSHR,BR11,field,,27,0x8000000,,Port x Reset bit 11,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_BSHR,GPIO,GPIO.BSHR,BR12,field,,28,0x10000000,,Port x Reset bit 12,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_BSHR,GPIO,GPIO.BSHR,BR13,field,,29,0x20000000,,Port x Reset bit 13,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_BSHR,GPIO,GPIO.BSHR,BR14,field,,30,0x40000000,,Port x Reset bit 14,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_BSHR,GPIO,GPIO.BSHR,BR15,field,,31,0x80000000,,Port x Reset bit 15,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGHR,GPIO,GPIO.CFGHR,MODE8_0,value,MODE8,0,0x1,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGHR,GPIO,GPIO.CFGHR,MODE8_1,value,MODE8,1,0x2,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGHR,GPIO,GPIO.CFGHR,MODE8,field,,1:0,0x3,,"MODE8[1:0] bits (Port x mode bits, pin 8)",,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGHR,GPIO,GPIO.CFGHR,CNF8_0,value,CNF8,2,0x4,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGHR,GPIO,GPIO.CFGHR,CNF8_1,value,CNF8,3,0x8,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGHR,GPIO,GPIO.CFGHR,CNF8,field,,3:2,0xc,,"CNF8[1:0] bits (Port x configuration bits, pin 8)",,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGHR,GPIO,GPIO.CFGHR,MODE9_0,value,MODE9,4,0x10,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGHR,GPIO,GPIO.CFGHR,MODE9_1,value,MODE9,5,0x20,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGHR,GPIO,GPIO.CFGHR,MODE9,field,,5:4,0x30,,"MODE9[1:0] bits (Port x mode bits, pin 9)",,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGHR,GPIO,GPIO.CFGHR,CNF9_0,value,CNF9,6,0x40,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGHR,GPIO,GPIO.CFGHR,CNF9_1,value,CNF9,7,0x80,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGHR,GPIO,GPIO.CFGHR,CNF9,field,,7:6,0xc0,,"CNF9[1:0] bits (Port x configuration bits, pin 9)",,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGHR,GPIO,GPIO.CFGHR,MODE10_0,value,MODE10,8,0x100,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGHR,GPIO,GPIO.CFGHR,MODE10_1,value,MODE10,9,0x200,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGHR,GPIO,GPIO.CFGHR,MODE10,field,,9:8,0x300,,"MODE10[1:0] bits (Port x mode bits, pin 10)",,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGHR,GPIO,GPIO.CFGHR,CNF10_0,value,CNF10,10,0x400,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGHR,GPIO,GPIO.CFGHR,CNF10_1,value,CNF10,11,0x800,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGHR,GPIO,GPIO.CFGHR,CNF10,field,,11:10,0xc00,,"CNF10[1:0] bits (Port x configuration bits, pin 10)",,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGHR,GPIO,GPIO.CFGHR,MODE11_0,value,MODE11,12,0x1000,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGHR,GPIO,GPIO.CFGHR,MODE11_1,value,MODE11,13,0x2000,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGHR,GPIO,GPIO.CFGHR,MODE11,field,,13:12,0x3000,,"MODE11[1:0] bits (Port x mode bits, pin 11)",,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGHR,GPIO,GPIO.CFGHR,CNF11_0,value,CNF11,14,0x4000,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGHR,GPIO,GPIO.CFGHR,CNF11_1,value,CNF11,15,0x8000,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGHR,GPIO,GPIO.CFGHR,CNF11,field,,15:14,0xc000,,"CNF11[1:0] bits (Port x configuration bits, pin 11)",,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGHR,GPIO,GPIO.CFGHR,MODE12_0,value,MODE12,16,0x10000,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGHR,GPIO,GPIO.CFGHR,MODE12_1,value,MODE12,17,0x20000,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGHR,GPIO,GPIO.CFGHR,MODE12,field,,17:16,0x30000,,"MODE12[1:0] bits (Port x mode bits, pin 12)",,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGHR,GPIO,GPIO.CFGHR,CNF12_0,value,CNF12,18,0x40000,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGHR,GPIO,GPIO.CFGHR,CNF12_1,value,CNF12,19,0x80000,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGHR,GPIO,GPIO.CFGHR,CNF12,field,,19:18,0xc0000,,"CNF12[1:0] bits (Port x configuration bits, pin 12)",,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGHR,GPIO,GPIO.CFGHR,MODE13_0,value,MODE13,20,0x100000,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGHR,GPIO,GPIO.CFGHR,MODE13_1,value,MODE13,21,0x200000,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGHR,GPIO,GPIO.CFGHR,MODE13,field,,21:20,0x300000,,"MODE13[1:0] bits (Port x mode bits, pin 13)",,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGHR,GPIO,GPIO.CFGHR,CNF13_0,value,CNF13,22,0x400000,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGHR,GPIO,GPIO.CFGHR,CNF13_1,value,CNF13,23,0x800000,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGHR,GPIO,GPIO.CFGHR,CNF13,field,,23:22,0xc00000,,"CNF13[1:0] bits (Port x configuration bits, pin 13)",,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGHR,GPIO,GPIO.CFGHR,MODE14_0,value,MODE14,24,0x1000000,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGHR,GPIO,GPIO.CFGHR,MODE14_1,value,MODE14,25,0x2000000,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGHR,GPIO,GPIO.CFGHR,MODE14,field,,25:24,0x3000000,,"MODE14[1:0] bits (Port x mode bits, pin 14)",,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGHR,GPIO,GPIO.CFGHR,CNF14_0,value,CNF14,26,0x4000000,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGHR,GPIO,GPIO.CFGHR,CNF14_1,value,CNF14,27,0x8000000,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGHR,GPIO,GPIO.CFGHR,CNF14,field,,27:26,0xc000000,,"CNF14[1:0] bits (Port x configuration bits, pin 14)",,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGHR,GPIO,GPIO.CFGHR,MODE15_0,value,MODE15,28,0x10000000,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGHR,GPIO,GPIO.CFGHR,MODE15_1,value,MODE15,29,0x20000000,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGHR,GPIO,GPIO.CFGHR,MODE15,field,,29:28,0x30000000,,"MODE15[1:0] bits (Port x mode bits, pin 15)",,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGHR,GPIO,GPIO.CFGHR,MODE,field,,,0x33333333,,Port x mode bits,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGHR,GPIO,GPIO.CFGHR,CNF15_0,value,CNF15,30,0x40000000,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGHR,GPIO,GPIO.CFGHR,CNF15_1,value,CNF15,31,0x80000000,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGHR,GPIO,GPIO.CFGHR,CNF15,field,,31:30,0xc0000000,,"CNF15[1:0] bits (Port x configuration bits, pin 15)",,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGHR,GPIO,GPIO.CFGHR,CNF,field,,,0xcccccccc,,Port x configuration bits,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGLR,GPIO,GPIO.CFGLR,MODE0_0,value,MODE0,0,0x1,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGLR,GPIO,GPIO.CFGLR,MODE0_1,value,MODE0,1,0x2,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGLR,GPIO,GPIO.CFGLR,MODE0,field,,1:0,0x3,,"MODE0[1:0] bits (Port x mode bits, pin 0)",,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGLR,GPIO,GPIO.CFGLR,CNF0_0,value,CNF0,2,0x4,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGLR,GPIO,GPIO.CFGLR,CNF0_1,value,CNF0,3,0x8,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGLR,GPIO,GPIO.CFGLR,CNF0,field,,3:2,0xc,,"CNF0[1:0] bits (Port x configuration bits, pin 0)",,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGLR,GPIO,GPIO.CFGLR,MODE1_0,value,MODE1,4,0x10,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGLR,GPIO,GPIO.CFGLR,MODE1_1,value,MODE1,5,0x20,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGLR,GPIO,GPIO.CFGLR,MODE1,field,,5:4,0x30,,"MODE1[1:0] bits (Port x mode bits, pin 1)",,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGLR,GPIO,GPIO.CFGLR,CNF1_0,value,CNF1,6,0x40,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGLR,GPIO,GPIO.CFGLR,CNF1_1,value,CNF1,7,0x80,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGLR,GPIO,GPIO.CFGLR,CNF1,field,,7:6,0xc0,,"CNF1[1:0] bits (Port x configuration bits, pin 1)",,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGLR,GPIO,GPIO.CFGLR,MODE2_0,value,MODE2,8,0x100,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGLR,GPIO,GPIO.CFGLR,MODE2_1,value,MODE2,9,0x200,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGLR,GPIO,GPIO.CFGLR,MODE2,field,,9:8,0x300,,"MODE2[1:0] bits (Port x mode bits, pin 2)",,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGLR,GPIO,GPIO.CFGLR,CNF2_0,value,CNF2,10,0x400,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGLR,GPIO,GPIO.CFGLR,CNF2_1,value,CNF2,11,0x800,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGLR,GPIO,GPIO.CFGLR,CNF2,field,,11:10,0xc00,,"CNF2[1:0] bits (Port x configuration bits, pin 2)",,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGLR,GPIO,GPIO.CFGLR,MODE3_0,value,MODE3,12,0x1000,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGLR,GPIO,GPIO.CFGLR,MODE3_1,value,MODE3,13,0x2000,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGLR,GPIO,GPIO.CFGLR,MODE3,field,,13:12,0x3000,,"MODE3[1:0] bits (Port x mode bits, pin 3)",,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGLR,GPIO,GPIO.CFGLR,CNF3_0,value,CNF3,14,0x4000,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGLR,GPIO,GPIO.CFGLR,CNF3_1,value,CNF3,15,0x8000,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGLR,GPIO,GPIO.CFGLR,CNF3,field,,15:14,0xc000,,"CNF3[1:0] bits (Port x configuration bits, pin 3)",,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGLR,GPIO,GPIO.CFGLR,MODE4_0,value,MODE4,16,0x10000,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGLR,GPIO,GPIO.CFGLR,MODE4_1,value,MODE4,17,0x20000,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGLR,GPIO,GPIO.CFGLR,MODE4,field,,17:16,0x30000,,"MODE4[1:0] bits (Port x mode bits, pin 4)",,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGLR,GPIO,GPIO.CFGLR,CNF4_0,value,CNF4,18,0x40000,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGLR,GPIO,GPIO.CFGLR,CNF4_1,value,CNF4,19,0x80000,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGLR,GPIO,GPIO.CFGLR,CNF4,field,,19:18,0xc0000,,"CNF4[1:0] bits (Port x configuration bits, pin 4)",,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGLR,GPIO,GPIO.CFGLR,MODE5_0,value,MODE5,20,0x100000,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGLR,GPIO,GPIO.CFGLR,MODE5_1,value,MODE5,21,0x200000,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGLR,GPIO,GPIO.CFGLR,MODE5,field,,21:20,0x300000,,"MODE5[1:0] bits (Port x mode bits, pin 5)",,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGLR,GPIO,GPIO.CFGLR,CNF5_0,value,CNF5,22,0x400000,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGLR,GPIO,GPIO.CFGLR,CNF5_1,value,CNF5,23,0x800000,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGLR,GPIO,GPIO.CFGLR,CNF5,field,,23:22,0xc00000,,"CNF5[1:0] bits (Port x configuration bits, pin 5)",,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGLR,GPIO,GPIO.CFGLR,MODE6_0,value,MODE6,24,0x1000000,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGLR,GPIO,GPIO.CFGLR,MODE6_1,value,MODE6,25,0x2000000,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGLR,GPIO,GPIO.CFGLR,MODE6,field,,25:24,0x3000000,,"MODE6[1:0] bits (Port x mode bits, pin 6)",,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGLR,GPIO,GPIO.CFGLR,CNF6_0,value,CNF6,26,0x4000000,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGLR,GPIO,GPIO.CFGLR,CNF6_1,value,CNF6,27,0x8000000,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGLR,GPIO,GPIO.CFGLR,CNF6,field,,27:26,0xc000000,,"CNF6[1:0] bits (Port x configuration bits, pin 6)",,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGLR,GPIO,GPIO.CFGLR,MODE7_0,value,MODE7,28,0x10000000,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGLR,GPIO,GPIO.CFGLR,MODE7_1,value,MODE7,29,0x20000000,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGLR,GPIO,GPIO.CFGLR,MODE7,field,,29:28,0x30000000,,"MODE7[1:0] bits (Port x mode bits, pin 7)",,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGLR,GPIO,GPIO.CFGLR,MODE,field,,,0x33333333,,Port x mode bits,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGLR,GPIO,GPIO.CFGLR,CNF7_0,value,CNF7,30,0x40000000,1,Bit 0,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGLR,GPIO,GPIO.CFGLR,CNF7_1,value,CNF7,31,0x80000000,2,Bit 1,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGLR,GPIO,GPIO.CFGLR,CNF7,field,,31:30,0xc0000000,,"CNF7[1:0] bits (Port x configuration bits, pin 7)",,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_CFGLR,GPIO,GPIO.CFGLR,CNF,field,,,0xcccccccc,,Port x configuration bits,,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_INDR,GPIO,GPIO.INDR,IDR0,field,,0,0x1,,"Port input data, bit 0",,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_INDR,GPIO,GPIO.INDR,IDR1,field,,1,0x2,,"Port input data, bit 1",,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_INDR,GPIO,GPIO.INDR,IDR2,field,,2,0x4,,"Port input data, bit 2",,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_INDR,GPIO,GPIO.INDR,IDR3,field,,3,0x8,,"Port input data, bit 3",,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_INDR,GPIO,GPIO.INDR,IDR4,field,,4,0x10,,"Port input data, bit 4",,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_INDR,GPIO,GPIO.INDR,IDR5,field,,5,0x20,,"Port input data, bit 5",,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_INDR,GPIO,GPIO.INDR,IDR6,field,,6,0x40,,"Port input data, bit 6",,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_INDR,GPIO,GPIO.INDR,IDR7,field,,7,0x80,,"Port input data, bit 7",,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_INDR,GPIO,GPIO.INDR,IDR8,field,,8,0x100,,"Port input data, bit 8",,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_INDR,GPIO,GPIO.INDR,IDR9,field,,9,0x200,,"Port input data, bit 9",,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_INDR,GPIO,GPIO.INDR,IDR10,field,,10,0x400,,"Port input data, bit 10",,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_INDR,GPIO,GPIO.INDR,IDR11,field,,11,0x800,,"Port input data, bit 11",,,#,reference,evt(ch32v10x.h)
CH32V103,GPIO_INDR,GPIO,GPIO.INDR,IDR12,field,,12,0x1000,,"Port input data, bit 12",,,#,reference,evt(ch32v10x.h)
