part_number,series,family,peripheral,role,pad,routing,signal,#,confidence,basis
CH32V002F4U6,CH32V002,CH32V006,TIM1,ETR,PD4,remap-6,TIM1_ETR,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,TIM2,CH1_ETR,PC0,remap-4,TIM2_CH1_ETR,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,TIM2,CH1_ETR,PC1,remap-1,TIM2_CH1_ETR,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,TIM2,CH1_ETR,PC1,remap-3,TIM2_CH1_ETR,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,TIM2,CH1_ETR,PC5,remap-2,TIM2_CH1_ETR,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,TIM2,CH1_ETR,PD3,remap-7,TIM2_CH1_ETR,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,TIM2,CH1_ETR,PD4,default,TIM2_CH1_ETR,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,TIM2,CH2,PA1,remap-5,TIM2_CH2,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,TIM2,CH2,PA1,remap-6,TIM2_CH2,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,TIM2,CH2,PC1,remap-4,TIM2_CH2,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,TIM2,CH2,PC2,remap-2,TIM2_CH2,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,TIM2,CH2,PC7,remap-3,TIM2_CH2,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,TIM2,CH2,PD3,default,TIM2_CH2,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,TIM2,CH2,PD3,remap-1,TIM2_CH2,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,TIM2,CH2,PD4,remap-7,TIM2_CH2,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,TIM2,CH3,PA2,remap-5,TIM2_CH3,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,TIM2,CH3,PA2,remap-6,TIM2_CH3,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,TIM2,CH3,PA2,remap-7,TIM2_CH3,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,TIM2,CH3,PC0,default,TIM2_CH3,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,TIM2,CH3,PC0,remap-1,TIM2_CH3,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,TIM2,CH3,PC3,remap-4,TIM2_CH3,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,TIM2,CH3,PD2,remap-2,TIM2_CH3,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,TIM2,CH3,PD6,remap-3,TIM2_CH3,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,TIM2,CH4,PC1,remap-2,TIM2_CH4,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,TIM2,CH4,PD5,remap-3,TIM2_CH4,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,TIM2,CH4,PD7,default,TIM2_CH4,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,TIM2,CH4,PD7,remap-1,TIM2_CH4,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,USART1,CTS,PC3,remap-2,USART1_CTS,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,USART1,CTS,PC6,remap-1,USART1_CTS,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,USART1,CTS,PC6,remap-3,USART1_CTS,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,USART1,CTS,PC7,remap-6,USART1_CTS,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,USART1,CTS,PC7,remap-7,USART1_CTS,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,USART1,CTS,PD2,remap-8,USART1_CTS,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,USART1,CTS,PD3,default,USART1_CTS,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,USART1,CTS,PD5,remap-9,USART1_CTS,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,USART1,CTS,PD7,remap-4,USART1_CTS,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,USART1,CTS,PD7,remap-5,USART1_CTS,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,USART1,RTS,PC2,default,USART1_RTS,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,USART1,RTS,PC2,remap-2,USART1_RTS,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,USART1,RTS,PC7,remap-1,USART1_RTS,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,USART1,RTS,PC7,remap-3,USART1_RTS,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,USART1,RTS,PD3,remap-8,USART1_RTS,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,USART1,RTS,PD4,remap-9,USART1_RTS,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,USART1,RX,PA1,remap-8,USART1_RX,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,USART1,RX,PC1,remap-3,USART1_RX,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,USART1,RX,PC4,remap-9,USART1_RX,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,USART1,RX,PC6,remap-6,USART1_RX,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,USART1,RX,PD1,remap-2,USART1_RX,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,USART1,RX,PD1,remap-5,USART1_RX,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,USART1,RX,PD5,remap-1,USART1_RX,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,USART1,RX,PD6,default,USART1_RX,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,USART1,TX,PC0,remap-3,USART1_TX,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,USART1,TX,PC5,remap-6,USART1_TX,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,USART1,TX,PD0,remap-2,USART1_TX,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,USART1,TX,PD1,remap-4,USART1_TX,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,USART1,TX,PD5,default,USART1_TX,#,confirmed,pin-table:zh+pin-table:en
CH32V002F4U6,CH32V002,CH32V006,USART1,TX,PD6,remap-1,USART1_TX,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,ADC1,IETR,PA2,remap-1,ADC_IETR,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,ADC1,IETR,PD1,default,ADC_IETR,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,ADC1,IN0,PA2,default,ADC_IN0,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,ADC1,IN1,PA1,default,ADC_IN1,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,ADC1,IN2,PC4,default,ADC_IN2,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,ADC1,IN5,PD5,default,ADC_IN5,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,ADC1,IN6,PD6,default,ADC_IN6,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,ADC1,IN7,PD4,default,ADC_IN7,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,ADC1,RETR,PC2,remap-1,ADC_RETR,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,I2C1,SCL,PC2,default,I2C_SCL,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,I2C1,SCL,PD1,remap-1,I2C_SCL,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,I2C1,SDA,PC1,default,I2C_SDA,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,I2C1,SDA,PD1,remap-4,I2C_SDA,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,OSC,IN,PA1,,XI,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,OSC,OUT,PA2,,X0,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,RCC,MCO,PC4,default,MCO,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,SDI,SWDIO,PD1,default,SWIO,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,SPI1,MISO,PD5,remap-4,SPI_MISO,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,SPI1,MOSI,PA2,remap-5,SPI_MOSI,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,SPI1,MOSI,PD6,remap-4,SPI_MOSI,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,SPI1,NSS,PC1,default,SPI_NSS,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,SPI1,NSS,PC1,remap-5,SPI_NSS,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,SPI1,NSS,PC4,remap-2,SPI_NSS,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,SPI1,NSS,PC4,remap-6,SPI_NSS,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,SPI1,SCK,PA1,remap-5,SPI_SCK,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,SPI1,SCK,PD4,remap-4,SPI_SCK,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,TIM1,BKIN,PC1,remap-2,TIM1_BKIN,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,TIM1,BKIN,PC1,remap-3,TIM1_BKIN,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,TIM1,BKIN,PC2,default,TIM1_BKIN,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,TIM1,BKIN,PC2,remap-1,TIM1_BKIN,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,TIM1,CH1,PC4,remap-3,TIM1_CH1,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,TIM1,CH1,PC4,remap-7,TIM1_CH1,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,TIM1,CH1,PC4,remap-8,TIM1_CH1,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,TIM1,CH2,PA1,default,TIM1_CH2,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,TIM1,CH2,PA1,remap-1,TIM1_CH2,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,TIM1,CH2,PA1,remap-9,TIM1_CH2,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,TIM1,CH2N,PA2,default,TIM1_CH2N,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,TIM1,CH2N,PA2,remap-1,TIM1_CH2N,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,TIM1,CH2N,PA2,remap-4,TIM1_CH2N,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,TIM1,CH2N,PA2,remap-5,TIM1_CH2N,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,TIM1,CH2N,PA2,remap-6,TIM1_CH2N,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,TIM1,CH2N,PC1,remap-7,TIM1_CH2N,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,TIM1,CH2N,PC1,remap-9,TIM1_CH2N,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,TIM1,CH2N,PC4,remap-2,TIM1_CH2N,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,TIM1,CH3,PA2,remap-9,TIM1_CH3,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,TIM1,CH3N,PC2,remap-7,TIM1_CH3N,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,TIM1,CH3N,PC2,remap-9,TIM1_CH3N,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,TIM1,CH3N,PD1,default,TIM1_CH3N,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,TIM1,CH3N,PD1,remap-1,TIM1_CH3N,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,TIM1,CH3N,PD1,remap-2,TIM1_CH3N,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,TIM1,CH4,PC4,default,TIM1_CH4,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,TIM1,CH4,PC4,remap-1,TIM1_CH4,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,TIM1,CH4,PD1,remap-4,TIM1_CH4,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,TIM1,CH4,PD1,remap-5,TIM1_CH4,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,TIM1,CH4,PD4,remap-3,TIM1_CH4,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,TIM1,ETR,PC2,remap-3,TIM1_ETR,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,TIM1,ETR,PD4,remap-1,TIM1_ETR,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,TIM1,ETR,PD4,remap-4,TIM1_ETR,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,TIM1,ETR,PD4,remap-5,TIM1_ETR,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,TIM1,ETR,PD4,remap-6,TIM1_ETR,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,TIM2,CH1_ETR,PC1,remap-1,TIM2_CH1_ETR,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,TIM2,CH1_ETR,PC1,remap-3,TIM2_CH1_ETR,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,TIM2,CH1_ETR,PD4,default,TIM2_CH1_ETR,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,TIM2,CH2,PA1,remap-5,TIM2_CH2,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,TIM2,CH2,PA1,remap-6,TIM2_CH2,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,TIM2,CH2,PC1,remap-4,TIM2_CH2,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,TIM2,CH2,PC2,remap-2,TIM2_CH2,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,TIM2,CH2,PD4,remap-7,TIM2_CH2,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,TIM2,CH3,PA2,remap-5,TIM2_CH3,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,TIM2,CH3,PA2,remap-6,TIM2_CH3,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,TIM2,CH3,PA2,remap-7,TIM2_CH3,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,TIM2,CH3,PD6,remap-3,TIM2_CH3,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,TIM2,CH4,PC1,remap-2,TIM2_CH4,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,TIM2,CH4,PD5,remap-3,TIM2_CH4,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,USART1,CTS,PD5,remap-9,USART1_CTS,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,USART1,RTS,PC2,default,USART1_RTS,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,USART1,RTS,PC2,remap-2,USART1_RTS,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,USART1,RTS,PD4,remap-9,USART1_RTS,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,USART1,RX,PA1,remap-8,USART1_RX,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,USART1,RX,PC1,remap-3,USART1_RX,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,USART1,RX,PC4,remap-9,USART1_RX,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,USART1,RX,PD1,remap-2,USART1_RX,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,USART1,RX,PD1,remap-5,USART1_RX,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,USART1,RX,PD5,remap-1,USART1_RX,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,USART1,RX,PD6,default,USART1_RX,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,USART1,TX,PD1,remap-4,USART1_TX,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,USART1,TX,PD5,default,USART1_TX,#,confirmed,pin-table:zh+pin-table:en
CH32V002J4M6,CH32V002,CH32V006,USART1,TX,PD6,remap-1,USART1_TX,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,ADC1,IN0,PA2,default,A0,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,ADC1,IN1,PA1,default,A1,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,ADC1,IN2,PC4,default,A2,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,ADC1,IN5,PD5,default,A5,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,ADC1,IN6,PD6,default,A6,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,ADC1,IN7,PD4,default,A7,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,I2C1,SCL,PC2,default,SCL,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,I2C1,SCL,PD1,remap-1,SCL,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,I2C1,SDA,PC1,default,SDA,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,I2C1,SDA,PC6,remap-2,SDA,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,I2C1,SDA,PC6,remap-3,SDA,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,OPA1,N0,PA1,default,OPN0,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,OPA1,OUT,PD4,default,OPO,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,OPA1,P0,PA2,default,OPP0,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,OPA1,P1,PD7,default,OPP1,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,OSC,IN,PA1,,OSCI,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,OSC,OUT,PA2,,OSCO,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,RCC,MCO,PC4,default,MCO,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,SDI,SWDIO,PD1,default,SWIO,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,SPI1,MISO,PC7,default,MISO,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,SPI1,MISO,PC7,remap-1,MISO,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,SPI1,MOSI,PC6,default,MOSI,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,SPI1,MOSI,PC6,remap-1,MOSI,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,SPI1,NSS,PC0,remap-1,NSS,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,SPI1,NSS,PC1,default,NSS,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,SYS,NRST,PD7,default,NRST,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,TIM1,BKIN,PC1,remap-1,T1BKIN,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,TIM1,BKIN,PC1,remap-3,T1BKIN,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,TIM1,BKIN,PC2,default,T1BKIN,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,TIM1,BKIN,PC2,remap-2,T1BKIN,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,TIM1,CH1,PC4,remap-3,T1CH1,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,TIM1,CH1,PC6,remap-1,T1CH1,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,TIM1,CH1N,PC3,remap-1,T1CH1N,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,TIM1,CH1N,PC3,remap-3,T1CH1N,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,TIM1,CH2,PA1,default,T1CH2,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,TIM1,CH2,PA1,remap-2,T1CH2,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,TIM1,CH2,PC7,remap-1,T1CH2,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,TIM1,CH2,PC7,remap-3,T1CH2,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,TIM1,CH2N,PA2,default,T1CH2N,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,TIM1,CH2N,PA2,remap-2,T1CH2N,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,TIM1,CH2N,PC4,remap-1,T1CH2N,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,TIM1,CH3,PC0,remap-1,T1CH3,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,TIM1,CH3,PC3,default,T1CH3,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,TIM1,CH3,PC3,remap-2,T1CH3,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,TIM1,CH3N,PC6,remap-3,T1CH3N,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,TIM1,CH3N,PD1,default,T1CH3N,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,TIM1,CH3N,PD1,remap-1,T1CH3N,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,TIM1,CH3N,PD1,remap-2,T1CH3N,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,TIM1,CH4,PC4,default,T1CH4,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,TIM1,CH4,PC4,remap-2,T1CH4,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,TIM1,CH4,PD4,remap-3,T1CH4,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,TIM1,ETR,PC2,remap-3,T1ETR,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,TIM2,CH1_ETR,PC1,remap-2,T2CH1ETR,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,TIM2,CH1_ETR,PC1,remap-3,T2CH1ETR,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,TIM2,CH1_ETR,PD4,default,T2CH1ETR,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,TIM2,CH2,PC2,remap-1,T2CH2,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,TIM2,CH2,PC7,remap-3,T2CH2,#,confirmed,pin-table:zh+pin-table:en
