series,family,section,feature,feature_zh,granularity,#,confidence,basis,datasheet
CH32H415;CH32H416;CH32H417,CH32H417,1.4.1,Dual Core: RISC-V5F Processor and RISC-V3F Processor,双内核：RISC-V5F处理器和RISC-V3F处理器,series,#,confirmed,CH32H417DS0.PDF:zh(1.4)+CH32H417DS0.PDF:en(1.4),CH32H417DS0.PDF
CH32H415;CH32H416;CH32H417,CH32H417,1.4.2,On-chip Memory,片上存储器,series,#,confirmed,CH32H417DS0.PDF:zh(1.4)+CH32H417DS0.PDF:en(1.4),CH32H417DS0.PDF
CH32H415;CH32H416;CH32H417,CH32H417,1.4.3,Power Supply Scheme,供电方案,series,#,confirmed,CH32H417DS0.PDF:zh(1.4)+CH32H417DS0.PDF:en(1.4),CH32H417DS0.PDF
CH32H415;CH32H416;CH32H417,CH32H417,1.4.4,Power Supply Detector,供电监控器,series,#,confirmed,CH32H417DS0.PDF:zh(1.4)+CH32H417DS0.PDF:en(1.4),CH32H417DS0.PDF
CH32H415;CH32H416;CH32H417,CH32H417,1.4.5,System Voltage Regulator LDO,系统电压调节器LDO,series,#,confirmed,CH32H417DS0.PDF:zh(1.4)+CH32H417DS0.PDF:en(1.4),CH32H417DS0.PDF
CH32H415;CH32H416;CH32H417,CH32H417,1.4.6,Low-power Mode,低功耗模式,series,#,confirmed,CH32H417DS0.PDF:zh(1.4)+CH32H417DS0.PDF:en(1.4),CH32H417DS0.PDF
CH32H415;CH32H416;CH32H417,CH32H417,1.4.7,CRC Calculation Unit,CRC（循环冗余校验）计算单元,series,#,confirmed,CH32H417DS0.PDF:zh(1.4)+CH32H417DS0.PDF:en(1.4),CH32H417DS0.PDF
CH32H415;CH32H416;CH32H417,CH32H417,1.4.8,Programmable Fast Interrupt Controller (PFIC),快速可编程中断控制器（PFIC）,series,#,confirmed,CH32H417DS0.PDF:zh(1.4)+CH32H417DS0.PDF:en(1.4),CH32H417DS0.PDF
CH32H415;CH32H416;CH32H417,CH32H417,1.4.9,External Interrupt/Event Controller (EXTI),外部中断/事件控制器（EXTI）,series,#,confirmed,CH32H417DS0.PDF:zh(1.4)+CH32H417DS0.PDF:en(1.4),CH32H417DS0.PDF
CH32H415;CH32H416;CH32H417,CH32H417,1.4.10,General DMA Controller,通用DMA控制器,series,#,confirmed,CH32H417DS0.PDF:zh(1.4)+CH32H417DS0.PDF:en(1.4),CH32H417DS0.PDF
CH32H415;CH32H416;CH32H417,CH32H417,1.4.11,Clock and Boot,时钟和启动,series,#,confirmed,CH32H417DS0.PDF:zh(1.4)+CH32H417DS0.PDF:en(1.4),CH32H417DS0.PDF
CH32H415;CH32H416;CH32H417,CH32H417,1.4.12,RTC,RTC（实时时钟）,series,#,confirmed,CH32H417DS0.PDF:zh(1.4)+CH32H417DS0.PDF:en(1.4),CH32H417DS0.PDF
CH32H415;CH32H416;CH32H417,CH32H417,1.4.13,Analog-to-digital Converter (ADC) and Touch-key Capacitance Detection,ADC（模拟/数字转换器）和触摸按键电容检测（TouchKey）,series,#,confirmed,CH32H417DS0.PDF:zh(1.4)+CH32H417DS0.PDF:en(1.4),CH32H417DS0.PDF
CH32H415;CH32H416;CH32H417,CH32H417,1.4.14,HSADC (High-speed Analog/Digital Converter),HSADC（高速模拟/数字转换器）,series,#,confirmed,CH32H417DS0.PDF:zh(1.4)+CH32H417DS0.PDF:en(1.4),CH32H417DS0.PDF
CH32H415;CH32H416;CH32H417,CH32H417,1.4.15,DAC (Digital/Analog Converter),DAC（数字/模拟转换器）,series,#,confirmed,CH32H417DS0.PDF:zh(1.4)+CH32H417DS0.PDF:en(1.4),CH32H417DS0.PDF
CH32H415;CH32H416;CH32H417,CH32H417,1.4.16,Timer and Watchdog,定时器及看门狗,series,#,confirmed,CH32H417DS0.PDF:zh(1.4)+CH32H417DS0.PDF:en(1.4),CH32H417DS0.PDF
CH32H415;CH32H416;CH32H417,CH32H417,1.4.17,Universal Synchronous/Asynchronous Receiver Transmitter (USART),通用同步/异步收发器（USART）,series,#,confirmed,CH32H417DS0.PDF:zh(1.4)+CH32H417DS0.PDF:en(1.4),CH32H417DS0.PDF
CH32H415;CH32H416;CH32H417,CH32H417,1.4.18,Serial Peripheral Interface (SPI),串行外设接口（SPI）,series,#,confirmed,CH32H417DS0.PDF:zh(1.4)+CH32H417DS0.PDF:en(1.4),CH32H417DS0.PDF
CH32H415;CH32H416;CH32H417,CH32H417,1.4.19,I2S (Audio) Interface,I2S（音频）接口,series,#,confirmed,CH32H417DS0.PDF:zh(1.4)+CH32H417DS0.PDF:en(1.4),CH32H417DS0.PDF
CH32H415;CH32H416;CH32H417,CH32H417,1.4.20,QSPI Interface,QSPI接口,series,#,confirmed,CH32H417DS0.PDF:zh(1.4)+CH32H417DS0.PDF:en(1.4),CH32H417DS0.PDF
CH32H415;CH32H416;CH32H417,CH32H417,1.4.21,I2C Bus,I2C总线,series,#,confirmed,CH32H417DS0.PDF:zh(1.4)+CH32H417DS0.PDF:en(1.4),CH32H417DS0.PDF
CH32H415;CH32H416;CH32H417,CH32H417,1.4.22,I3C Bus,I3C总线,series,#,confirmed,CH32H417DS0.PDF:zh(1.4)+CH32H417DS0.PDF:en(1.4),CH32H417DS0.PDF
CH32H415;CH32H416;CH32H417,CH32H417,1.4.23,USB PD and Type-C Controller (USB PD),USB PD及Type-C 控制器（USB PD）,series,#,confirmed,CH32H417DS0.PDF:zh(1.4)+CH32H417DS0.PDF:en(1.4),CH32H417DS0.PDF
CH32H415;CH32H416;CH32H417,CH32H417,1.4.24,Universal Serial Bus USB2.0 Full-speed Host/Device Controller (USBFS/OTG_FS),通用串行总线USB 2.0全速主机/设备控制器（USBFS/OTG_FS）,series,#,confirmed,CH32H417DS0.PDF:zh(1.4)+CH32H417DS0.PDF:en(1.4),CH32H417DS0.PDF
CH32H415;CH32H416;CH32H417,CH32H417,1.4.25,Universal Serial Bus USB2.0 High-speed Host/Device Controller (USBHS),通用串行总线USB 2.0高速主机/设备控制器（USBHS）,series,#,confirmed,CH32H417DS0.PDF:zh(1.4)+CH32H417DS0.PDF:en(1.4),CH32H417DS0.PDF
CH32H415;CH32H416;CH32H417,CH32H417,1.4.26,Universal Serial Bus USB2.0 SuperSpeed Host/Device Controller (USBSS),通用串行总线USB 3.0超高速主机/设备控制器（USBSS）,series,#,confirmed,CH32H417DS0.PDF:zh(1.4)+CH32H417DS0.PDF:en(1.4),CH32H417DS0.PDF
CH32H415;CH32H416;CH32H417,CH32H417,1.4.27,Serial-parallel Interchange Controller and Transceiver (SerDes),串并互转控制器及收发器（SerDes）,series,#,confirmed,CH32H417DS0.PDF:zh(1.4)+CH32H417DS0.PDF:en(1.4),CH32H417DS0.PDF
CH32H415;CH32H416;CH32H417,CH32H417,1.4.28,Controller Area Network (CAN),控制器区域网络（CAN）,series,#,confirmed,CH32H417DS0.PDF:zh(1.4)+CH32H417DS0.PDF:en(1.4),CH32H417DS0.PDF
CH32H415;CH32H416;CH32H417,CH32H417,1.4.29,Digital Video Port (DVP),数字图像接口（DVP）,series,#,confirmed,CH32H417DS0.PDF:zh(1.4)+CH32H417DS0.PDF:en(1.4),CH32H417DS0.PDF
CH32H415;CH32H416;CH32H417,CH32H417,1.4.30,Random Number Generator (RNG),随机数发生器（RNG）,series,#,confirmed,CH32H417DS0.PDF:zh(1.4)+CH32H417DS0.PDF:en(1.4),CH32H417DS0.PDF
CH32H415;CH32H416;CH32H417,CH32H417,1.4.31,Ethernet Controller and Transceiver (MAC+PHY),以太网控制器及收发器（MAC+PHY）,series,#,confirmed,CH32H417DS0.PDF:zh(1.4)+CH32H417DS0.PDF:en(1.4),CH32H417DS0.PDF
CH32H415;CH32H416;CH32H417,CH32H417,1.4.32,SIDO Host/Device Controller,SDIO主机/从机控制器,series,#,confirmed,CH32H417DS0.PDF:zh(1.4)+CH32H417DS0.PDF:en(1.4),CH32H417DS0.PDF
CH32H415;CH32H416;CH32H417,CH32H417,1.4.33,SD/EMMC Host/Device Controller (SDMMC),SD/EMMC主机/从机控制器（SDMMC）,series,#,confirmed,CH32H417DS0.PDF:zh(1.4)+CH32H417DS0.PDF:en(1.4),CH32H417DS0.PDF
CH32H415;CH32H416;CH32H417,CH32H417,1.4.34,Programmable Protocol I/O Controller (PIOC),可编程协议I/O控制器（PIOC）,series,#,confirmed,CH32H417DS0.PDF:zh(1.4)+CH32H417DS0.PDF:en(1.4),CH32H417DS0.PDF
CH32H415;CH32H416;CH32H417,CH32H417,1.4.35,Serial Audio Interface (SAI),串行音频接口（SAI）,series,#,confirmed,CH32H417DS0.PDF:zh(1.4)+CH32H417DS0.PDF:en(1.4),CH32H417DS0.PDF
CH32H415;CH32H416;CH32H417,CH32H417,1.4.36,Single-wire Protocol Master Interface (SWPMI),单线协议主接口（SWPMI）,series,#,confirmed,CH32H417DS0.PDF:zh(1.4)+CH32H417DS0.PDF:en(1.4),CH32H417DS0.PDF
CH32H415;CH32H416;CH32H417,CH32H417,1.4.37,Universal High-Speed Interface (UHSIF),"通用高速接口（Universal High-Speed Interface,UHSIF）",series,#,confirmed,CH32H417DS0.PDF:zh(1.4)+CH32H417DS0.PDF:en(1.4),CH32H417DS0.PDF
CH32H415;CH32H416;CH32H417,CH32H417,1.4.38,OPA,运放/比较器（OPA）,series,#,confirmed,CH32H417DS0.PDF:zh(1.4)+CH32H417DS0.PDF:en(1.4),CH32H417DS0.PDF
CH32H415;CH32H416;CH32H417,CH32H417,1.4.39,CMP,电压比较器（CMP）,series,#,confirmed,CH32H417DS0.PDF:zh(1.4)+CH32H417DS0.PDF:en(1.4),CH32H417DS0.PDF
CH32H415;CH32H416;CH32H417,CH32H417,1.4.40,LCD-TFT Display Controller (LTDC),LCD-TFT显示控制器（LTDC）,series,#,confirmed,CH32H417DS0.PDF:zh(1.4)+CH32H417DS0.PDF:en(1.4),CH32H417DS0.PDF
CH32H415;CH32H416;CH32H417,CH32H417,1.4.41,Graphics Processing Hardware Accelerator (GPHA),"图形处理硬件加速器（Graphics Processing Hardware Accelerator,GPHA）",series,#,confirmed,CH32H417DS0.PDF:zh(1.4)+CH32H417DS0.PDF:en(1.4),CH32H417DS0.PDF
CH32H415;CH32H416;CH32H417,CH32H417,1.4.42,Flexible Memory Controller (FMC),可变存储控制器（FMC）,series,#,confirmed,CH32H417DS0.PDF:zh(1.4)+CH32H417DS0.PDF:en(1.4),CH32H417DS0.PDF
CH32H415;CH32H416;CH32H417,CH32H417,1.4.43,Digital Filter for ΣΔ Modulator (DFSDM),数字滤波器，用于ΣΔ调制器（DFSDM）,series,#,confirmed,CH32H417DS0.PDF:zh(1.4)+CH32H417DS0.PDF:en(1.4),CH32H417DS0.PDF
CH32H415;CH32H416;CH32H417,CH32H417,1.4.44,Encryption Module (ECDC),加密模块（ECDC）,series,#,confirmed,CH32H417DS0.PDF:zh(1.4)+CH32H417DS0.PDF:en(1.4),CH32H417DS0.PDF
CH32H415;CH32H416;CH32H417,CH32H417,1.4.45,General-purpose Input/Output Interface (GPIO),通用输入输出接口（GPIO）,series,#,confirmed,CH32H417DS0.PDF:zh(1.4)+CH32H417DS0.PDF:en(1.4),CH32H417DS0.PDF
CH32H415;CH32H416;CH32H417,CH32H417,1.4.46,Serial Debug Interface (SDI),"调试接口（Serial Debug Interface,SDI）",series,#,confirmed,CH32H417DS0.PDF:zh(1.4)+CH32H417DS0.PDF:en(1.4),CH32H417DS0.PDF
CH32L103;CH32M103,CH32L103,1.4.1,QingKe RISC-V4C Processor,RISC-V4C处理器,series,#,confirmed,CH32L103DS0.PDF:zh(1.4)+CH32L103DS0.PDF:en(1.4),CH32L103DS0.PDF
CH32L103;CH32M103,CH32L103,1.4.2,On-chip Memory,片上存储器,series,#,confirmed,CH32L103DS0.PDF:zh(1.4)+CH32L103DS0.PDF:en(1.4),CH32L103DS0.PDF
CH32L103;CH32M103,CH32L103,1.4.3,Power Supply Scheme,供电方案,series,#,confirmed,CH32L103DS0.PDF:zh(1.4)+CH32L103DS0.PDF:en(1.4),CH32L103DS0.PDF
CH32L103;CH32M103,CH32L103,1.4.4,Power Supply Detector,供电监控器,series,#,confirmed,CH32L103DS0.PDF:zh(1.4)+CH32L103DS0.PDF:en(1.4),CH32L103DS0.PDF
CH32L103;CH32M103,CH32L103,1.4.5,System Voltage Regulator LDO,系统电压调节器LDO,series,#,confirmed,CH32L103DS0.PDF:zh(1.4)+CH32L103DS0.PDF:en(1.4),CH32L103DS0.PDF
CH32L103;CH32M103,CH32L103,1.4.6,Low-power Mode,低功耗模式,series,#,confirmed,CH32L103DS0.PDF:zh(1.4)+CH32L103DS0.PDF:en(1.4),CH32L103DS0.PDF
CH32L103;CH32M103,CH32L103,1.4.7,CRC Calculation Unit,CRC（循环冗余校验）计算单元,series,#,confirmed,CH32L103DS0.PDF:zh(1.4)+CH32L103DS0.PDF:en(1.4),CH32L103DS0.PDF
CH32L103;CH32M103,CH32L103,1.4.8,Programmable Fast Interrupt Controller (PFIC),快速可编程中断控制器（PFIC）,series,#,confirmed,CH32L103DS0.PDF:zh(1.4)+CH32L103DS0.PDF:en(1.4),CH32L103DS0.PDF
CH32L103;CH32M103,CH32L103,1.4.9,External Interrupt/Event Controller (EXTI),外部中断/事件控制器（EXTI）,series,#,confirmed,CH32L103DS0.PDF:zh(1.4)+CH32L103DS0.PDF:en(1.4),CH32L103DS0.PDF
CH32L103;CH32M103,CH32L103,1.4.10,General DMA Controller,通用DMA控制器,series,#,confirmed,CH32L103DS0.PDF:zh(1.4)+CH32L103DS0.PDF:en(1.4),CH32L103DS0.PDF
CH32L103;CH32M103,CH32L103,1.4.11,Clock and Boot,时钟和启动,series,#,confirmed,CH32L103DS0.PDF:zh(1.4)+CH32L103DS0.PDF:en(1.4),CH32L103DS0.PDF
CH32L103;CH32M103,CH32L103,1.4.12,RTC and Backup Register,RTC（实时时钟）和后备寄存器,series,#,confirmed,CH32L103DS0.PDF:zh(1.4)+CH32L103DS0.PDF:en(1.4),CH32L103DS0.PDF
CH32L103;CH32M103,CH32L103,1.4.13,Analog-to-digital Converter (ADC) and Touch-key Capacitance Detection (TKey),ADC（模拟/数字转换器）和触摸按键电容检测（TKey）,series,#,confirmed,CH32L103DS0.PDF:zh(1.4)+CH32L103DS0.PDF:en(1.4),CH32L103DS0.PDF
CH32L103;CH32M103,CH32L103,1.4.14,Timer and Watchdog,定时器及看门狗,series,#,confirmed,CH32L103DS0.PDF:zh(1.4)+CH32L103DS0.PDF:en(1.4),CH32L103DS0.PDF
CH32L103;CH32M103,CH32L103,1.4.15,Low-power Timer (LPTIM),低功耗定时器（LPTIM）,series,#,confirmed,CH32L103DS0.PDF:zh(1.4)+CH32L103DS0.PDF:en(1.4),CH32L103DS0.PDF
CH32L103;CH32M103,CH32L103,1.4.16,Universal Synchronous/Asynchronous Receiver Transmitter (USART),通用同步/异步收发器（USART）,series,#,confirmed,CH32L103DS0.PDF:zh(1.4)+CH32L103DS0.PDF:en(1.4),CH32L103DS0.PDF
CH32L103;CH32M103,CH32L103,1.4.17,Serial Peripheral Interface (SPI),串行外设接口（SPI）,series,#,confirmed,CH32L103DS0.PDF:zh(1.4)+CH32L103DS0.PDF:en(1.4),CH32L103DS0.PDF
CH32L103;CH32M103,CH32L103,1.4.18,I2C Bus,I2C总线,series,#,confirmed,CH32L103DS0.PDF:zh(1.4)+CH32L103DS0.PDF:en(1.4),CH32L103DS0.PDF
CH32L103;CH32M103,CH32L103,1.4.19,Controller Area Network (CAN),控制器区域网络（CAN）,series,#,confirmed,CH32L103DS0.PDF:zh(1.4)+CH32L103DS0.PDF:en(1.4),CH32L103DS0.PDF
CH32L103;CH32M103,CH32L103,1.4.20,Universal Serial Bus USB2.0 Full-speed Host/Device Controller (USBFS),通用串行总线USB2.0全速主机/设备控制器（USBFS）,series,#,confirmed,CH32L103DS0.PDF:zh(1.4)+CH32L103DS0.PDF:en(1.4),CH32L103DS0.PDF
CH32L103;CH32M103,CH32L103,1.4.21,USB PD and Type-C Controller (USB PD),USB PD及Type-C控制器（USB PD）,series,#,confirmed,CH32L103DS0.PDF:zh(1.4)+CH32L103DS0.PDF:en(1.4),CH32L103DS0.PDF
CH32L103;CH32M103,CH32L103,1.4.22,General-purpose Input / Output (GPIO),通用输入输出接口（GPIO）,series,#,confirmed,CH32L103DS0.PDF:zh(1.4)+CH32L103DS0.PDF:en(1.4),CH32L103DS0.PDF
